Trial,Subject,Color,Stimulus,Start Time [ms],End Time [ms],Fixation Start [ms],Fixation Duration [ms],Fixation End [ms],Position X,Position Y,Average Pupil Size [px] X,Average Pupil Size [px] Y,Average Pupil Diameter [mm],Dispersion X,Dispersion Y,Eye,Number,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,10613,97,10711,742.8,11.5,85.2,55.3,-,1.0,8.0,Binocular,41,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,10810,199,11010,724.4,13.4,84.0,54.5,-,13.0,7.0,Binocular,42,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,11079,98,11178,744.4,22.9,84.3,54.8,-,28.0,17.0,Binocular,43,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,11243,532,11775,178.8,187.2,77.0,63.6,-,73.0,58.0,Binocular,44,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,11842,166,12009,146.6,149.8,73.7,62.7,-,4.0,2.0,Binocular,45,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,12108,266,12374,124.9,139.5,76.3,63.3,-,10.0,10.0,Binocular,46,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,12441,232,12674,116.9,127.1,75.8,63.9,-,11.0,17.0,Binocular,47,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,12774,99,12873,125.8,143.6,82.0,65.5,-,5.0,3.0,Binocular,48,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,12940,99,13040,125.4,138.9,82.3,66.0,-,6.0,10.0,Binocular,49,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,13107,631,13739,109.1,125.4,78.9,65.2,-,41.0,45.0,Binocular,50,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,13810,64,13875,101.6,123.3,78.3,64.8,-,0.0,3.0,Binocular,51,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,13938,332,14271,118.7,134.5,84.1,68.1,-,31.0,52.0,Binocular,52,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,14371,600,14971,119.1,128.8,83.4,67.6,-,9.0,13.0,Binocular,53,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,15070,299,15369,116.3,117.6,83.3,67.8,-,13.0,11.0,Binocular,54,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,15503,66,15569,95.6,116.5,84.8,67.0,-,6.0,6.0,Binocular,55,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,16334,266,16601,547.7,310.1,97.1,75.8,-,55.0,49.0,Binocular,56,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,16666,501,17168,589.8,334.5,97.1,78.9,-,4.0,10.0,Binocular,57,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,17299,99,17399,759.9,110.1,93.2,64.2,-,1.0,12.0,Binocular,58,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,17565,68,17633,583.6,324.5,95.5,75.3,-,5.0,11.0,Binocular,59,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,17698,67,17765,588.9,270.7,93.5,72.5,-,0.0,6.0,Binocular,60,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,17864,632,18496,569.7,307.3,93.4,74.8,-,6.0,11.0,Binocular,61,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,18563,931,19495,589.5,289.6,93.2,74.4,-,8.0,15.0,Binocular,62,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,19596,1663,21260,574.4,272.3,94.5,73.6,-,9.0,22.0,Binocular,63,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,22158,233,22391,1145.1,583.0,95.3,86.6,-,189.0,148.0,Binocular,64,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,22458,164,22623,882.9,531.6,101.0,89.1,-,135.0,30.0,Binocular,65,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,22838,66,22905,874.3,454.1,102.3,86.5,-,13.0,11.0,Binocular,66,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,22956,169,23125,969.8,426.0,102.3,85.0,-,58.0,9.0,Binocular,67,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,23920,66,23986,1041.0,466.3,106.3,94.8,-,37.0,0.0,Binocular,68,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,24054,199,24253,939.4,630.9,111.2,103.5,-,120.0,13.0,Binocular,69,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,24319,299,24618,809.0,691.6,111.9,106.9,-,33.0,23.0,Binocular,70,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,24718,166,24885,828.1,685.0,109.4,104.3,-,18.0,28.0,Binocular,71,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,24951,99,25051,822.0,633.7,109.3,102.5,-,9.0,13.0,Binocular,72,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,25184,99,25284,368.3,794.9,105.3,96.8,-,173.0,96.0,Binocular,73,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,25352,264,25616,414.9,700.2,107.8,97.8,-,144.0,108.0,Binocular,74,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,25684,65,25750,485.2,645.4,105.8,97.5,-,1.0,4.0,Binocular,75,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,25816,199,26016,503.0,638.4,94.3,87.8,-,33.0,6.0,Binocular,76,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,26183,432,26615,926.6,460.2,78.6,65.2,-,302.0,144.0,Binocular,77,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,26714,666,27381,779.1,462.0,88.4,73.3,-,79.0,112.0,Binocular,78,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,27447,99,27546,713.8,512.9,94.5,82.0,-,1.0,8.0,Binocular,79,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,27613,99,27712,734.1,515.3,94.5,82.5,-,9.0,2.0,Binocular,80,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,27780,65,27846,760.3,516.0,93.0,81.5,-,6.0,2.0,Binocular,81,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,27912,199,28112,592.9,775.6,94.5,87.5,-,32.0,136.0,Binocular,82,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,28245,165,28411,598.5,690.8,97.2,90.4,-,24.0,31.0,Binocular,83,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,28478,137,28615,615.6,706.2,101.0,94.5,-,3.0,46.0,Binocular,84,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,28711,334,29045,652.7,422.0,102.9,79.9,-,36.0,130.0,Binocular,85,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,29145,131,29277,415.1,246.2,93.5,60.3,-,56.0,7.0,Binocular,86,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,29343,332,29676,400.8,194.7,92.7,57.5,-,123.0,24.0,Binocular,87,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,29742,66,29809,466.3,229.3,98.5,64.0,-,3.0,2.0,Binocular,88,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,29877,164,30042,417.1,216.7,98.5,61.5,-,6.0,20.0,Binocular,89,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,30341,66,30408,313.7,941.1,102.5,82.3,-,24.0,22.0,Binocular,90,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,30507,299,30807,516.9,775.5,103.6,92.9,-,66.0,72.0,Binocular,91,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,30907,465,31372,650.0,871.0,107.6,94.3,-,13.0,18.0,Binocular,92,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,31439,199,31639,637.4,846.2,111.3,92.3,-,13.0,8.0,Binocular,93,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,31705,598,32304,613.5,868.9,116.4,97.4,-,44.0,20.0,Binocular,94,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,32670,266,32936,892.4,656.4,102.7,93.1,-,41.0,44.0,Binocular,95,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,33302,100,33402,580.8,297.9,84.3,56.8,-,59.0,14.0,Binocular,96,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,33468,66,33535,449.6,257.2,86.5,54.0,-,22.0,1.0,Binocular,97,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,33835,234,34069,956.3,657.1,96.1,86.1,-,37.0,34.0,Binocular,98,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,34168,265,34433,713.7,576.6,97.6,84.7,-,52.0,57.0,Binocular,99,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,34501,199,34700,509.8,563.5,91.6,78.8,-,11.0,23.0,Binocular,100,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,34766,798,35565,515.8,397.4,100.2,76.6,-,159.0,223.0,Binocular,101,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,35632,432,36064,609.1,450.3,111.7,89.3,-,55.0,41.0,Binocular,102,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,36132,131,36263,978.0,659.7,109.1,94.4,-,39.0,18.0,Binocular,103,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,36363,166,36529,865.9,581.2,109.8,96.9,-,15.0,15.0,Binocular,104,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,36597,731,37328,850.9,594.6,92.5,83.8,-,24.0,22.0,Binocular,105,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,37429,200,37629,631.4,336.8,88.2,64.2,-,40.0,11.0,Binocular,106,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,37993,166,38160,614.8,290.4,89.7,66.7,-,19.0,8.0,Binocular,107,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,38228,231,38459,626.3,265.9,98.4,67.9,-,24.0,43.0,Binocular,108,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,38592,399,38992,661.6,774.3,101.6,93.5,-,10.0,131.0,Binocular,109,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,39092,331,39424,746.1,234.7,95.8,62.2,-,36.0,105.0,Binocular,110,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,39491,199,39690,675.5,287.1,100.8,67.5,-,3.0,8.0,Binocular,111,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,39757,99,39857,692.1,291.9,102.5,71.8,-,2.0,2.0,Binocular,112,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,39924,531,40456,671.9,361.6,105.4,79.8,-,7.0,109.0,Binocular,113,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,40522,66,40589,666.8,399.3,110.3,84.8,-,0.0,2.0,Binocular,114,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,40921,166,41088,686.7,365.7,110.7,84.2,-,19.0,4.0,Binocular,115,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,41254,698,41953,625.8,690.0,113.1,103.3,-,56.0,28.0,Binocular,116,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,42020,99,42120,671.1,723.2,115.0,104.7,-,0.0,43.0,Binocular,117,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,42186,132,42319,668.1,632.3,117.4,106.0,-,3.0,4.0,Binocular,118,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,42419,99,42518,689.7,865.1,121.0,109.5,-,0.0,8.0,Binocular,119,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,42618,299,42918,636.9,646.8,118.7,104.4,-,29.0,7.0,Binocular,120,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,43483,166,43650,168.7,424.6,94.5,80.7,-,124.0,25.0,Binocular,121,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,43716,99,43816,125.0,290.5,91.8,71.0,-,91.0,28.0,Binocular,122,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,44814,102,44917,829.9,-97.6,65.5,39.7,-,32.0,34.0,Binocular,123,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,44981,132,45114,819.2,-134.4,60.1,36.6,-,14.0,31.0,Binocular,124,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,45912,99,46012,291.4,271.1,88.8,64.8,-,8.0,10.0,Binocular,125,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,46245,66,46311,304.3,242.3,94.3,66.0,-,3.0,2.0,Binocular,126,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,46511,199,46711,327.0,247.1,95.6,63.5,-,17.0,30.0,Binocular,127,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,46777,166,46944,348.5,307.8,96.3,69.7,-,8.0,44.0,Binocular,128,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,47012,133,47145,469.7,307.4,101.0,72.9,-,7.0,18.0,Binocular,129,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,47210,234,47444,440.0,304.4,99.0,73.4,-,21.0,10.0,Binocular,130,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,47576,199,47776,478.3,323.4,98.3,71.7,-,14.0,16.0,Binocular,131,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,47909,100,48009,623.5,160.0,94.2,57.3,-,7.0,6.0,Binocular,132,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,48109,135,48245,890.0,146.4,79.6,53.9,-,38.0,16.0,Binocular,133,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,48574,66,48641,362.5,196.8,89.0,57.8,-,9.0,8.0,Binocular,134,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,48741,132,48873,330.9,150.7,78.4,56.0,-,12.0,4.0,Binocular,135,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,49240,199,49439,600.4,85.2,84.6,50.8,-,8.0,6.0,Binocular,136,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,49572,332,49905,759.3,151.2,95.6,59.8,-,34.0,58.0,Binocular,137,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,49972,132,50104,891.7,179.8,78.9,57.1,-,9.0,15.0,Binocular,138,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,50172,66,50238,869.1,162.0,79.5,60.0,-,5.0,1.0,Binocular,139,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,50304,166,50470,710.7,173.5,83.5,51.4,-,17.0,24.0,Binocular,140,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,50537,132,50670,208.7,401.8,69.4,62.4,-,24.0,33.0,Binocular,141,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,50804,98,50903,322.1,327.3,81.0,63.8,-,29.0,15.0,Binocular,142,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,51203,132,51335,443.1,257.7,90.9,63.8,-,5.0,3.0,Binocular,143,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,51402,99,51502,425.3,234.3,93.8,63.8,-,7.0,4.0,Binocular,144,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,51701,466,52168,854.5,142.2,81.4,55.5,-,120.0,58.0,Binocular,145,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,52267,299,52566,306.6,258.5,78.7,57.4,-,33.0,81.0,Binocular,146,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,52634,99,52733,416.1,257.9,84.8,60.2,-,6.0,32.0,Binocular,147,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,52833,133,52966,425.5,160.9,92.0,59.0,-,12.0,19.0,Binocular,148,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,53032,66,53099,441.9,121.2,95.0,56.0,-,2.0,1.0,Binocular,149,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,53166,231,53398,482.8,132.1,96.3,56.4,-,41.0,23.0,Binocular,150,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,53499,201,53701,522.3,197.0,94.7,62.7,-,9.0,34.0,Binocular,151,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,53766,233,53999,512.3,176.0,101.4,62.2,-,12.0,13.0,Binocular,152,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,54064,67,54132,498.2,164.4,102.5,60.0,-,4.0,5.0,Binocular,153,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,54197,166,54364,494.9,160.7,100.2,58.8,-,4.0,4.0,Binocular,154,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,54463,132,54596,518.4,168.0,103.3,61.0,-,4.0,3.0,Binocular,155,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,54663,365,55029,511.5,129.7,103.1,58.6,-,12.0,18.0,Binocular,156,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,55095,166,55262,366.9,126.5,99.7,61.4,-,14.0,18.0,Binocular,157,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,55328,199,55528,304.2,85.5,84.8,59.8,-,52.0,31.0,Binocular,158,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,55894,99,55993,296.0,139.6,85.8,63.0,-,9.0,9.0,Binocular,159,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,56592,100,56693,457.7,190.1,96.3,64.0,-,12.0,4.0,Binocular,160,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,56759,99,56858,481.5,207.4,94.3,62.8,-,20.0,13.0,Binocular,161,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,57191,135,57327,580.8,257.8,94.1,65.0,-,6.0,2.0,Binocular,162,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,57391,731,58123,586.2,284.1,94.1,68.1,-,9.0,34.0,Binocular,163,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,58189,66,58256,592.0,319.5,87.0,64.8,-,2.0,6.0,Binocular,164,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,58389,299,58688,599.2,339.1,85.1,63.0,-,16.0,7.0,Binocular,165,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,58788,299,59088,576.9,361.5,83.3,63.4,-,3.0,6.0,Binocular,166,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,59520,266,59787,607.0,409.6,81.1,64.2,-,20.0,14.0,Binocular,167,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,59853,302,60156,609.2,406.6,82.6,66.0,-,21.0,29.0,Binocular,168,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,60220,167,60388,689.5,359.8,80.6,61.1,-,27.0,20.0,Binocular,169,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,60452,299,60752,789.0,350.4,79.6,61.8,-,45.0,12.0,Binocular,170,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,60852,265,61117,772.9,382.8,82.8,65.2,-,11.0,8.0,Binocular,171,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,61218,198,61417,761.8,419.6,83.9,69.3,-,9.0,23.0,Binocular,172,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,61517,99,61616,752.3,460.8,85.2,72.8,-,1.0,5.0,Binocular,173,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,61684,65,61749,775.6,484.6,85.5,74.0,-,2.0,5.0,Binocular,174,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,61849,166,62016,821.4,540.1,86.0,77.3,-,18.0,27.0,Binocular,175,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,62083,232,62315,872.0,511.5,84.7,74.9,-,9.0,78.0,Binocular,176,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,62382,66,62448,826.6,459.2,85.0,72.5,-,13.0,2.0,Binocular,177,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,62548,232,62781,724.9,431.2,84.2,69.3,-,27.0,23.0,Binocular,178,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,62882,265,63147,686.5,403.0,83.1,66.6,-,11.0,8.0,Binocular,179,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,63214,166,63380,709.9,388.1,83.2,65.8,-,3.0,5.0,Binocular,180,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,63679,232,63912,696.5,378.6,84.4,65.9,-,5.0,6.0,Binocular,181,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,63979,266,64245,677.2,414.1,85.2,68.3,-,7.0,22.0,Binocular,182,
