Trial,Subject,Color,Stimulus,Start Time [ms],End Time [ms],Fixation Start [ms],Fixation Duration [ms],Fixation End [ms],Position X,Position Y,Average Pupil Size [px] X,Average Pupil Size [px] Y,Average Pupil Diameter [mm],Dispersion X,Dispersion Y,Eye,Number,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,806004,133,806137,569.7,172.9,98.8,63.0,-,27.0,9.0,Binocular,2306,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,806305,98,806404,152.9,269.0,70.2,58.2,-,15.0,26.0,Binocular,2307,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,806636,100,806737,512.1,227.7,93.0,61.2,-,66.0,4.0,Binocular,2308,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,806836,100,806937,685.7,188.1,93.5,65.3,-,31.0,18.0,Binocular,2309,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,807003,135,807138,779.7,221.9,94.9,66.0,-,49.0,9.0,Binocular,2310,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,807236,366,807602,885.4,244.5,94.6,66.3,-,14.0,25.0,Binocular,2311,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,807668,233,807901,896.5,209.0,96.2,66.9,-,7.0,28.0,Binocular,2312,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,807968,132,808101,890.3,204.4,98.5,69.1,-,4.0,5.0,Binocular,2313,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,808201,133,808334,897.7,176.0,100.6,72.6,-,10.0,10.0,Binocular,2314,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,808401,132,808533,938.9,184.4,100.0,71.9,-,23.0,30.0,Binocular,2315,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,808600,233,808833,1008.8,241.1,98.0,79.2,-,57.0,16.0,Binocular,2316,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,808899,66,808966,1095.5,244.8,91.8,74.8,-,13.0,1.0,Binocular,2317,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,809033,133,809166,1163.8,202.8,80.8,69.3,-,11.0,31.0,Binocular,2318,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,809298,199,809498,1124.3,166.1,84.1,68.6,-,85.0,34.0,Binocular,2319,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,809564,399,809964,930.0,247.8,99.8,76.3,-,139.0,48.0,Binocular,2320,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,810030,133,810164,825.0,245.2,100.5,72.8,-,29.0,9.0,Binocular,2321,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,810230,965,811195,719.7,272.3,99.7,71.8,-,117.0,100.0,Binocular,2322,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,811261,365,811627,661.7,256.5,99.0,71.0,-,6.0,8.0,Binocular,2323,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,811927,166,812093,665.8,204.5,101.2,66.5,-,3.0,38.0,Binocular,2324,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,812193,332,812526,672.5,205.6,102.7,72.2,-,11.0,54.0,Binocular,2325,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,812593,99,812692,610.5,15.3,92.3,53.5,-,4.0,54.0,Binocular,2326,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,812792,299,813091,622.7,162.7,103.6,66.8,-,32.0,32.0,Binocular,2327,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,813158,699,813857,666.5,191.8,104.4,70.3,-,24.0,33.0,Binocular,2328,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,813925,65,813990,665.6,192.0,107.5,72.5,-,2.0,1.0,Binocular,2329,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,814056,133,814190,665.1,176.6,106.8,70.0,-,5.0,18.0,Binocular,2330,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,814257,231,814489,665.8,153.6,105.4,70.1,-,8.0,18.0,Binocular,2331,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,814556,167,814723,617.5,153.1,105.7,67.8,-,43.0,28.0,Binocular,2332,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,814788,166,814954,513.1,180.8,104.6,67.0,-,54.0,47.0,Binocular,2333,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,815021,67,815089,443.7,95.2,102.3,63.0,-,18.0,15.0,Binocular,2334,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,815753,200,815953,816.5,251.2,103.3,78.1,-,154.0,10.0,Binocular,2335,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,816319,99,816418,363.4,181.0,101.8,69.8,-,6.0,15.0,Binocular,2336,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,817050,66,817117,857.1,286.7,104.5,82.0,-,14.0,1.0,Binocular,2337,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,817783,234,818017,940.2,-26.1,86.8,53.1,-,78.0,56.0,Binocular,2338,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,818115,199,818315,864.1,79.1,82.4,54.3,-,17.0,54.0,Binocular,2339,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,818381,66,818448,877.0,29.5,86.5,54.5,-,0.0,8.0,Binocular,2340,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,818515,99,818614,865.7,20.9,86.3,54.3,-,5.0,1.0,Binocular,2341,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,818681,99,818781,832.6,176.2,97.0,66.2,-,10.0,17.0,Binocular,2342,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,818848,199,819047,862.6,172.8,95.3,66.5,-,6.0,11.0,Binocular,2343,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,819147,168,819315,916.5,103.4,92.2,63.9,-,11.0,48.0,Binocular,2344,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,819380,99,819479,910.9,31.5,91.3,58.0,-,7.0,36.0,Binocular,2345,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,820012,199,820212,562.8,221.0,99.4,68.1,-,170.0,78.0,Binocular,2346,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,820413,64,820478,489.1,182.9,101.0,67.3,-,28.0,13.0,Binocular,2347,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,821209,99,821309,413.6,172.8,103.8,62.2,-,31.0,23.0,Binocular,2348,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,821476,133,821609,510.8,263.7,103.9,68.1,-,12.0,19.0,Binocular,2349,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,821709,232,821942,543.6,214.4,105.9,67.1,-,77.0,25.0,Binocular,2350,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,822707,66,822773,443.7,135.4,69.8,51.3,-,13.0,0.0,Binocular,2351,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,822840,66,822906,548.3,156.1,61.8,49.5,-,26.0,4.0,Binocular,2352,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,822973,100,823073,665.5,130.5,89.8,60.8,-,5.0,26.0,Binocular,2353,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,823140,66,823206,679.0,202.6,97.3,67.8,-,11.0,5.0,Binocular,2354,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,823272,99,823372,496.9,175.6,96.5,61.7,-,43.0,4.0,Binocular,2355,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,823472,265,823738,505.5,173.7,96.1,62.1,-,23.0,12.0,Binocular,2356,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,823839,164,824004,712.2,96.8,93.6,62.6,-,17.0,29.0,Binocular,2357,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,824071,199,824270,653.3,159.3,99.5,65.3,-,38.0,63.0,Binocular,2358,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,824337,133,824470,453.0,224.2,96.0,62.5,-,31.0,20.0,Binocular,2359,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,824537,200,824737,512.2,221.4,99.5,66.0,-,52.0,27.0,Binocular,2360,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,824936,99,825036,459.7,142.6,99.0,60.7,-,10.0,21.0,Binocular,2361,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,826335,199,826534,1084.4,161.3,76.7,64.6,-,18.0,9.0,Binocular,2362,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,826965,233,827199,516.9,209.7,85.1,56.7,-,182.0,35.0,Binocular,2363,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,827265,99,827365,475.4,184.1,91.2,60.2,-,48.0,15.0,Binocular,2364,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,827997,266,828263,384.5,211.3,92.1,63.1,-,253.0,43.0,Binocular,2365,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,828363,199,828563,554.7,275.6,100.8,70.6,-,65.0,37.0,Binocular,2366,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,828629,133,828762,526.1,251.2,100.6,67.0,-,3.0,10.0,Binocular,2367,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,828863,298,829162,544.8,236.3,102.4,67.5,-,8.0,11.0,Binocular,2368,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,829328,66,829394,689.9,218.9,99.8,70.5,-,0.0,9.0,Binocular,2369,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,829461,99,829561,677.4,217.6,102.7,73.7,-,18.0,26.0,Binocular,2370,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,829627,199,829827,628.5,227.2,105.1,73.1,-,32.0,21.0,Binocular,2371,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,829893,133,830026,605.4,206.8,107.8,70.6,-,17.0,8.0,Binocular,2372,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,830193,266,830459,649.1,180.1,101.9,69.4,-,11.0,32.0,Binocular,2373,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,830560,132,830692,627.1,158.0,102.8,70.0,-,17.0,13.0,Binocular,2374,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,830825,465,831291,544.5,196.9,108.3,69.1,-,44.0,26.0,Binocular,2375,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,831358,132,831490,521.2,233.2,108.6,71.9,-,13.0,4.0,Binocular,2376,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,831557,99,831657,750.6,183.7,103.5,71.3,-,7.0,32.0,Binocular,2377,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,831723,133,831857,710.3,134.5,105.3,71.0,-,32.0,29.0,Binocular,2378,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,831923,199,832123,537.5,187.5,107.9,67.4,-,29.0,29.0,Binocular,2379,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,832191,64,832256,544.6,206.4,109.0,70.8,-,10.0,8.0,Binocular,2380,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,832356,232,832589,586.3,215.1,109.2,74.2,-,13.0,25.0,Binocular,2381,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,832690,264,832954,585.0,205.8,108.4,69.8,-,27.0,26.0,Binocular,2382,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,833121,132,833254,772.6,258.7,106.3,77.1,-,15.0,12.0,Binocular,2383,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,833354,166,833520,649.6,233.7,106.1,76.0,-,33.0,20.0,Binocular,2384,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,833620,166,833786,768.8,265.1,103.7,75.8,-,70.0,4.0,Binocular,2385,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,833953,166,834119,579.4,273.3,98.4,66.5,-,22.0,6.0,Binocular,2386,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,834219,101,834320,910.9,202.4,92.2,64.7,-,29.0,9.0,Binocular,2387,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,834418,166,834585,766.6,179.4,96.5,64.5,-,43.0,10.0,Binocular,2388,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,834651,133,834785,699.4,168.3,97.0,63.3,-,27.0,7.0,Binocular,2389,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,834884,166,835051,624.3,166.4,98.1,66.2,-,8.0,5.0,Binocular,2390,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,835117,99,835217,645.9,185.9,101.2,69.8,-,2.0,22.0,Binocular,2391,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,835317,133,835450,653.3,220.5,104.3,72.8,-,12.0,14.0,Binocular,2392,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,835516,266,835783,621.4,235.5,105.3,72.7,-,19.0,11.0,Binocular,2393,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,835849,366,836215,574.1,219.9,107.9,69.8,-,60.0,33.0,Binocular,2394,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,836681,99,836781,555.2,291.3,104.8,77.7,-,79.0,2.0,Binocular,2395,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,836847,199,837047,479.4,248.9,106.4,72.8,-,112.0,40.0,Binocular,2396,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,837114,100,837214,573.6,260.2,107.2,75.2,-,11.0,7.0,Binocular,2397,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,837613,199,837812,723.2,233.7,96.7,72.0,-,45.0,45.0,Binocular,2398,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,837912,269,838182,643.0,234.6,105.6,74.8,-,107.0,42.0,Binocular,2399,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,838245,99,838345,726.4,273.7,104.2,76.5,-,35.0,25.0,Binocular,2400,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,838411,166,838578,543.4,242.0,99.1,67.6,-,58.0,28.0,Binocular,2401,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,838644,166,838811,428.6,223.2,95.8,66.9,-,15.0,30.0,Binocular,2402,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,838877,66,838944,418.6,253.4,95.8,65.8,-,11.0,2.0,Binocular,2403,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,839010,67,839077,485.0,274.6,101.5,70.0,-,20.0,6.0,Binocular,2404,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,839409,133,839542,822.0,298.4,102.4,79.5,-,158.0,19.0,Binocular,2405,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,839642,101,839743,806.1,247.1,104.2,77.2,-,39.0,17.0,Binocular,2406,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,839808,232,840041,607.0,209.4,106.0,70.4,-,65.0,17.0,Binocular,2407,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,840108,66,840175,575.3,226.2,108.3,75.5,-,5.0,19.0,Binocular,2408,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,840274,232,840507,851.2,271.7,104.7,81.1,-,21.0,40.0,Binocular,2409,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,840575,164,840740,937.0,220.5,97.1,69.8,-,54.0,18.0,Binocular,2410,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,840807,99,840906,845.0,246.4,108.2,79.5,-,21.0,17.0,Binocular,2411,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,840974,198,841173,746.1,164.4,105.6,74.2,-,51.0,62.0,Binocular,2412,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,841239,66,841306,706.0,86.6,101.8,71.0,-,6.0,4.0,Binocular,2413,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,841605,99,841705,771.7,170.5,105.8,73.3,-,7.0,3.0,Binocular,2414,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,841806,98,841905,767.3,184.3,109.5,75.3,-,6.0,3.0,Binocular,2415,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,841971,66,842038,767.6,216.2,109.0,78.8,-,4.0,2.0,Binocular,2416,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,842138,132,842271,722.0,248.4,108.6,77.8,-,15.0,20.0,Binocular,2417,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,842370,133,842503,755.1,223.6,107.0,76.1,-,6.0,9.0,Binocular,2418,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,842570,67,842637,775.5,220.3,107.0,76.3,-,6.0,20.0,Binocular,2419,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,843071,64,843136,220.9,274.1,83.8,69.3,-,0.0,12.0,Binocular,2420,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,843302,366,843668,397.1,208.3,98.7,67.3,-,179.0,23.0,Binocular,2421,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,843734,99,843834,515.2,214.4,101.5,65.2,-,19.0,7.0,Binocular,2422,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,843935,132,844068,495.0,197.2,98.3,65.5,-,7.0,8.0,Binocular,2423,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,844135,141,844276,516.3,177.6,98.8,63.4,-,8.0,6.0,Binocular,2424,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,844367,132,844500,539.1,193.7,100.6,63.9,-,1.0,3.0,Binocular,2425,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,844568,331,844899,682.8,178.2,97.9,67.5,-,27.0,56.0,Binocular,2426,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,844999,166,845165,644.2,227.4,104.2,72.9,-,11.0,8.0,Binocular,2427,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,845233,98,845331,505.1,257.5,101.3,67.0,-,5.0,6.0,Binocular,2428,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,845398,66,845465,475.0,292.4,101.8,72.8,-,3.0,4.0,Binocular,2429,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,845531,67,845599,501.4,308.9,103.8,72.3,-,8.0,1.0,Binocular,2430,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,845664,66,845731,517.5,305.9,105.3,72.8,-,1.0,5.0,Binocular,2431,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,845831,99,845931,523.2,271.8,100.5,67.8,-,5.0,4.0,Binocular,2432,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,846033,330,846363,539.9,258.8,103.1,68.7,-,4.0,29.0,Binocular,2433,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,846529,199,846729,718.4,171.9,95.3,65.3,-,8.0,30.0,Binocular,2434,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,846929,399,847328,836.0,136.8,88.4,61.2,-,34.0,33.0,Binocular,2435,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,847893,233,848127,885.6,68.1,89.4,58.5,-,17.0,45.0,Binocular,2436,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,848426,67,848493,576.8,389.7,77.3,56.0,-,5.0,15.0,Binocular,2437,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,848725,166,848892,60.0,419.8,41.2,39.2,-,110.0,68.0,Binocular,2438,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,848959,99,849058,248.6,178.5,75.0,53.0,-,70.0,176.0,Binocular,2439,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,849258,66,849324,196.9,311.2,47.3,40.3,-,12.0,11.0,Binocular,2440,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,849823,199,850023,657.3,207.7,95.6,61.8,-,99.0,26.0,Binocular,2441,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,850191,98,850289,512.8,234.0,99.3,63.2,-,54.0,4.0,Binocular,2442,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,850389,299,850689,468.6,224.0,97.3,62.7,-,199.0,71.0,Binocular,2443,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,850921,365,851287,475.6,317.7,99.0,71.1,-,105.0,28.0,Binocular,2444,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,851422,264,851686,603.0,209.3,98.9,65.6,-,19.0,117.0,Binocular,2445,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,851753,100,851854,598.8,199.8,95.2,65.2,-,4.0,9.0,Binocular,2446,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,851919,99,852019,655.2,71.1,91.7,59.0,-,16.0,13.0,Binocular,2447,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,852385,199,852585,781.3,235.0,96.3,63.4,-,75.0,60.0,Binocular,2448,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,853118,131,853250,1012.1,121.1,78.6,59.4,-,65.0,15.0,Binocular,2449,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,853683,99,853783,756.2,25.2,75.2,51.5,-,3.0,24.0,Binocular,2450,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,853982,99,854082,819.6,-29.3,82.3,50.2,-,7.0,28.0,Binocular,2451,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,854448,66,854514,1050.7,-58.3,77.3,50.0,-,22.0,22.0,Binocular,2452,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,854748,232,854980,862.6,12.7,88.4,55.7,-,18.0,38.0,Binocular,2453,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,855280,132,855413,783.2,13.4,89.3,55.5,-,12.0,24.0,Binocular,2454,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,855712,232,855945,766.8,-34.1,77.1,48.5,-,88.0,85.0,Binocular,2455,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,856013,98,856112,780.0,-11.8,78.0,50.8,-,7.0,44.0,Binocular,2456,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,856212,99,856311,640.3,69.9,46.2,32.3,-,2.0,11.0,Binocular,2457,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,856411,68,856480,654.8,69.4,47.8,34.0,-,7.0,1.0,Binocular,2458,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,856578,166,856744,727.1,14.8,75.7,49.9,-,32.0,52.0,Binocular,2459,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,857243,99,857343,820.4,227.0,97.7,65.7,-,45.0,21.0,Binocular,2460,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,857642,99,857742,756.7,286.3,100.3,74.2,-,27.0,3.0,Binocular,2461,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,857809,66,857875,656.0,100.6,88.0,54.3,-,0.0,22.0,Binocular,2462,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,857975,99,858075,645.4,77.0,84.0,55.0,-,4.0,15.0,Binocular,2463,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,858175,300,858475,852.4,633.6,94.9,75.1,-,217.0,124.0,Binocular,2464,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,858542,165,858707,831.3,546.2,90.4,73.5,-,82.0,14.0,Binocular,2465,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,858773,366,859139,788.3,578.5,85.0,73.5,-,63.0,24.0,Binocular,2466,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,859206,100,859306,767.9,613.8,83.5,73.2,-,8.0,9.0,Binocular,2467,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,859871,99,859971,669.0,112.4,73.8,49.8,-,22.0,2.0,Binocular,2468,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,860038,532,860570,731.1,213.9,34.6,24.0,-,40.0,67.0,Binocular,2469,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,860637,98,860736,688.3,177.4,31.0,21.0,-,5.0,45.0,Binocular,2470,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,860803,99,860903,769.5,112.9,15.0,11.5,-,30.0,20.0,Binocular,2471,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,861402,100,861502,1013.5,47.1,31.5,15.7,-,49.0,20.0,Binocular,2472,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,861668,133,861801,766.7,189.3,31.1,24.0,-,31.0,17.0,Binocular,2473,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,861870,64,861934,775.9,229.0,34.8,27.3,-,16.0,11.0,Binocular,2474,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,862001,233,862234,742.8,268.3,40.4,30.5,-,50.0,15.0,Binocular,2475,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,862301,67,862369,748.3,283.2,43.0,31.3,-,3.0,4.0,Binocular,2476,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,862435,98,862533,609.3,286.2,48.7,34.2,-,12.0,9.0,Binocular,2477,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,862600,102,862702,560.6,280.0,46.3,32.3,-,2.0,13.0,Binocular,2478,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,862766,99,862866,604.5,154.6,26.0,22.0,-,21.0,70.0,Binocular,2479,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,862933,99,863032,628.3,240.2,21.2,16.3,-,25.0,109.0,Binocular,2480,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,863099,99,863199,268.0,465.0,43.7,33.2,-,32.0,39.0,Binocular,2481,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,863265,66,863332,483.5,383.5,46.3,33.3,-,67.0,27.0,Binocular,2482,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,863398,99,863498,666.2,250.7,39.8,28.3,-,15.0,13.0,Binocular,2483,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,863831,133,863965,538.4,307.4,49.9,36.0,-,8.0,10.0,Binocular,2484,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,866427,67,866494,1193.4,71.8,64.5,53.0,-,13.0,2.0,Binocular,2485,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,866991,99,867091,422.9,231.6,86.2,54.2,-,118.0,21.0,Binocular,2486,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,867325,364,867690,531.1,197.9,95.7,61.1,-,77.0,35.0,Binocular,2487,
