Trial,Subject,Color,Name,Stimulus,Start Time [ms],End Time [ms],Fixation Start [ms],Fixation Duration [ms],Fixation End [ms],Position X,Position Y,Average Pupil Size [px] X,Average Pupil Size [px] Y,Average Pupil Diameter [mm],Dispersion X,Dispersion Y,Eye,Number,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,10049,66,10115,1468.9,458.8,112.5,114.5,5.1,19.0,1.0,Binocular,35,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,10182,132,10315,1491.4,453.8,112.3,116.0,5.0,11.0,1.0,Binocular,36,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,10415,266,10681,1462.9,446.8,112.0,114.1,5.1,25.0,9.0,Binocular,37,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,10747,133,10881,1408.4,448.6,111.8,114.0,5.1,24.0,2.0,Binocular,38,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,10947,133,11080,1444.5,442.3,112.8,114.8,5.1,40.0,3.0,Binocular,39,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,11380,332,11713,1449.6,444.1,115.2,117.2,5.2,69.0,8.0,Binocular,40,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,11779,99,11879,1487.4,447.9,117.0,119.0,5.2,41.0,0.0,Binocular,41,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,11945,66,12012,1477.6,448.8,118.0,119.5,5.3,5.0,0.0,Binocular,42,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,12212,66,12278,1360.1,455.4,119.0,115.5,5.2,5.0,0.0,Binocular,43,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,12345,232,12578,1473.2,446.6,118.9,109.9,5.3,132.0,15.0,Binocular,44,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,12644,99,12744,1565.5,442.9,118.7,119.7,5.4,56.0,2.0,Binocular,45,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,12910,166,13077,1485.4,450.8,118.6,118.4,5.3,48.0,6.0,Binocular,46,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,13277,99,13376,1649.7,432.8,118.3,118.3,5.4,16.0,3.0,Binocular,47,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,13543,66,13609,1556.9,435.1,119.5,116.5,5.4,3.0,0.0,Binocular,48,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,13676,66,13742,1552.0,436.6,119.0,119.0,5.3,13.0,0.0,Binocular,49,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,13809,199,14009,1534.5,431.8,119.0,116.0,5.3,25.0,3.0,Binocular,50,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,14175,100,14275,1230.0,465.8,119.0,116.3,5.1,20.0,7.0,Binocular,51,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,14341,132,14474,1327.2,455.0,119.8,117.3,5.3,55.0,1.0,Binocular,52,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,14541,133,14674,1531.6,453.2,118.5,120.3,5.2,48.0,4.0,Binocular,53,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,14874,99,14973,736.9,428.5,115.0,98.3,5.1,83.0,3.0,Binocular,54,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,15040,66,15107,938.9,414.2,114.0,103.5,5.1,41.0,0.0,Binocular,55,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,15672,99,15772,652.8,478.4,101.7,94.7,4.5,74.0,58.0,Binocular,56,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,15839,232,16072,547.1,489.8,96.1,88.4,4.3,90.0,34.0,Binocular,57,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,16138,66,16205,629.4,463.4,90.0,81.0,3.9,20.0,25.0,Binocular,58,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,16271,66,16338,621.4,460.9,86.0,77.0,3.8,26.0,30.0,Binocular,59,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,16637,99,16737,683.8,463.1,87.0,83.0,3.9,92.0,32.0,Binocular,60,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,16870,233,17103,870.3,438.6,93.7,88.1,4.2,282.0,66.0,Binocular,61,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,17170,199,17369,877.3,480.6,95.2,93.3,4.2,178.0,13.0,Binocular,62,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,17569,233,17802,851.6,437.5,88.4,82.1,3.9,183.0,74.0,Binocular,63,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,17869,532,18401,951.1,424.4,89.3,82.6,4.0,189.0,18.0,Binocular,64,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,18468,201,18669,901.0,392.7,89.5,78.3,4.0,61.0,7.0,Binocular,65,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,18734,299,19033,888.0,428.9,88.6,81.9,4.0,243.0,66.0,Binocular,66,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,19100,99,19200,901.8,393.0,83.3,60.7,3.7,154.0,1.0,Binocular,67,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,19266,232,19499,1131.3,426.4,91.1,87.1,4.0,268.0,44.0,Binocular,68,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,19566,232,19799,845.0,407.1,93.1,81.7,4.2,66.0,16.0,Binocular,69,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,19865,233,20098,992.9,403.6,89.9,81.7,4.1,16.0,37.0,Binocular,70,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,20165,66,20231,1092.5,447.9,86.0,82.5,3.8,31.0,0.0,Binocular,71,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,20298,266,20564,1010.3,471.6,81.1,77.6,3.6,291.0,37.0,Binocular,72,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,20764,199,20963,1068.8,405.4,83.0,77.3,3.8,356.0,25.0,Binocular,73,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,21030,199,21229,792.8,442.3,85.8,74.7,3.8,49.0,36.0,Binocular,74,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,21296,133,21429,841.3,438.5,82.0,75.0,3.6,60.0,3.0,Binocular,75,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,21562,365,21928,860.2,422.3,71.6,63.5,3.2,141.0,58.0,Binocular,76,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,22028,365,22394,980.7,408.8,76.7,69.5,3.4,97.0,15.0,Binocular,77,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,22461,66,22527,977.3,417.7,80.5,73.0,3.6,0.0,0.0,Binocular,78,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,22594,99,22694,981.3,410.4,81.0,74.0,3.6,13.0,0.0,Binocular,79,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,22760,100,22860,1024.9,407.2,80.3,73.7,3.6,22.0,3.0,Binocular,80,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,22926,99,23026,878.9,422.3,81.0,73.3,3.6,7.0,1.0,Binocular,81,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,23160,99,23259,829.5,411.2,82.0,72.3,3.7,9.0,2.0,Binocular,82,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,23326,199,23525,987.3,386.1,81.5,74.2,3.8,82.0,16.0,Binocular,83,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,23592,299,23891,807.5,429.2,82.6,75.4,3.7,117.0,36.0,Binocular,84,
