Trial,Subject,Color,Stimulus,Start Time [ms],End Time [ms],Saccade Start [ms],Saccade Duration [ms],Saccade End [ms],StartPosition X,StartPosition Y,EndPosition X,EndPosition Y,Amplitude [°],Acceleration  Average [°/s²],Acceleration  Peak [°/s²],Deceleration  Peak [°/s²],Velocity  Average [°/s],Velocity  Peak [°/s],Peak Velocity at [%],Eye,Number,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1742923,66,1742990,626.0,52.6,418.7,32.3,11.0,-,-,-,-,-,-,Binocular,5717,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1743124,65,1743189,486.3,-86.5,350.6,-36.8,7.5,-,-,-,-,-,-,Binocular,5718,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1743289,66,1743356,417.7,-40.5,459.5,-41.2,2.1,-,-,-,-,-,-,Binocular,5719,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1743555,66,1743622,523.7,-97.4,507.9,-104.5,1.4,-,-,-,-,-,-,Binocular,5720,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1743622,66,1743688,508.8,-110.1,416.8,-148.1,4.9,-,-,-,-,-,-,Binocular,5721,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1743788,66,1743855,426.1,-163.5,491.1,-164.0,3.9,-,-,-,-,-,-,Binocular,5722,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1743888,66,1743954,458.7,-146.5,519.8,-175.1,5.0,-,-,-,-,-,-,Binocular,5723,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1744054,133,1744188,549.4,-212.6,645.9,-30.5,69.5,-,-,-,-,-,-,Binocular,5724,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1744354,99,1744453,587.6,-5.1,942.1,-13.2,50.0,-,-,-,-,-,-,Binocular,5725,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1744487,101,1744589,1039.6,-35.2,841.5,-116.8,32.2,-,-,-,-,-,-,Binocular,5726,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1744753,66,1744819,778.1,-40.2,671.6,-101.4,6.8,-,-,-,-,-,-,Binocular,5727,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1744919,68,1744987,629.4,-111.7,692.0,-126.6,4.4,-,-,-,-,-,-,Binocular,5728,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1745052,66,1745119,600.2,-176.8,750.2,-187.2,9.6,-,-,-,-,-,-,Binocular,5729,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1745119,66,1745185,690.1,-206.5,620.4,-158.4,6.5,-,-,-,-,-,-,Binocular,5730,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1745285,66,1745352,648.9,-127.9,736.1,-159.9,5.0,-,-,-,-,-,-,Binocular,5731,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1745420,65,1745485,682.3,-111.7,823.7,-121.2,7.0,-,-,-,-,-,-,Binocular,5732,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1745518,66,1745585,695.5,-118.0,773.8,-136.1,4.1,-,-,-,-,-,-,Binocular,5733,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1745618,66,1745685,774.3,-140.2,704.0,-115.9,3.6,-,-,-,-,-,-,Binocular,5734,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1745784,67,1745852,692.8,-164.8,781.5,-221.9,5.2,-,-,-,-,-,-,Binocular,5735,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1746483,66,1746550,463.2,235.7,0.0,0.0,28.6,-,-,-,-,-,-,Binocular,5736,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1746550,101,1746652,0.0,0.0,875.4,5.3,165.4,-,-,-,-,-,-,Binocular,5737,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1746783,99,1746882,802.5,63.6,827.7,54.0,9.4,-,-,-,-,-,-,Binocular,5738,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1747049,99,1747149,802.9,22.6,801.7,13.8,36.5,-,-,-,-,-,-,Binocular,5739,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1747182,66,1747248,707.1,40.7,595.9,46.3,9.6,-,-,-,-,-,-,Binocular,5740,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1747315,66,1747382,599.0,44.4,611.0,47.3,0.8,-,-,-,-,-,-,Binocular,5741,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1747448,67,1747515,648.0,47.3,587.5,99.7,4.3,-,-,-,-,-,-,Binocular,5742,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1747583,64,1747648,626.2,104.9,615.5,54.5,2.8,-,-,-,-,-,-,Binocular,5743,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1747648,66,1747715,619.6,63.4,633.7,226.1,7.9,-,-,-,-,-,-,Binocular,5744,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1747715,66,1747781,636.8,251.6,653.2,154.2,5.8,-,-,-,-,-,-,Binocular,5745,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1747915,100,1748016,680.6,53.8,497.6,0.8,39.9,-,-,-,-,-,-,Binocular,5746,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1748119,61,1748180,510.8,-10.9,472.4,-99.4,5.1,-,-,-,-,-,-,Binocular,5747,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1748280,69,1748349,475.3,-71.4,632.1,-61.2,7.3,-,-,-,-,-,-,Binocular,5748,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1748413,66,1748480,582.5,1.7,619.7,-55.4,3.7,-,-,-,-,-,-,Binocular,5749,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1748547,65,1748613,587.7,8.9,854.1,133.1,14.6,-,-,-,-,-,-,Binocular,5750,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1748712,66,1748779,937.7,-163.4,771.3,-122.7,9.3,-,-,-,-,-,-,Binocular,5751,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1749179,65,1749245,676.6,6.3,641.7,70.1,6.1,-,-,-,-,-,-,Binocular,5752,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1749311,66,1749378,652.7,102.1,665.9,77.7,1.4,-,-,-,-,-,-,Binocular,5753,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1749910,66,1749977,557.6,16.8,586.7,-18.6,2.7,-,-,-,-,-,-,Binocular,5754,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1750975,66,1751042,488.8,-235.3,596.2,-151.6,9.2,-,-,-,-,-,-,Binocular,5755,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1751341,66,1751407,650.7,-28.5,640.6,-14.7,1.6,-,-,-,-,-,-,Binocular,5756,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1751574,66,1751641,670.8,56.1,867.1,151.5,14.3,-,-,-,-,-,-,Binocular,5757,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1751773,66,1751840,848.3,193.8,826.0,188.9,1.5,-,-,-,-,-,-,Binocular,5758,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1752472,66,1752539,811.6,-36.8,797.3,-52.6,1.6,-,-,-,-,-,-,Binocular,5759,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1753071,66,1753138,822.7,-53.2,781.4,-41.6,2.9,-,-,-,-,-,-,Binocular,5760,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1753238,66,1753304,755.0,-55.9,735.8,-49.4,1.0,-,-,-,-,-,-,Binocular,5761,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1753371,66,1753437,730.2,-54.1,787.5,-66.5,5.4,-,-,-,-,-,-,Binocular,5762,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1753670,100,1753771,795.1,-36.0,779.9,-14.4,13.3,-,-,-,-,-,-,Binocular,5763,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1754136,67,1754204,832.1,82.7,614.3,128.4,10.7,-,-,-,-,-,-,Binocular,5764,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1754369,67,1754436,630.1,155.0,657.4,158.3,1.3,-,-,-,-,-,-,Binocular,5765,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1754469,66,1754536,675.7,156.3,699.7,152.4,1.8,-,-,-,-,-,-,Binocular,5766,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1754569,66,1754636,672.4,139.3,591.9,122.1,4.9,-,-,-,-,-,-,Binocular,5767,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1754801,66,1754868,616.4,156.9,340.6,205.3,15.8,-,-,-,-,-,-,Binocular,5768,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1754934,101,1755036,216.5,197.3,563.3,195.8,52.2,-,-,-,-,-,-,Binocular,5769,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1755334,66,1755400,665.7,183.7,584.6,217.3,4.4,-,-,-,-,-,-,Binocular,5770,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1755567,66,1755633,563.8,203.9,557.3,209.9,0.5,-,-,-,-,-,-,Binocular,5771,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1756132,66,1756199,743.0,98.0,631.1,98.5,7.9,-,-,-,-,-,-,Binocular,5772,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1756300,98,1756398,559.1,85.6,539.5,41.3,9.1,-,-,-,-,-,-,Binocular,5773,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1756798,66,1756864,793.6,11.5,869.6,-2.4,6.6,-,-,-,-,-,-,Binocular,5774,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1757099,64,1757164,896.3,27.4,926.2,-55.8,7.1,-,-,-,-,-,-,Binocular,5775,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1757297,66,1757363,882.0,-10.6,846.4,-25.1,3.2,-,-,-,-,-,-,Binocular,5776,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1757363,66,1757430,819.3,-39.8,794.1,-78.3,3.5,-,-,-,-,-,-,Binocular,5777,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1757563,99,1757663,763.5,-54.0,773.6,14.7,9.4,-,-,-,-,-,-,Binocular,5778,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1757829,66,1757896,757.9,50.3,722.4,75.2,2.7,-,-,-,-,-,-,Binocular,5779,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1758097,65,1758162,744.8,49.6,765.4,37.1,1.7,-,-,-,-,-,-,Binocular,5780,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1758162,66,1758228,776.7,33.4,553.9,75.4,11.0,-,-,-,-,-,-,Binocular,5781,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1758495,66,1758561,623.0,29.0,646.6,44.3,2.6,-,-,-,-,-,-,Binocular,5782,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1758661,66,1758728,674.0,49.6,698.9,46.0,1.6,-,-,-,-,-,-,Binocular,5783,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1759095,99,1759194,783.7,53.4,913.8,123.8,21.7,-,-,-,-,-,-,Binocular,5784,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1759659,99,1759759,866.8,162.2,1080.8,193.0,41.9,-,-,-,-,-,-,Binocular,5785,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1760957,66,1761023,728.7,-66.3,771.4,75.7,8.8,-,-,-,-,-,-,Binocular,5786,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1761589,66,1761656,581.6,228.8,437.7,209.2,7.5,-,-,-,-,-,-,Binocular,5787,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1761756,99,1761855,384.8,120.4,395.5,86.8,48.2,-,-,-,-,-,-,Binocular,5788,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1761888,66,1761955,425.6,64.9,344.3,97.9,4.9,-,-,-,-,-,-,Binocular,5789,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1763619,99,1763718,811.2,-133.0,804.7,-90.5,8.5,-,-,-,-,-,-,Binocular,5790,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1763819,65,1763885,763.1,-69.0,748.7,-117.4,3.0,-,-,-,-,-,-,Binocular,5791,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1764118,102,1764220,748.9,-151.8,824.1,13.3,23.7,-,-,-,-,-,-,Binocular,5792,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1764550,67,1764617,880.7,162.5,876.7,171.5,0.8,-,-,-,-,-,-,Binocular,5793,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1765016,67,1765083,970.1,92.9,802.6,85.4,7.9,-,-,-,-,-,-,Binocular,5794,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1765915,66,1765981,941.2,80.6,1045.2,107.4,6.4,-,-,-,-,-,-,Binocular,5795,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1766314,68,1766383,944.2,81.8,1067.5,120.3,6.3,-,-,-,-,-,-,Binocular,5796,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1767611,99,1767711,822.9,51.1,889.2,28.3,29.4,-,-,-,-,-,-,Binocular,5797,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1768144,66,1768210,771.1,5.3,624.3,-93.2,9.3,-,-,-,-,-,-,Binocular,5798,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1768709,66,1768776,748.4,67.0,544.6,194.3,12.9,-,-,-,-,-,-,Binocular,5799,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1768909,66,1768975,680.1,94.5,608.5,114.6,5.0,-,-,-,-,-,-,Binocular,5800,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1769009,66,1769075,654.4,101.7,680.5,101.2,2.4,-,-,-,-,-,-,Binocular,5801,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1769541,66,1769608,701.7,93.2,693.5,81.2,0.8,-,-,-,-,-,-,Binocular,5802,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1769608,67,1769675,681.7,73.3,572.4,89.7,5.7,-,-,-,-,-,-,Binocular,5803,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1769874,66,1769940,550.3,98.3,410.5,143.5,7.1,-,-,-,-,-,-,Binocular,5804,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1770109,97,1770207,469.1,162.3,412.4,184.8,20.0,-,-,-,-,-,-,Binocular,5805,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1770439,99,1770539,521.7,193.2,469.2,219.7,13.7,-,-,-,-,-,-,Binocular,5806,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1770906,65,1770972,547.5,171.1,778.8,170.0,11.3,-,-,-,-,-,-,Binocular,5807,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1771205,66,1771271,700.1,195.6,879.7,148.0,10.6,-,-,-,-,-,-,Binocular,5808,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1771471,66,1771538,840.8,81.9,825.6,73.1,1.6,-,-,-,-,-,-,Binocular,5809,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1771604,66,1771671,783.0,61.0,736.7,70.8,2.8,-,-,-,-,-,-,Binocular,5810,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1771904,66,1771970,701.5,96.9,631.6,85.5,3.5,-,-,-,-,-,-,Binocular,5811,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1772070,100,1772171,665.8,79.9,692.3,104.7,7.1,-,-,-,-,-,-,Binocular,5812,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1772270,66,1772336,734.6,122.7,812.8,263.8,7.8,-,-,-,-,-,-,Binocular,5813,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1772436,66,1772503,0.0,0.0,2715.1,1110.4,262.5,-,-,-,-,-,-,Binocular,5814,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1772604,98,1772702,834.5,-173.9,0.0,0.0,127.7,-,-,-,-,-,-,Binocular,5815,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1772702,66,1772769,0.0,0.0,846.2,-93.4,39.4,-,-,-,-,-,-,Binocular,5816,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1772835,66,1772902,855.7,169.6,0.0,0.0,46.5,-,-,-,-,-,-,Binocular,5817,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1772902,68,1772970,0.0,0.0,803.2,137.2,38.7,-,-,-,-,-,-,Binocular,5818,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1773135,99,1773234,817.2,45.6,821.8,-94.5,23.6,-,-,-,-,-,-,Binocular,5819,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1773501,99,1773600,806.2,93.3,678.0,208.9,59.1,-,-,-,-,-,-,Binocular,5820,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1773867,66,1773933,781.9,144.6,624.2,227.9,8.8,-,-,-,-,-,-,Binocular,5821,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1774166,67,1774234,710.7,150.6,625.7,137.2,5.0,-,-,-,-,-,-,Binocular,5822,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1774898,66,1774965,915.2,46.4,875.0,24.8,2.7,-,-,-,-,-,-,Binocular,5823,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1775898,64,1775963,439.3,192.7,435.1,91.4,7.9,-,-,-,-,-,-,Binocular,5824,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1775996,66,1776063,353.4,7.9,445.7,-47.7,7.5,-,-,-,-,-,-,Binocular,5825,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1776129,66,1776196,327.9,50.2,434.7,8.0,10.2,-,-,-,-,-,-,Binocular,5826,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1776928,66,1776994,504.7,-27.0,408.8,-53.5,6.2,-,-,-,-,-,-,Binocular,5827,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1777162,98,1777261,429.7,-220.5,351.0,-199.3,26.7,-,-,-,-,-,-,Binocular,5828,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1777393,66,1777460,355.8,-172.1,358.8,-217.2,3.2,-,-,-,-,-,-,Binocular,5829,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1777493,66,1777560,293.2,-147.3,420.6,-159.1,9.6,-,-,-,-,-,-,Binocular,5830,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1777627,66,1777693,487.1,-156.0,504.8,-194.5,3.6,-,-,-,-,-,-,Binocular,5831,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1777926,68,1777994,541.1,-162.3,498.3,-236.4,7.2,-,-,-,-,-,-,Binocular,5832,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1778159,66,1778226,523.2,-359.5,571.1,-345.4,3.2,-,-,-,-,-,-,Binocular,5833,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1778658,66,1778724,671.5,-309.4,634.9,-303.4,2.9,-,-,-,-,-,-,Binocular,5834,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1778826,98,1778924,619.3,-303.6,894.1,-84.4,56.4,-,-,-,-,-,-,Binocular,5835,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1779523,66,1779590,1180.3,-85.8,1120.3,-124.4,5.1,-,-,-,-,-,-,Binocular,5836,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1779590,66,1779656,1097.3,-116.0,1060.5,8.5,7.1,-,-,-,-,-,-,Binocular,5837,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1779723,66,1779789,958.5,249.7,1138.4,630.0,23.6,-,-,-,-,-,-,Binocular,5838,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1779889,99,1779989,934.0,717.0,837.3,547.7,46.2,-,-,-,-,-,-,Binocular,5839,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1780654,66,1780721,631.3,-5.4,691.8,0.6,4.1,-,-,-,-,-,-,Binocular,5840,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1781054,66,1781120,460.7,-177.8,550.3,-208.7,5.2,-,-,-,-,-,-,Binocular,5841,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1781187,66,1781253,486.0,-275.3,588.1,-275.0,9.1,-,-,-,-,-,-,Binocular,5842,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1781253,66,1781320,545.3,-309.9,484.9,-250.1,6.4,-,-,-,-,-,-,Binocular,5843,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1781354,65,1781420,548.0,-165.4,627.9,-120.4,6.7,-,-,-,-,-,-,Binocular,5844,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1781420,66,1781486,650.3,-94.4,728.5,-96.1,5.2,-,-,-,-,-,-,Binocular,5845,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1781755,64,1781819,802.1,5.4,826.0,-7.6,2.2,-,-,-,-,-,-,Binocular,5846,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1781887,64,1781952,753.6,26.3,519.2,25.8,15.2,-,-,-,-,-,-,Binocular,5847,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1782119,68,1782187,510.3,129.3,539.2,66.3,5.1,-,-,-,-,-,-,Binocular,5848,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1782318,66,1782384,528.2,89.2,546.1,87.6,1.3,-,-,-,-,-,-,Binocular,5849,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1783516,66,1783582,506.6,181.7,741.5,223.2,12.8,-,-,-,-,-,-,Binocular,5850,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1783749,104,1783854,837.7,253.4,786.6,314.0,17.0,-,-,-,-,-,-,Binocular,5851,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1784115,99,1784215,578.1,273.0,662.8,116.9,26.1,-,-,-,-,-,-,Binocular,5852,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1784448,66,1784514,622.8,23.3,608.8,24.7,1.0,-,-,-,-,-,-,Binocular,5853,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1784514,66,1784581,615.2,26.5,430.5,1.4,8.8,-,-,-,-,-,-,Binocular,5854,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1784715,65,1784780,505.6,57.4,364.7,165.8,9.8,-,-,-,-,-,-,Binocular,5855,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1785114,65,1785179,540.6,317.7,556.4,280.0,2.0,-,-,-,-,-,-,Binocular,5856,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1785513,66,1785579,572.1,121.3,589.9,115.2,1.2,-,-,-,-,-,-,Binocular,5857,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1785845,66,1785911,593.4,176.9,500.2,153.1,6.5,-,-,-,-,-,-,Binocular,5858,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1787542,67,1787609,789.7,311.5,854.8,303.0,5.2,-,-,-,-,-,-,Binocular,5859,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1787974,67,1788041,939.4,178.0,1154.4,143.0,12.7,-,-,-,-,-,-,Binocular,5860,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1788108,66,1788174,1078.6,96.3,1036.3,106.2,3.9,-,-,-,-,-,-,Binocular,5861,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1788740,99,1788839,943.7,-61.7,860.6,23.5,20.1,-,-,-,-,-,-,Binocular,5862,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1789139,66,1789205,886.9,27.9,876.2,33.5,1.0,-,-,-,-,-,-,Binocular,5863,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1789274,64,1789338,859.7,44.2,842.4,45.7,1.2,-,-,-,-,-,-,Binocular,5864,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1789672,67,1789739,767.6,160.2,931.3,177.4,8.3,-,-,-,-,-,-,Binocular,5865,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1790004,66,1790071,701.6,184.7,855.4,228.2,7.6,-,-,-,-,-,-,Binocular,5866,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1790144,94,1790238,857.7,229.8,894.4,204.0,3.5,-,-,-,-,-,-,Binocular,5867,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1790437,66,1790504,829.4,174.7,1004.7,107.3,8.9,-,-,-,-,-,-,Binocular,5868,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1790802,66,1790869,701.4,124.2,569.3,128.6,6.5,-,-,-,-,-,-,Binocular,5869,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1791036,66,1791102,574.5,173.8,680.0,138.8,6.1,-,-,-,-,-,-,Binocular,5870,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1791734,67,1791802,537.8,345.0,401.4,333.0,9.1,-,-,-,-,-,-,Binocular,5871,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1791802,65,1791868,407.2,293.0,510.5,246.1,7.1,-,-,-,-,-,-,Binocular,5872,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1791967,66,1792034,726.2,12.0,817.3,107.7,8.7,-,-,-,-,-,-,Binocular,5873,
