Trial,Subject,Color,Stimulus,Start Time [ms],End Time [ms],Saccade Start [ms],Saccade Duration [ms],Saccade End [ms],StartPosition X,StartPosition Y,EndPosition X,EndPosition Y,Amplitude [°],Acceleration  Average [°/s²],Acceleration  Peak [°/s²],Deceleration  Peak [°/s²],Velocity  Average [°/s],Velocity  Peak [°/s],Peak Velocity at [%],Eye,Number,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,568958,68,569026,747.8,127.9,947.8,196.7,10.4,-,-,-,-,-,-,Binocular,1783,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,569258,99,569357,831.7,194.6,742.2,197.5,17.0,-,-,-,-,-,-,Binocular,1784,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,569858,65,569923,913.7,153.6,834.9,112.0,6.5,-,-,-,-,-,-,Binocular,1785,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,570222,67,570290,732.0,-44.6,583.7,-26.6,8.2,-,-,-,-,-,-,Binocular,1786,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,570456,66,570522,709.5,-70.2,746.8,-80.4,2.9,-,-,-,-,-,-,Binocular,1787,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,570755,66,570821,809.2,-61.9,1003.6,-64.6,9.9,-,-,-,-,-,-,Binocular,1788,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,571122,65,571187,985.1,39.6,991.7,57.7,1.4,-,-,-,-,-,-,Binocular,1789,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,571254,66,571321,979.8,104.8,797.3,127.5,9.3,-,-,-,-,-,-,Binocular,1790,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,571620,99,571720,869.7,215.3,808.7,234.3,15.0,-,-,-,-,-,-,Binocular,1791,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,572019,66,572086,886.6,291.0,900.7,288.8,1.1,-,-,-,-,-,-,Binocular,1792,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,572186,66,572253,955.1,270.1,1027.5,270.6,4.0,-,-,-,-,-,-,Binocular,1793,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,572387,98,572485,1118.5,327.5,1232.8,417.4,38.9,-,-,-,-,-,-,Binocular,1794,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,572885,67,572952,1043.3,338.7,998.0,358.9,2.7,-,-,-,-,-,-,Binocular,1795,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,573254,62,573317,1054.0,389.9,1062.4,384.1,0.6,-,-,-,-,-,-,Binocular,1796,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,573383,66,573450,1061.0,363.0,1082.8,343.3,1.6,-,-,-,-,-,-,Binocular,1797,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,573683,66,573749,1071.6,331.1,890.5,305.5,8.6,-,-,-,-,-,-,Binocular,1798,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,573949,66,574016,934.0,262.5,894.0,243.4,2.9,-,-,-,-,-,-,Binocular,1799,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,574348,66,574415,968.9,207.1,1175.7,299.4,10.8,-,-,-,-,-,-,Binocular,1800,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,574615,66,574681,1219.7,305.7,1204.5,312.0,1.4,-,-,-,-,-,-,Binocular,1801,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,574847,99,574947,1195.7,335.2,1102.9,316.0,13.7,-,-,-,-,-,-,Binocular,1802,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,575213,66,575280,1062.4,346.3,948.0,334.5,7.4,-,-,-,-,-,-,Binocular,1803,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,575715,64,575779,1025.1,341.2,1061.2,353.3,2.1,-,-,-,-,-,-,Binocular,1804,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,576278,66,576345,801.4,228.1,677.0,198.9,7.0,-,-,-,-,-,-,Binocular,1805,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,576478,100,576578,686.2,163.2,683.8,198.8,13.7,-,-,-,-,-,-,Binocular,1806,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,576711,66,576777,737.8,239.9,900.4,249.9,8.2,-,-,-,-,-,-,Binocular,1807,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,576944,99,577044,907.0,259.9,873.7,243.0,7.4,-,-,-,-,-,-,Binocular,1808,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,577077,66,577143,836.5,236.4,736.4,217.5,5.5,-,-,-,-,-,-,Binocular,1809,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,577243,134,577378,702.4,212.4,759.3,227.2,9.1,-,-,-,-,-,-,Binocular,1810,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,577476,66,577542,802.8,231.3,692.0,214.4,5.5,-,-,-,-,-,-,Binocular,1811,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,577975,99,578075,806.5,179.8,558.7,228.5,39.6,-,-,-,-,-,-,Binocular,1812,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,578574,67,578642,564.7,233.3,343.2,202.9,16.4,-,-,-,-,-,-,Binocular,1813,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,578774,66,578841,379.4,197.7,284.1,159.4,4.8,-,-,-,-,-,-,Binocular,1814,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,578940,67,579008,356.4,88.3,392.3,67.4,3.7,-,-,-,-,-,-,Binocular,1815,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,579173,66,579240,543.9,70.1,572.9,55.6,2.0,-,-,-,-,-,-,Binocular,1816,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,579507,98,579605,728.4,72.1,882.6,101.8,35.2,-,-,-,-,-,-,Binocular,1817,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,579805,66,579872,817.6,136.6,749.7,105.4,5.0,-,-,-,-,-,-,Binocular,1818,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,580038,66,580105,662.2,76.6,640.7,80.0,1.8,-,-,-,-,-,-,Binocular,1819,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,580204,66,580271,567.7,146.4,542.0,165.4,2.5,-,-,-,-,-,-,Binocular,1820,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,580306,64,580371,555.6,201.2,781.1,254.3,11.5,-,-,-,-,-,-,Binocular,1821,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,580870,99,580970,735.1,252.6,636.3,263.8,17.5,-,-,-,-,-,-,Binocular,1822,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,581103,67,581171,606.0,262.4,593.1,260.9,0.8,-,-,-,-,-,-,Binocular,1823,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,581203,66,581269,632.7,266.4,730.2,257.7,6.9,-,-,-,-,-,-,Binocular,1824,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,581336,66,581402,724.0,265.4,709.8,264.2,0.7,-,-,-,-,-,-,Binocular,1825,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,581436,65,581502,715.2,262.4,693.9,269.0,1.5,-,-,-,-,-,-,Binocular,1826,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,581602,66,581668,730.7,266.1,817.8,192.8,5.6,-,-,-,-,-,-,Binocular,1827,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,581901,101,582003,777.0,147.5,732.5,330.6,30.5,-,-,-,-,-,-,Binocular,1828,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,583133,65,583199,630.7,-27.8,647.0,-56.9,2.9,-,-,-,-,-,-,Binocular,1829,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,583598,67,583666,899.4,41.6,1094.2,160.2,20.2,-,-,-,-,-,-,Binocular,1830,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,583864,100,583964,813.8,96.3,716.3,128.6,15.9,-,-,-,-,-,-,Binocular,1831,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,584065,65,584131,701.4,139.9,577.5,104.9,5.9,-,-,-,-,-,-,Binocular,1832,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,584230,66,584297,563.4,99.9,555.9,107.9,1.0,-,-,-,-,-,-,Binocular,1833,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,584364,99,584464,584.6,97.9,581.3,79.0,19.6,-,-,-,-,-,-,Binocular,1834,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,584598,65,584663,482.1,107.4,335.9,118.5,8.9,-,-,-,-,-,-,Binocular,1835,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,584864,66,584931,393.9,38.6,568.5,21.8,8.2,-,-,-,-,-,-,Binocular,1836,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,585030,67,585097,542.5,-33.9,487.0,-60.5,4.3,-,-,-,-,-,-,Binocular,1837,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,585162,99,585262,513.4,-33.2,526.5,44.1,17.6,-,-,-,-,-,-,Binocular,1838,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,585395,66,585462,595.2,57.9,625.0,59.7,1.7,-,-,-,-,-,-,Binocular,1839,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,585595,66,585661,698.8,72.8,617.1,42.2,4.3,-,-,-,-,-,-,Binocular,1840,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,585894,66,585961,692.1,88.1,818.8,97.4,7.0,-,-,-,-,-,-,Binocular,1841,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,586227,66,586293,880.9,30.0,847.0,30.8,1.7,-,-,-,-,-,-,Binocular,1842,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,586293,66,586360,878.9,27.3,600.2,-50.4,14.8,-,-,-,-,-,-,Binocular,1843,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,586426,66,586493,532.4,-179.9,389.5,-158.8,6.7,-,-,-,-,-,-,Binocular,1844,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,586493,66,586559,398.2,-141.4,493.7,-169.3,5.5,-,-,-,-,-,-,Binocular,1845,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,586559,68,586628,522.3,-222.5,445.0,-158.4,7.4,-,-,-,-,-,-,Binocular,1846,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,586659,66,586726,476.3,-135.7,576.0,-154.9,5.7,-,-,-,-,-,-,Binocular,1847,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,586759,67,586826,560.1,-103.1,345.0,103.5,16.1,-,-,-,-,-,-,Binocular,1848,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,587026,66,587092,461.7,125.0,324.8,131.1,7.6,-,-,-,-,-,-,Binocular,1849,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,587291,66,587358,374.6,119.0,290.0,118.8,4.4,-,-,-,-,-,-,Binocular,1850,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,587427,63,587491,307.6,101.1,320.0,100.0,0.8,-,-,-,-,-,-,Binocular,1851,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,587591,66,587658,365.5,88.3,383.3,90.6,1.4,-,-,-,-,-,-,Binocular,1852,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,587724,66,587791,436.5,85.8,457.4,85.9,1.8,-,-,-,-,-,-,Binocular,1853,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,587825,65,587890,477.6,83.5,370.7,233.9,8.9,-,-,-,-,-,-,Binocular,1854,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,588124,65,588190,478.3,233.9,492.6,236.2,1.2,-,-,-,-,-,-,Binocular,1855,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,588260,62,588323,514.5,242.7,815.7,324.1,15.7,-,-,-,-,-,-,Binocular,1856,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,588489,99,588589,892.2,344.8,852.0,363.6,8.3,-,-,-,-,-,-,Binocular,1857,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,588656,67,588723,776.9,397.2,789.6,354.6,3.3,-,-,-,-,-,-,Binocular,1858,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,588822,66,588889,699.6,353.2,672.2,350.9,2.5,-,-,-,-,-,-,Binocular,1859,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,589155,99,589255,559.3,277.2,531.9,231.7,7.3,-,-,-,-,-,-,Binocular,1860,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,589354,66,589421,498.1,226.0,478.8,230.7,1.6,-,-,-,-,-,-,Binocular,1861,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,589454,100,589555,557.4,243.1,1024.8,215.5,57.1,-,-,-,-,-,-,Binocular,1862,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,589787,66,589853,977.5,155.4,844.0,89.9,7.8,-,-,-,-,-,-,Binocular,1863,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,590020,66,590086,667.6,-17.6,583.6,-55.0,4.9,-,-,-,-,-,-,Binocular,1864,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,590153,66,590220,556.8,-49.5,546.8,-34.7,1.5,-,-,-,-,-,-,Binocular,1865,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,590353,65,590419,487.9,-33.1,473.7,-52.2,1.8,-,-,-,-,-,-,Binocular,1866,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,590453,99,590553,512.0,-34.4,684.8,-35.8,32.9,-,-,-,-,-,-,Binocular,1867,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,590786,66,590852,637.3,-32.0,628.0,-21.9,0.8,-,-,-,-,-,-,Binocular,1868,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,590886,66,590953,611.9,-5.3,534.7,2.3,4.4,-,-,-,-,-,-,Binocular,1869,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,591251,67,591319,516.2,-17.9,712.5,40.0,9.8,-,-,-,-,-,-,Binocular,1870,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,591384,68,591453,988.6,124.6,900.5,50.3,9.6,-,-,-,-,-,-,Binocular,1871,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,591484,101,591586,869.3,37.7,762.9,1.1,18.0,-,-,-,-,-,-,Binocular,1872,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,591816,66,591883,633.9,35.0,615.5,110.5,3.7,-,-,-,-,-,-,Binocular,1873,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,591950,66,592016,639.5,44.2,630.6,148.8,5.0,-,-,-,-,-,-,Binocular,1874,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,592217,65,592282,685.7,89.3,683.6,114.8,1.9,-,-,-,-,-,-,Binocular,1875,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,592349,66,592415,657.1,179.3,651.7,124.5,5.1,-,-,-,-,-,-,Binocular,1876,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,592415,66,592482,648.6,131.0,884.2,104.5,11.1,-,-,-,-,-,-,Binocular,1877,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,592549,66,592615,987.5,153.7,924.1,114.9,6.5,-,-,-,-,-,-,Binocular,1878,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,592648,66,592715,883.2,104.9,765.3,78.6,6.8,-,-,-,-,-,-,Binocular,1879,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,592849,65,592915,729.6,101.7,843.1,75.8,5.7,-,-,-,-,-,-,Binocular,1880,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,593214,67,593282,774.3,131.1,815.5,183.0,3.7,-,-,-,-,-,-,Binocular,1881,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,593414,99,593513,800.7,241.0,778.3,302.2,12.1,-,-,-,-,-,-,Binocular,1882,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,593714,65,593780,738.1,270.3,748.4,264.2,0.8,-,-,-,-,-,-,Binocular,1883,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,594013,70,594083,757.7,241.9,766.8,237.1,0.9,-,-,-,-,-,-,Binocular,1884,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,594083,66,594150,777.8,233.9,805.8,314.7,4.9,-,-,-,-,-,-,Binocular,1885,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,594678,66,594745,846.1,143.8,835.9,132.3,1.1,-,-,-,-,-,-,Binocular,1886,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,594811,99,594911,838.1,113.6,550.2,130.9,41.3,-,-,-,-,-,-,Binocular,1887,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,595044,74,595118,560.5,129.2,584.9,139.4,2.1,-,-,-,-,-,-,Binocular,1888,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,595211,134,595346,680.4,177.4,366.4,173.5,92.2,-,-,-,-,-,-,Binocular,1889,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,595543,99,595643,574.8,249.1,511.1,238.9,17.8,-,-,-,-,-,-,Binocular,1890,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,596042,68,596110,634.4,260.6,475.1,201.5,8.3,-,-,-,-,-,-,Binocular,1891,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,596841,66,596908,660.9,260.0,729.4,233.8,3.5,-,-,-,-,-,-,Binocular,1892,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,597207,66,597274,663.0,259.2,665.6,251.1,0.5,-,-,-,-,-,-,Binocular,1893,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,597442,97,597539,650.1,218.3,664.5,193.5,3.3,-,-,-,-,-,-,Binocular,1894,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,598005,66,598072,653.3,178.8,648.9,169.3,0.8,-,-,-,-,-,-,Binocular,1895,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,598870,66,598937,688.7,-62.4,666.1,-30.5,2.9,-,-,-,-,-,-,Binocular,1896,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,599138,98,599237,720.2,-25.0,779.3,-61.7,14.3,-,-,-,-,-,-,Binocular,1897,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,599270,66,599336,814.9,-85.9,784.8,-107.4,2.8,-,-,-,-,-,-,Binocular,1898,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,599403,66,599469,737.7,-91.8,842.5,-5.0,7.9,-,-,-,-,-,-,Binocular,1899,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,599702,99,599802,862.9,28.2,808.1,-30.6,16.5,-,-,-,-,-,-,Binocular,1900,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,600002,66,600069,861.2,-58.8,777.8,-150.0,6.0,-,-,-,-,-,-,Binocular,1901,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,600301,67,600369,801.2,-161.8,831.3,-287.7,6.8,-,-,-,-,-,-,Binocular,1902,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,600534,66,600601,830.1,-270.6,837.9,-266.5,0.7,-,-,-,-,-,-,Binocular,1903,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,600767,66,600834,832.6,-208.1,829.0,-179.9,2.2,-,-,-,-,-,-,Binocular,1904,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,601432,66,601499,683.0,46.6,694.4,42.9,1.1,-,-,-,-,-,-,Binocular,1905,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,601765,66,601832,690.9,57.2,684.5,60.7,0.6,-,-,-,-,-,-,Binocular,1906,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,601932,66,601998,668.1,72.6,646.8,155.1,4.6,-,-,-,-,-,-,Binocular,1907,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,602231,133,602364,634.9,154.7,710.8,169.2,19.1,-,-,-,-,-,-,Binocular,1908,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,602564,67,602631,708.8,172.1,657.4,76.2,5.3,-,-,-,-,-,-,Binocular,1909,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,602730,99,602830,670.1,90.2,671.1,58.8,6.5,-,-,-,-,-,-,Binocular,1910,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,604859,101,604961,721.5,107.2,868.7,209.6,40.4,-,-,-,-,-,-,Binocular,1911,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,605159,66,605226,852.9,212.4,706.7,199.0,7.5,-,-,-,-,-,-,Binocular,1912,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,605458,99,605558,682.4,174.8,998.9,232.7,47.0,-,-,-,-,-,-,Binocular,1913,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,605793,98,605891,681.7,254.2,959.0,262.7,44.3,-,-,-,-,-,-,Binocular,1914,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,606091,66,606157,823.2,263.3,848.8,206.4,3.1,-,-,-,-,-,-,Binocular,1915,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,606590,67,606657,837.6,253.7,819.3,330.9,3.7,-,-,-,-,-,-,Binocular,1916,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,606756,99,606856,819.5,317.8,807.1,317.4,3.6,-,-,-,-,-,-,Binocular,1917,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,607022,100,607122,883.0,299.1,701.9,237.9,38.7,-,-,-,-,-,-,Binocular,1918,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,607288,99,607388,650.1,173.9,1052.3,350.9,62.4,-,-,-,-,-,-,Binocular,1919,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,607588,66,607654,933.9,335.9,882.8,335.3,2.8,-,-,-,-,-,-,Binocular,1920,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,607788,100,607888,836.3,330.8,811.7,422.2,14.4,-,-,-,-,-,-,Binocular,1921,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,607922,99,608021,797.2,414.6,776.4,386.9,4.6,-,-,-,-,-,-,Binocular,1922,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,608253,67,608320,773.6,344.4,785.2,254.2,4.3,-,-,-,-,-,-,Binocular,1923,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,609120,98,609219,788.2,237.3,499.8,241.8,41.8,-,-,-,-,-,-,Binocular,1924,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,609452,101,609553,645.7,229.8,343.3,238.9,50.5,-,-,-,-,-,-,Binocular,1925,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,609628,56,609684,399.0,221.1,456.8,215.7,5.2,-,-,-,-,-,-,Binocular,1926,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,609751,67,609819,584.3,200.3,477.0,179.0,6.5,-,-,-,-,-,-,Binocular,1927,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,609853,64,609917,540.1,162.8,571.6,159.2,3.0,-,-,-,-,-,-,Binocular,1928,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,610150,66,610216,702.8,76.2,775.8,85.8,3.9,-,-,-,-,-,-,Binocular,1929,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,610716,66,610782,234.1,675.3,352.8,562.2,11.0,-,-,-,-,-,-,Binocular,1930,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,611081,66,611148,258.5,643.1,310.4,610.0,4.7,-,-,-,-,-,-,Binocular,1931,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,611181,66,611248,372.9,590.7,291.5,599.9,5.4,-,-,-,-,-,-,Binocular,1932,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,611748,66,611814,650.5,274.2,947.9,188.1,19.0,-,-,-,-,-,-,Binocular,1933,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,611847,67,611915,1193.4,119.8,1070.9,137.7,7.8,-,-,-,-,-,-,Binocular,1934,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,611980,100,612081,779.3,204.1,1009.2,140.1,56.2,-,-,-,-,-,-,Binocular,1935,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,612081,65,612146,1058.2,106.2,967.9,119.4,6.9,-,-,-,-,-,-,Binocular,1936,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,612279,99,612379,721.5,178.7,623.8,206.5,16.1,-,-,-,-,-,-,Binocular,1937,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,612812,66,612878,542.5,231.3,458.9,249.5,5.1,-,-,-,-,-,-,Binocular,1938,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,613078,99,613178,472.1,282.1,586.0,245.7,19.4,-,-,-,-,-,-,Binocular,1939,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,613311,66,613377,589.3,286.1,810.9,243.4,9.2,-,-,-,-,-,-,Binocular,1940,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,613511,99,613610,813.5,243.1,773.0,250.1,8.5,-,-,-,-,-,-,Binocular,1941,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,613610,66,613677,757.3,251.8,731.0,246.3,2.0,-,-,-,-,-,-,Binocular,1942,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,613710,67,613777,710.0,236.3,519.8,449.7,13.5,-,-,-,-,-,-,Binocular,1943,
