Trial,Subject,Color,Name,Stimulus,Start Time [ms],End Time [ms],Saccade Start [ms],Saccade Duration [ms],Saccade End [ms],StartPosition X,StartPosition Y,EndPosition X,EndPosition Y,Amplitude [°],Acceleration  Average [°/s²],Acceleration  Peak [°/s²],Deceleration  Peak [°/s²],Velocity  Average [°/s],Velocity  Peak [°/s],Peak Velocity at [%],Eye,Number,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,653665,66,653732,798.9,413.1,895.1,448.8,5.3,-,-,-,-,-,-,Binocular,2080,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,653799,66,653865,888.5,452.1,880.4,452.6,0.6,-,-,-,-,-,-,Binocular,2081,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,653965,99,654065,841.4,450.3,939.1,475.7,5.8,-,-,-,-,-,-,Binocular,2082,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,654264,99,654364,810.1,446.6,900.0,395.6,8.4,-,-,-,-,-,-,Binocular,2083,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,654497,66,654564,856.9,403.6,669.2,457.7,10.7,-,-,-,-,-,-,Binocular,2084,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,654730,99,654830,660.4,453.3,677.1,446.8,1.0,-,-,-,-,-,-,Binocular,2085,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,654930,99,655030,724.1,441.2,1036.9,444.0,15.1,-,-,-,-,-,-,Binocular,2086,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,655229,66,655296,825.6,440.5,571.9,475.4,16.2,-,-,-,-,-,-,Binocular,2087,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,655429,133,655562,649.1,449.1,765.1,431.8,11.4,-,-,-,-,-,-,Binocular,2088,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,655595,66,655662,776.3,430.5,584.5,458.4,9.5,-,-,-,-,-,-,Binocular,2089,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,655862,199,656061,608.1,447.0,641.2,426.6,7.7,-,-,-,-,-,-,Binocular,2090,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,656294,66,656361,656.5,407.8,758.3,415.7,4.8,-,-,-,-,-,-,Binocular,2091,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,656560,66,656627,844.6,423.5,857.7,424.2,0.9,-,-,-,-,-,-,Binocular,2092,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,656826,66,656893,869.9,421.7,860.2,420.8,0.8,-,-,-,-,-,-,Binocular,2093,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,657093,66,657159,774.5,412.1,939.8,419.4,8.7,-,-,-,-,-,-,Binocular,2094,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,657459,66,657525,801.2,411.3,928.2,375.8,6.2,-,-,-,-,-,-,Binocular,2095,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,657692,99,657792,911.8,356.2,568.6,455.3,17.6,-,-,-,-,-,-,Binocular,2096,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,657924,66,657991,636.7,440.6,709.0,443.8,3.6,-,-,-,-,-,-,Binocular,2097,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,658124,166,658291,751.8,447.0,756.7,452.7,2.3,-,-,-,-,-,-,Binocular,2098,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,658523,66,658590,775.2,443.7,654.8,422.3,6.0,-,-,-,-,-,-,Binocular,2099,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,658856,99,658956,659.3,417.9,598.3,420.0,3.0,-,-,-,-,-,-,Binocular,2100,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,659089,99,659189,640.3,415.4,662.7,401.5,1.6,-,-,-,-,-,-,Binocular,2101,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,659455,66,659522,745.7,401.1,826.5,408.4,7.1,-,-,-,-,-,-,Binocular,2102,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,660087,66,660154,761.8,404.8,708.8,412.3,2.6,-,-,-,-,-,-,Binocular,2103,
