Trial,Subject,Color,Stimulus,Start Time [ms],End Time [ms],Fixation Start [ms],Fixation Duration [ms],Fixation End [ms],Position X,Position Y,Average Pupil Size [px] X,Average Pupil Size [px] Y,Average Pupil Diameter [mm],Dispersion X,Dispersion Y,Eye,Number,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,992,232,1224,724.9,318.4,64.1,54.6,2.6,7.0,58.0,Binocular,1,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,1358,99,1457,1637.7,387.2,49.8,56.2,2.9,9.0,2.0,Binocular,2,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,2557,97,2655,1542.0,354.1,52.5,58.0,2.9,4.0,0.0,Binocular,3,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,2722,466,3188,1441.6,391.6,56.0,61.6,2.8,14.0,5.0,Binocular,4,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,3287,99,3387,1679.3,289.7,52.7,58.8,3.0,12.0,5.0,Binocular,5,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,3520,100,3621,1996.2,212.1,47.8,49.8,3.7,5.0,3.0,Binocular,6,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,4119,133,4252,735.0,261.5,62.1,52.9,2.6,0.0,9.0,Binocular,7,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,4352,2429,6782,746.2,228.3,57.6,47.9,2.4,19.0,14.0,Binocular,8,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,6854,98,6953,589.9,368.4,58.7,52.8,2.4,5.0,1.0,Binocular,9,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,7016,197,7214,549.6,399.9,59.9,55.2,2.4,2.0,3.0,Binocular,10,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,7280,1896,9177,552.0,394.3,58.6,53.5,2.3,12.0,9.0,Binocular,11,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,9277,1032,10309,535.5,396.0,59.6,54.3,2.4,9.0,10.0,Binocular,12,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,10408,1458,11866,681.1,525.4,59.5,57.3,2.3,17.0,24.0,Binocular,13,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,11922,1006,12928,669.7,516.2,60.0,58.0,2.3,4.0,4.0,Binocular,14,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,13037,100,13137,709.3,273.5,59.3,49.2,2.4,2.0,17.0,Binocular,15,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,13207,96,13303,336.8,191.2,57.8,48.3,2.4,17.0,18.0,Binocular,16,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,13370,267,13638,657.1,312.6,60.8,51.9,2.5,33.0,139.0,Binocular,17,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,14101,67,14169,967.2,512.4,64.3,64.8,2.7,23.0,20.0,Binocular,18,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,14534,67,14601,313.4,-32.9,64.0,47.3,3.0,60.0,78.0,Binocular,19,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,14802,377,15180,400.4,350.4,67.3,64.7,2.8,302.0,32.0,Binocular,20,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,15665,169,15834,220.9,620.6,74.6,75.9,3.0,125.0,56.0,Binocular,21,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,15899,99,15999,542.5,474.9,79.2,77.5,3.0,39.0,3.0,Binocular,22,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,16065,200,16265,701.4,394.4,76.1,69.4,2.9,193.0,318.0,Binocular,23,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,16332,631,16964,351.8,84.8,74.9,56.9,3.0,305.0,85.0,Binocular,24,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,17365,100,17466,660.0,517.8,76.5,76.8,2.8,32.0,57.0,Binocular,25,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,17570,190,17761,960.4,745.4,74.5,79.2,2.8,253.0,104.0,Binocular,26,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,17861,234,18095,924.8,1161.3,42.0,40.6,2.8,86.0,128.0,Binocular,27,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,18161,132,18294,833.3,1212.7,44.9,42.3,3.0,41.0,23.0,Binocular,28,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,18393,99,18493,905.8,1261.8,47.5,42.3,3.2,9.0,12.0,Binocular,29,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,18560,133,18693,965.4,1303.6,50.5,39.1,3.4,3.0,34.0,Binocular,30,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,18760,99,18859,985.7,1350.8,51.3,36.2,3.5,3.0,8.0,Binocular,31,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,18959,134,19094,855.5,940.3,87.4,68.4,3.0,19.0,45.0,Binocular,32,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,19198,226,19425,934.1,1223.1,46.9,43.3,3.1,19.0,58.0,Binocular,33,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,19525,132,19658,967.2,1286.8,47.1,39.3,3.1,8.0,19.0,Binocular,34,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,19724,66,19791,989.9,1357.0,52.3,38.5,3.6,7.0,1.0,Binocular,35,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,20024,165,20190,970.7,1301.4,57.6,43.2,3.8,18.0,18.0,Binocular,36,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,20256,67,20324,975.7,1337.4,63.0,41.5,3.9,4.0,5.0,Binocular,37,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,20589,66,20656,1014.1,1513.6,63.5,32.3,4.3,2.0,5.0,Binocular,38,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,20823,199,21022,976.3,1478.6,63.3,33.5,4.2,31.0,12.0,Binocular,39,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,21222,99,21321,966.7,1460.5,64.3,35.7,4.4,24.0,25.0,Binocular,40,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,21388,66,21454,983.5,1464.3,67.0,38.0,4.6,2.0,0.0,Binocular,41,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,21720,300,22021,988.0,1295.3,52.0,27.2,2.8,53.0,20.0,Binocular,42,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,22254,166,22420,978.4,1402.7,64.5,40.9,4.4,5.0,7.0,Binocular,43,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,22519,66,22586,1039.2,1258.7,73.8,42.0,4.6,44.0,13.0,Binocular,44,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,22652,66,22719,1002.6,1385.4,64.0,42.0,4.4,0.0,8.0,Binocular,45,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,22785,68,22854,1002.2,1371.1,64.0,43.3,4.4,2.0,1.0,Binocular,46,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,23185,68,23253,1086.3,1254.1,69.5,44.0,4.2,1.0,3.0,Binocular,47,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,23384,199,23584,1030.8,1348.5,64.6,44.3,4.4,8.0,11.0,Binocular,48,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,23784,99,23884,1072.4,1177.0,69.0,51.0,4.3,2.0,5.0,Binocular,49,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,23950,99,24050,1052.6,1265.6,63.5,51.2,4.4,1.0,4.0,Binocular,50,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,24183,66,24250,1061.4,1256.5,64.0,51.3,4.4,6.0,6.0,Binocular,51,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,24316,99,24416,1091.5,1136.4,68.8,51.7,4.6,5.0,4.0,Binocular,52,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,24516,99,24616,1069.9,1230.6,64.2,52.3,4.5,5.0,1.0,Binocular,53,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,24782,66,24849,1060.1,1230.0,64.0,51.8,4.4,0.0,11.0,Binocular,54,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,25081,199,25281,384.2,381.4,94.8,85.3,3.9,63.0,48.0,Binocular,55,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,25414,99,25514,332.3,83.5,78.8,61.2,3.7,29.0,39.0,Binocular,56,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,25813,99,25913,1025.3,139.6,73.5,57.7,3.5,4.0,2.0,Binocular,57,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,25980,104,26084,1014.5,122.3,74.7,59.3,3.6,19.0,22.0,Binocular,58,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,26146,66,26213,965.0,80.0,76.5,59.8,3.6,6.0,3.0,Binocular,59,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,26279,309,26589,620.4,-106.0,78.1,51.9,3.9,30.0,42.0,Binocular,60,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,26681,135,26816,656.0,17.4,80.4,56.5,3.9,42.0,70.0,Binocular,61,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,26879,133,27013,296.5,-150.6,77.4,51.9,3.8,39.0,47.0,Binocular,62,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,27078,266,27344,382.0,-83.8,78.9,52.9,3.7,146.0,120.0,Binocular,63,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,27445,165,27610,342.1,-95.8,79.0,54.1,3.7,146.0,95.0,Binocular,64,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,27676,168,27845,299.2,-79.7,79.0,55.2,3.7,67.0,58.0,Binocular,65,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,27943,68,28011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Binocular,66,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,28147,128,28276,894.0,1201.5,52.9,50.1,3.5,27.0,66.0,Binocular,67,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,28342,66,28408,940.3,1314.1,54.0,42.0,3.4,7.0,18.0,Binocular,68,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,28542,166,28708,939.3,1320.4,55.0,40.1,3.6,12.0,17.0,Binocular,69,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,29041,166,29207,516.5,554.0,92.2,91.6,3.6,11.0,12.0,Binocular,70,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,29307,99,29407,541.4,507.1,81.3,79.5,3.2,8.0,3.0,Binocular,71,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,29473,99,29573,265.9,-52.8,68.8,48.8,3.2,15.0,4.0,Binocular,72,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,29706,99,29806,266.2,-43.2,67.3,48.7,3.1,22.0,2.0,Binocular,73,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,30005,102,30108,579.9,371.2,75.7,68.8,3.0,2.0,2.0,Binocular,74,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,30172,199,30372,594.6,396.6,76.3,70.8,3.1,18.0,14.0,Binocular,75,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,30471,133,30604,593.8,353.1,76.5,68.6,3.1,11.0,14.0,Binocular,76,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,30671,100,30772,588.6,406.2,75.2,71.3,3.0,24.0,8.0,Binocular,77,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,30837,66,30904,670.5,347.0,76.5,68.0,3.1,18.0,13.0,Binocular,78,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,30970,66,31037,557.6,388.3,77.0,71.5,3.1,5.0,14.0,Binocular,79,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,31205,231,31436,655.5,92.2,76.0,60.8,2.9,95.0,33.0,Binocular,80,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,31536,100,31636,634.4,264.6,77.2,65.2,3.1,16.0,3.0,Binocular,81,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,32103,64,32168,197.4,265.2,73.5,67.5,3.1,89.0,14.0,Binocular,82,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,32502,265,32768,551.6,203.4,76.8,63.3,3.1,73.0,135.0,Binocular,83,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,32967,99,33067,246.8,194.5,72.3,66.3,2.9,102.0,8.0,Binocular,84,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,33167,432,33599,413.3,155.5,76.7,63.7,3.0,170.0,20.0,Binocular,85,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,33665,100,33765,512.2,185.9,79.0,64.8,3.2,5.0,6.0,Binocular,86,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,33865,133,33998,569.4,179.2,79.9,64.5,3.2,23.0,2.0,Binocular,87,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,34065,99,34165,615.2,146.8,77.5,61.7,3.0,36.0,25.0,Binocular,88,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,34697,99,34797,796.3,220.4,83.5,71.5,3.6,88.0,24.0,Binocular,89,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,34930,133,35063,1495.0,460.0,75.1,81.0,3.9,176.0,58.0,Binocular,90,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,35196,66,35262,1110.4,377.9,80.8,77.3,4.1,48.0,21.0,Binocular,91,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,35363,98,35462,882.5,641.5,87.8,90.7,3.6,26.0,28.0,Binocular,92,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,35662,133,35796,652.7,622.1,85.6,88.0,3.3,27.0,31.0,Binocular,93,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,35862,166,36028,595.2,488.2,82.8,81.8,3.3,48.0,109.0,Binocular,94,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,36095,198,36294,671.3,218.6,78.6,66.0,3.4,25.0,101.0,Binocular,95,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,36361,199,36560,693.1,205.7,75.1,63.8,3.2,81.0,28.0,Binocular,96,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,36694,132,36826,629.6,359.6,79.6,72.4,3.3,4.0,54.0,Binocular,97,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,36993,166,37159,685.5,-44.0,77.3,54.9,3.9,66.0,76.0,Binocular,98,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,37226,133,37359,713.9,-38.4,78.0,55.5,4.0,9.0,55.0,Binocular,99,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,37625,500,38125,691.7,195.9,80.8,64.3,3.5,29.0,89.0,Binocular,100,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,38190,199,38390,662.2,179.6,81.4,65.5,3.5,25.0,29.0,Binocular,101,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,38490,167,38657,734.2,137.9,79.1,62.0,3.4,18.0,9.0,Binocular,102,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,38757,99,38856,762.3,184.3,78.7,62.3,3.4,3.0,6.0,Binocular,103,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,38923,67,38990,740.4,185.6,75.8,61.0,3.3,3.0,0.0,Binocular,104,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,39124,165,39289,1028.0,116.0,73.0,58.7,3.6,19.0,14.0,Binocular,105,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,39422,232,39655,850.5,213.2,73.4,59.6,3.3,13.0,15.0,Binocular,106,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,39721,66,39788,852.0,226.2,73.5,60.0,3.3,3.0,4.0,Binocular,107,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,39855,100,39955,833.6,243.7,74.5,61.0,3.3,11.0,6.0,Binocular,108,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,40021,70,40092,812.0,282.2,74.3,62.0,3.3,2.0,14.0,Binocular,109,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,40154,365,40520,755.4,296.4,73.6,61.9,3.2,31.0,20.0,Binocular,110,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,40589,63,40653,766.9,312.8,74.5,62.5,3.3,0.0,2.0,Binocular,111,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,40719,266,40985,747.3,313.5,72.9,61.5,3.2,17.0,8.0,Binocular,112,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,41052,66,41119,731.7,315.6,72.3,60.5,3.1,8.0,0.0,Binocular,113,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,41185,67,41253,715.1,306.1,71.8,59.0,3.1,4.0,7.0,Binocular,114,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,41351,700,42052,678.4,240.2,70.9,57.3,3.1,12.0,48.0,Binocular,115,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,42154,428,42583,656.0,202.0,70.3,56.2,3.0,13.0,8.0,Binocular,116,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,42682,365,43048,702.2,168.5,68.5,52.8,3.0,32.0,20.0,Binocular,117,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,43115,1033,44149,731.9,167.0,66.8,52.6,3.0,11.0,19.0,Binocular,118,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,44246,66,44313,721.5,143.0,66.3,51.3,2.9,6.0,3.0,Binocular,119,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,44379,332,44712,695.6,156.2,66.5,51.5,2.9,6.0,32.0,Binocular,120,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,44779,399,45178,710.7,172.7,66.3,52.0,3.0,9.0,9.0,Binocular,121,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,45278,200,45478,680.0,129.8,66.3,51.4,3.0,27.0,28.0,Binocular,122,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,45544,99,45644,639.8,121.7,66.3,51.5,3.0,16.0,8.0,Binocular,123,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,45745,131,45877,611.6,134.6,66.3,51.4,2.9,3.0,4.0,Binocular,124,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,46010,332,46342,754.5,60.2,66.3,49.8,3.1,20.0,56.0,Binocular,125,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,46409,699,47109,721.6,68.0,64.1,47.5,2.9,28.0,19.0,Binocular,126,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,47208,565,47773,725.3,64.2,64.6,48.3,3.0,4.0,11.0,Binocular,127,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,47873,266,48139,702.2,-108.4,63.9,43.4,3.3,13.0,9.0,Binocular,128,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,48206,199,48405,676.7,-58.8,63.6,43.9,3.2,8.0,7.0,Binocular,129,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,48472,499,48971,680.3,12.7,63.9,45.4,3.0,11.0,15.0,Binocular,130,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,49037,99,49137,698.8,6.6,62.8,45.2,3.0,4.0,3.0,Binocular,131,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,49204,232,49437,689.6,-1.4,63.4,44.9,3.0,3.0,5.0,Binocular,132,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,49503,67,49571,689.2,-7.6,63.8,45.5,3.1,0.0,2.0,Binocular,133,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,49736,366,50102,684.9,-8.1,64.5,46.0,3.0,8.0,11.0,Binocular,134,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,50169,299,50469,671.2,-1.2,65.9,46.9,3.1,12.0,7.0,Binocular,135,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,50835,99,50934,731.3,-63.5,68.3,47.3,3.4,4.0,20.0,Binocular,136,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,51134,432,51567,741.8,133.0,67.8,53.4,3.0,20.0,107.0,Binocular,137,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,51633,166,51799,663.2,29.1,67.4,49.7,3.0,9.0,10.0,Binocular,138,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,51899,238,52138,683.2,-101.4,69.1,46.1,3.1,57.0,164.0,Binocular,139,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,52199,132,52331,839.1,-2.2,67.1,50.0,3.1,90.0,9.0,Binocular,140,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,52864,67,52931,640.2,47.2,68.8,49.8,2.7,38.0,74.0,Binocular,141,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,52997,166,53163,562.1,110.6,70.1,54.5,2.6,47.0,13.0,Binocular,142,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,53230,100,53330,418.6,144.2,69.8,57.0,2.6,7.0,1.0,Binocular,143,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,53729,166,53895,824.6,226.1,76.2,64.2,3.1,19.0,50.0,Binocular,144,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,53995,201,54196,870.4,145.1,71.6,58.8,3.0,5.0,5.0,Binocular,145,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,54261,99,54361,858.7,136.4,70.2,57.2,3.0,4.0,6.0,Binocular,146,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,54428,399,54827,852.9,119.0,68.8,54.8,2.9,6.0,5.0,Binocular,147,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,54927,399,55326,769.8,229.4,68.0,57.6,2.8,11.0,22.0,Binocular,148,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,55393,532,55925,777.2,191.9,69.2,56.8,2.8,7.0,16.0,Binocular,149,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,55991,1064,57056,908.1,240.0,68.0,59.5,2.8,5.0,11.0,Binocular,150,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,57126,263,57389,891.6,101.8,69.0,54.3,3.0,4.0,6.0,Binocular,151,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,57457,199,57656,929.1,27.9,66.7,51.2,3.0,1.0,2.0,Binocular,152,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,57757,365,58122,964.6,37.8,65.2,50.6,3.0,3.0,5.0,Binocular,153,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,58222,135,58357,1026.9,145.6,63.8,53.6,2.8,1.0,3.0,Binocular,154,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,58422,407,58830,1036.4,131.7,63.6,53.3,2.9,19.0,81.0,Binocular,155,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,58887,465,59352,885.6,97.1,65.7,51.8,2.8,15.0,9.0,Binocular,156,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,59452,134,59587,950.2,128.5,65.4,53.6,2.8,4.0,15.0,Binocular,157,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,59651,66,59718,956.9,161.6,66.3,55.3,2.8,2.0,7.0,Binocular,158,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,59786,264,60051,1013.6,225.4,65.8,58.4,2.9,5.0,10.0,Binocular,159,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,60151,99,60250,885.0,177.2,66.5,54.3,2.8,3.0,10.0,Binocular,160,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,60317,166,60483,893.0,149.5,65.6,53.5,2.8,4.0,4.0,Binocular,161,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,60550,99,60650,952.7,159.0,65.2,53.8,2.8,0.0,0.0,Binocular,162,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,60749,101,60851,951.8,135.0,66.0,53.5,2.8,2.0,3.0,Binocular,163,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,60949,166,61115,881.4,144.5,66.3,53.0,2.8,3.0,2.0,Binocular,164,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,61182,199,61382,924.3,146.8,65.3,53.8,2.8,2.0,7.0,Binocular,165,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,61448,199,61648,947.3,157.0,65.1,54.1,2.8,5.0,2.0,Binocular,166,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,61715,431,62147,856.2,134.1,65.4,52.5,2.8,3.0,7.0,Binocular,167,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,62247,166,62413,857.7,166.5,65.9,53.3,2.7,3.0,10.0,Binocular,168,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,62480,199,62679,873.2,193.9,66.4,55.2,2.8,15.0,8.0,Binocular,169,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,62779,365,63145,978.8,209.0,62.6,54.6,2.7,10.0,18.0,Binocular,170,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,63212,432,63644,810.5,184.9,63.2,51.8,2.6,15.0,22.0,Binocular,171,
Trial001,roland3,CornflowerBlue,roland3-1-recording.avi,0,2689599,63711,232,63944,834.8,197.9,65.3,53.9,2.7,12.0,57.0,Binocular,172,
