Trial,Subject,Color,Stimulus,Start Time [ms],End Time [ms],Saccade Start [ms],Saccade Duration [ms],Saccade End [ms],StartPosition X,StartPosition Y,EndPosition X,EndPosition Y,Amplitude [°],Acceleration  Average [°/s²],Acceleration  Peak [°/s²],Deceleration  Peak [°/s²],Velocity  Average [°/s],Velocity  Peak [°/s],Peak Velocity at [%],Eye,Number,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,5390,138,5528,0.0,0.0,588.1,-64.9,36.0,-,-,-,-,-,-,Binocular,38,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,5554,100,5654,600.4,-81.4,592.8,-75.2,167.2,-,-,-,-,-,-,Binocular,39,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,5853,66,5920,619.6,-87.5,594.1,-61.9,2.7,-,-,-,-,-,-,Binocular,40,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,5986,68,6055,602.1,-58.8,632.7,-80.6,2.8,-,-,-,-,-,-,Binocular,41,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,6153,66,6219,601.8,-53.9,631.0,-78.4,2.5,-,-,-,-,-,-,Binocular,42,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,6319,66,6385,611.0,-54.0,623.2,-61.9,1.0,-,-,-,-,-,-,Binocular,43,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,6486,67,6553,618.4,-58.1,631.8,-64.4,0.9,-,-,-,-,-,-,Binocular,44,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,6618,100,6719,627.5,-57.9,641.4,-68.4,181.8,-,-,-,-,-,-,Binocular,45,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,6851,67,6918,644.4,-71.3,630.8,-68.2,1.0,-,-,-,-,-,-,Binocular,46,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,7018,66,7084,621.7,-69.7,630.3,-76.5,0.6,-,-,-,-,-,-,Binocular,47,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,7184,66,7250,623.7,-73.9,653.0,-91.7,1.8,-,-,-,-,-,-,Binocular,48,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,7318,65,7384,632.4,-89.6,654.7,-121.4,2.3,-,-,-,-,-,-,Binocular,49,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,7450,99,7550,626.1,-90.7,673.1,627.8,101.8,-,-,-,-,-,-,Binocular,50,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,7583,66,7650,644.1,-91.2,681.4,461.6,26.5,-,-,-,-,-,-,Binocular,51,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,7719,97,7816,776.2,-9.3,833.5,205.3,41.8,-,-,-,-,-,-,Binocular,52,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,7883,67,7950,839.4,223.0,810.2,149.9,5.8,-,-,-,-,-,-,Binocular,53,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,8216,66,8282,836.4,82.8,775.9,89.8,3.1,-,-,-,-,-,-,Binocular,54,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,8485,130,8615,777.3,77.3,784.2,67.9,5.6,-,-,-,-,-,-,Binocular,55,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,9347,68,9415,772.6,48.2,779.3,48.6,0.5,-,-,-,-,-,-,Binocular,56,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,9415,67,9483,773.7,48.0,756.9,44.1,1.1,-,-,-,-,-,-,Binocular,57,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,9713,69,9782,778.9,39.6,754.9,30.7,1.4,-,-,-,-,-,-,Binocular,58,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,9886,59,9945,749.2,23.1,766.5,31.2,1.0,-,-,-,-,-,-,Binocular,59,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,10012,66,10078,770.9,31.6,781.7,37.9,0.6,-,-,-,-,-,-,Binocular,60,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,10178,67,10246,779.5,39.2,773.1,37.1,0.3,-,-,-,-,-,-,Binocular,61,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,10246,65,10311,773.1,37.8,753.9,33.2,0.9,-,-,-,-,-,-,Binocular,62,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,10347,64,10411,746.3,21.4,776.0,36.3,1.7,-,-,-,-,-,-,Binocular,63,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,10511,102,10613,773.5,30.0,741.7,7.2,8.5,-,-,-,-,-,-,Binocular,64,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,10711,99,10810,741.1,15.2,735.3,10.8,3.2,-,-,-,-,-,-,Binocular,65,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,11010,68,11079,720.9,14.7,735.1,17.5,0.9,-,-,-,-,-,-,Binocular,66,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,11178,65,11243,693.1,47.9,431.2,151.4,16.0,-,-,-,-,-,-,Binocular,67,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,11775,66,11842,153.5,162.3,148.4,150.1,0.9,-,-,-,-,-,-,Binocular,68,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,12009,99,12108,145.3,152.8,133.8,144.2,2.7,-,-,-,-,-,-,Binocular,69,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,12374,66,12441,128.9,147.3,116.8,126.0,1.6,-,-,-,-,-,-,Binocular,70,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,12674,100,12774,120.3,130.5,126.5,143.2,6.8,-,-,-,-,-,-,Binocular,71,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,12873,66,12940,123.2,140.1,116.9,130.1,0.6,-,-,-,-,-,-,Binocular,72,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,13040,67,13107,128.2,142.2,120.9,130.9,0.8,-,-,-,-,-,-,Binocular,73,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,13739,71,13810,95.9,112.2,101.7,124.8,1.0,-,-,-,-,-,-,Binocular,74,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,13875,63,13938,104.3,119.0,107.7,129.0,0.8,-,-,-,-,-,-,Binocular,75,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,14271,99,14371,123.1,148.9,117.5,133.5,2.4,-,-,-,-,-,-,Binocular,76,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,14971,98,15070,116.8,126.2,108.7,109.6,1.3,-,-,-,-,-,-,Binocular,77,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,15369,68,15437,123.5,117.5,121.6,110.9,0.4,-,-,-,-,-,-,Binocular,78,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,15437,65,15503,126.8,113.3,90.1,132.8,2.2,-,-,-,-,-,-,Binocular,79,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,15569,66,15635,93.7,115.2,85.8,96.5,1.0,-,-,-,-,-,-,Binocular,80,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,16601,65,16666,568.9,325.6,589.5,338.5,1.3,-,-,-,-,-,-,Binocular,81,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,17168,130,17299,588.6,326.9,760.3,117.2,49.4,-,-,-,-,-,-,Binocular,82,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,17399,66,17465,799.9,61.6,887.0,98.8,7.1,-,-,-,-,-,-,Binocular,83,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,17498,66,17565,886.9,91.0,684.6,230.9,11.8,-,-,-,-,-,-,Binocular,84,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,17633,64,17698,568.4,359.3,587.5,281.5,5.1,-,-,-,-,-,-,Binocular,85,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,17765,98,17864,587.7,266.4,566.0,314.4,8.0,-,-,-,-,-,-,Binocular,86,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,18496,66,18563,573.7,302.3,588.3,298.6,0.8,-,-,-,-,-,-,Binocular,87,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,19495,66,19561,593.4,282.9,578.7,283.9,0.8,-,-,-,-,-,-,Binocular,88,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,22092,65,22158,1234.1,637.8,1365.7,753.0,13.8,-,-,-,-,-,-,Binocular,89,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,22391,67,22458,1089.6,527.9,888.2,518.6,10.0,-,-,-,-,-,-,Binocular,90,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,22623,66,22689,990.3,558.9,821.6,516.0,9.6,-,-,-,-,-,-,Binocular,91,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,22798,40,22838,833.8,481.4,853.3,471.3,7.7,-,-,-,-,-,-,Binocular,92,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,22905,51,22956,900.8,444.1,928.4,435.9,2.6,-,-,-,-,-,-,Binocular,93,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,23125,96,23222,1016.0,425.9,1046.8,437.7,7.7,-,-,-,-,-,-,Binocular,94,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,23986,67,24054,979.9,465.0,1012.3,566.7,6.7,-,-,-,-,-,-,Binocular,95,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,24253,66,24319,839.8,653.4,820.6,711.4,5.1,-,-,-,-,-,-,Binocular,96,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,24618,99,24718,782.9,689.4,837.3,697.8,11.8,-,-,-,-,-,-,Binocular,97,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,24885,66,24951,814.4,659.5,814.8,646.6,1.1,-,-,-,-,-,-,Binocular,98,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,25051,133,25184,838.7,619.5,456.6,749.6,57.0,-,-,-,-,-,-,Binocular,99,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,25284,67,25352,245.7,835.5,307.7,780.9,5.6,-,-,-,-,-,-,Binocular,100,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,25616,67,25684,476.8,660.4,482.6,643.3,0.9,-,-,-,-,-,-,Binocular,101,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,25750,66,25816,485.8,651.7,506.5,642.9,1.2,-,-,-,-,-,-,Binocular,102,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,26016,66,26082,455.2,645.3,414.3,659.2,3.2,-,-,-,-,-,-,Binocular,103,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,26082,100,26183,372.2,669.0,982.6,553.0,69.4,-,-,-,-,-,-,Binocular,104,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,26615,99,26714,820.9,476.3,833.6,530.9,17.0,-,-,-,-,-,-,Binocular,105,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,27381,65,27447,755.2,487.7,716.4,502.2,2.2,-,-,-,-,-,-,Binocular,106,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,27546,66,27613,719.4,517.6,727.0,520.0,0.6,-,-,-,-,-,-,Binocular,107,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,27712,67,27780,745.6,513.2,753.7,514.2,0.7,-,-,-,-,-,-,Binocular,108,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,27846,66,27912,769.5,524.9,686.4,623.5,6.4,-,-,-,-,-,-,Binocular,109,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,28112,133,28245,604.6,728.1,587.0,711.6,48.0,-,-,-,-,-,-,Binocular,110,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,28411,66,28478,614.7,682.6,614.4,693.0,0.7,-,-,-,-,-,-,Binocular,111,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,28615,95,28711,625.5,588.9,650.1,379.9,40.9,-,-,-,-,-,-,Binocular,112,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,29045,99,29145,620.4,508.3,384.5,242.0,49.5,-,-,-,-,-,-,Binocular,113,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,29277,66,29343,464.5,261.8,329.2,210.2,8.0,-,-,-,-,-,-,Binocular,114,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,29676,66,29742,452.9,211.6,462.4,223.4,1.1,-,-,-,-,-,-,Binocular,115,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,29809,67,29877,468.4,232.8,415.7,222.7,2.4,-,-,-,-,-,-,Binocular,116,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,30408,99,30507,372.9,977.6,476.3,829.6,27.2,-,-,-,-,-,-,Binocular,117,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,30807,99,30907,548.4,759.8,644.5,879.2,22.2,-,-,-,-,-,-,Binocular,118,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,31372,66,31439,640.4,861.2,640.7,854.5,0.6,-,-,-,-,-,-,Binocular,119,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,31639,66,31705,629.2,852.9,626.7,861.1,0.5,-,-,-,-,-,-,Binocular,120,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,33237,65,33302,482.9,287.1,517.2,294.9,3.2,-,-,-,-,-,-,Binocular,121,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,33402,66,33468,573.4,299.1,421.5,273.0,8.8,-,-,-,-,-,-,Binocular,122,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,34069,99,34168,856.8,626.2,688.3,607.2,39.2,-,-,-,-,-,-,Binocular,123,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,34433,67,34501,747.8,545.9,585.8,583.9,7.8,-,-,-,-,-,-,Binocular,124,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,34700,66,34766,506.9,594.0,522.1,535.2,4.2,-,-,-,-,-,-,Binocular,125,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,35565,66,35632,640.6,354.9,621.5,400.8,3.0,-,-,-,-,-,-,Binocular,126,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,36064,67,36132,750.4,524.3,977.1,650.9,21.1,-,-,-,-,-,-,Binocular,127,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,36263,99,36363,958.0,672.9,874.6,573.8,17.8,-,-,-,-,-,-,Binocular,128,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,36529,67,36597,857.2,594.6,868.6,582.9,1.0,-,-,-,-,-,-,Binocular,129,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,37328,100,37429,758.4,555.5,600.2,373.0,70.1,-,-,-,-,-,-,Binocular,130,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,37629,64,37694,568.4,317.1,443.8,249.6,10.3,-,-,-,-,-,-,Binocular,131,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,38160,67,38228,629.4,289.3,630.0,281.0,0.6,-,-,-,-,-,-,Binocular,132,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,38459,133,38592,606.8,204.8,660.6,819.9,96.5,-,-,-,-,-,-,Binocular,133,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,38992,100,39092,614.1,607.6,767.2,302.1,58.0,-,-,-,-,-,-,Binocular,134,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,39424,66,39491,749.0,267.5,674.5,280.6,3.7,-,-,-,-,-,-,Binocular,135,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,39690,66,39757,681.5,283.5,687.5,291.6,0.7,-,-,-,-,-,-,Binocular,136,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,39857,67,39924,696.1,290.4,668.4,308.1,1.6,-,-,-,-,-,-,Binocular,137,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,40456,66,40522,670.4,415.7,668.6,406.9,0.6,-,-,-,-,-,-,Binocular,138,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,41088,67,41155,701.2,367.0,707.0,371.4,0.5,-,-,-,-,-,-,Binocular,139,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,41189,65,41254,708.3,391.0,603.5,605.0,11.7,-,-,-,-,-,-,Binocular,140,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,41953,67,42020,632.1,709.5,672.8,700.2,2.3,-,-,-,-,-,-,Binocular,141,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,42120,66,42186,672.2,816.5,669.3,633.8,10.9,-,-,-,-,-,-,Binocular,142,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,42319,100,42419,665.3,645.6,689.9,860.1,28.8,-,-,-,-,-,-,Binocular,143,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,42518,66,42585,669.0,800.8,614.1,658.5,10.3,-,-,-,-,-,-,Binocular,144,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,43650,66,43716,295.3,437.4,159.3,380.8,9.2,-,-,-,-,-,-,Binocular,145,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,44917,63,44981,837.4,-144.3,805.8,-108.2,3.3,-,-,-,-,-,-,Binocular,146,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,45846,66,45912,402.2,178.6,283.9,235.6,6.2,-,-,-,-,-,-,Binocular,147,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,46179,66,46245,314.6,219.8,316.4,244.3,1.5,-,-,-,-,-,-,Binocular,148,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,46711,66,46777,340.9,264.8,343.3,276.5,0.8,-,-,-,-,-,-,Binocular,149,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,46944,67,47012,351.8,326.1,461.1,301.5,5.3,-,-,-,-,-,-,Binocular,150,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,47145,64,47210,461.5,322.6,426.2,313.1,1.9,-,-,-,-,-,-,Binocular,151,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,47444,65,47510,451.9,299.7,462.8,315.7,1.1,-,-,-,-,-,-,Binocular,152,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,47510,66,47576,465.6,317.5,481.7,310.7,1.0,-,-,-,-,-,-,Binocular,153,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,47776,67,47843,463.5,329.6,457.0,348.0,1.2,-,-,-,-,-,-,Binocular,154,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,47843,65,47909,469.8,334.8,589.1,200.7,9.2,-,-,-,-,-,-,Binocular,155,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,48009,100,48109,611.6,171.9,869.2,172.7,38.6,-,-,-,-,-,-,Binocular,156,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,48245,96,48341,850.9,168.1,923.0,133.9,16.2,-,-,-,-,-,-,Binocular,157,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,48341,66,48408,924.8,131.7,1158.6,189.1,11.2,-,-,-,-,-,-,Binocular,158,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,48408,66,48474,1201.1,233.6,882.5,132.3,18.4,-,-,-,-,-,-,Binocular,159,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,48507,66,48574,666.3,182.5,373.6,213.4,23.6,-,-,-,-,-,-,Binocular,160,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,48873,66,48940,327.5,167.7,486.8,132.4,8.3,-,-,-,-,-,-,Binocular,161,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,49439,67,49506,590.0,77.3,571.8,73.8,1.3,-,-,-,-,-,-,Binocular,162,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,49506,66,49572,569.8,78.0,709.1,113.2,6.8,-,-,-,-,-,-,Binocular,163,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,49905,67,49972,785.8,146.9,893.1,184.9,7.2,-,-,-,-,-,-,Binocular,164,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,50104,67,50172,882.8,174.4,873.5,165.6,0.8,-,-,-,-,-,-,Binocular,165,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,50238,65,50304,790.4,172.6,708.3,186.6,7.3,-,-,-,-,-,-,Binocular,166,
Trial001,pierre2,Coral,pierre2-1-recording.avi,0,2689599,50470,66,50537,623.1,218.6,330.5,369.7,20.4,-,-,-,-,-,-,Binocular,167,
