Frame.Number,Timestamp.ms,Max.Intensity,Min.Intensity
371,37100,255,8
372,37200,255,7
373,37300,255,4
374,37400,255,10
375,37500,255,9
376,37600,255,14
377,37700,255,14
378,37800,255,6
379,37900,255,6
380,38000,255,9
381,38100,255,10
382,38200,255,11
383,38300,255,12
384,38400,255,26
385,38500,255,25
386,38600,255,9
387,38700,255,12
388,38800,255,5
389,38900,255,10
390,39000,255,8
391,39100,255,5
392,39200,255,8
393,39300,255,11
394,39400,255,11
395,39500,255,10
396,39600,255,9
397,39700,255,10
398,39800,255,15
399,39900,255,16
400,40000,255,11
401,40100,255,12
402,40200,255,8
403,40300,255,11
404,40400,255,11
405,40500,255,11
406,40600,255,9
407,40700,255,8
408,40800,255,14
409,40900,255,11
410,41000,255,10
411,41100,255,9
412,41200,255,11
413,41300,255,18
414,41400,255,11
415,41500,255,12
416,41600,255,9
417,41700,255,7
418,41800,255,11
419,41900,255,9
420,42000,255,3
421,42100,255,6
422,42200,255,4
423,42300,255,3
424,42400,255,9
425,42500,255,5
426,42600,255,4
427,42700,255,11
428,42800,255,15
429,42900,255,9
430,43000,255,16
431,43100,255,23
432,43200,255,13
433,43300,255,24
434,43400,255,21
435,43500,255,22
436,43600,255,15
437,43700,255,32
438,43800,255,22
439,43900,255,17
440,44000,255,4
441,44100,255,9
442,44200,255,10
443,44300,255,7
444,44400,255,9
445,44500,255,11
446,44600,255,16
447,44700,255,16
448,44800,255,15
449,44900,255,17
450,45000,255,5
451,45100,255,8
452,45200,255,14
453,45300,255,14
454,45400,255,12
455,45500,255,8
456,45600,255,9
457,45700,255,10
458,45800,255,10
459,45900,255,5
460,46000,255,9
461,46100,255,4
462,46200,255,6
463,46300,255,5
464,46400,255,12
465,46500,255,6
466,46600,255,9
467,46700,255,4
468,46800,255,8
469,46900,255,7
470,47000,255,5
471,47100,255,5
472,47200,255,6
473,47300,255,4
474,47400,255,17
475,47500,255,18
476,47600,255,12
477,47700,255,16
478,47800,255,5
479,47900,255,15
480,48000,255,28
481,48100,255,31
482,48200,255,30
483,48300,255,28
484,48400,255,23
485,48500,255,22
486,48600,238,21
487,48700,241,24
488,48800,255,15
489,48900,255,11
490,49000,255,10
491,49100,255,9
492,49200,255,14
493,49300,255,12
494,49400,255,5
495,49500,255,9
496,49600,255,9
497,49700,255,15
498,49800,255,12
499,49900,255,6
500,50000,255,16
501,50100,255,14
502,50200,255,10
503,50300,255,7
504,50400,255,7
505,50500,255,2
506,50600,255,4
507,50700,255,6
508,50800,255,10
509,50900,255,11
510,51000,255,11
511,51100,255,8
512,51200,255,4
513,51300,255,3
514,51400,255,2
515,51500,255,12
516,51600,255,12
517,51700,255,7
518,51800,255,6
519,51900,255,14
520,52000,255,10
521,52100,255,6
522,52200,255,4
523,52300,255,1
524,52400,255,1
525,52500,255,6
526,52600,255,7
527,52700,255,6
528,52800,255,8
529,52900,255,0
530,53000,255,5
531,53100,255,3
532,53200,255,5
533,53300,255,4
534,53400,255,3
535,53500,255,2
536,53600,255,7
537,53700,255,2
538,53800,255,9
539,53900,255,9
540,54000,255,5
541,54100,255,8
542,54200,255,0
543,54300,255,3
544,54400,255,5
545,54500,255,6
546,54600,255,3
547,54700,255,10
548,54800,255,5
549,54900,255,3
550,55000,255,5
551,55100,255,6
552,55200,255,10
553,55300,255,9
554,55400,255,12
555,55500,255,6
556,55600,255,8
557,55700,255,4
558,55800,255,4
559,55900,255,7
560,56000,255,14
561,56100,255,11
562,56200,255,11
563,56300,255,7
564,56400,255,8
565,56500,255,6
566,56600,255,9
567,56700,255,9
568,56800,255,6
569,56900,255,4
570,57000,255,6
571,57100,255,4
572,57200,255,3
573,57300,255,3
574,57400,255,7
575,57500,255,5
576,57600,255,1
577,57700,255,2
578,57800,255,4
579,57900,255,2
580,58000,255,3
581,58100,255,4
582,58200,255,2
583,58300,255,4
584,58400,255,4
585,58500,255,4
586,58600,255,4
587,58700,255,3
588,58800,255,4
589,58900,255,2
590,59000,255,2
591,59100,255,2
592,59200,255,2
593,59300,255,4
594,59400,255,1
595,59500,255,2
596,59600,255,1
597,59700,255,1
598,59800,255,1
599,59900,255,8
600,60000,255,4
601,60100,255,5
602,60200,255,5
603,60300,255,6
604,60400,255,12
605,60500,255,10
606,60600,255,5
607,60700,255,3
608,60800,255,6
609,60900,255,7
610,61000,255,4
611,61100,255,0
612,61200,255,5
613,61300,255,8
614,61400,255,4
615,61500,255,4
616,61600,255,5
617,61700,255,1
618,61800,255,7
619,61900,255,4
620,62000,255,4
621,62100,255,0
622,62200,255,1
623,62300,255,1
624,62400,255,1
625,62500,255,3
626,62600,255,1
627,62700,255,25
628,62800,255,26
629,62900,255,23
630,63000,254,44
631,63100,228,23
632,63200,217,35
633,63300,222,24
634,63400,222,23
635,63500,226,15
636,63600,227,11
637,63700,220,15
638,63800,223,35
639,63900,223,33
640,64000,255,26
641,64100,255,26
642,64200,255,10
643,64300,255,14
644,64400,255,12
645,64500,255,8
646,64600,255,4
647,64700,255,0
648,64800,255,0
649,64900,255,0
650,65000,255,2
651,65100,255,16
652,65200,255,15
653,65300,255,16
654,65400,245,22
655,65500,221,11
656,65600,226,14
657,65700,221,3
658,65800,221,4
659,65900,221,6
660,66000,226,0
661,66100,220,7
662,66200,224,8
663,66300,224,0
664,66400,224,3
665,66500,224,2
666,66600,223,0
667,66700,222,0
668,66800,222,0
669,66900,227,1
670,67000,222,18
671,67100,215,30
672,67200,255,28
673,67300,255,24
674,67400,255,16
675,67500,255,3
676,67600,255,5
677,67700,255,10
678,67800,255,9
679,67900,255,2
680,68000,255,7
681,68100,255,10
682,68200,255,9
683,68300,255,8
684,68400,255,9
685,68500,255,12
686,68600,255,4
687,68700,255,15
688,68800,255,11
689,68900,255,5
690,69000,255,9
691,69100,255,9
692,69200,255,7
693,69300,255,7
694,69400,255,4
695,69500,255,6
696,69600,255,13
697,69700,255,12
698,69800,255,20
699,69900,255,19
700,70000,222,11
701,70100,218,8
702,70200,217,1
703,70300,217,0
704,70400,222,1
705,70500,221,0
706,70600,221,0
707,70700,221,0
708,70800,222,0
709,70900,224,0
710,71000,220,1
711,71100,220,0
712,71200,220,0
713,71300,221,0
714,71400,228,1
715,71500,223,3
716,71600,222,1
717,71700,220,0
718,71800,220,0
719,71900,219,2
720,72000,228,2
721,72100,228,0
722,72200,228,0
723,72300,228,19
724,72400,255,33
725,72500,255,15
726,72600,255,18
727,72700,255,17
728,72800,255,8
729,72900,255,14
730,73000,255,12
731,73100,255,11
732,73200,255,16
733,73300,255,14
734,73400,255,9
735,73500,255,7
736,73600,255,23
737,73700,255,12
738,73800,255,11
739,73900,255,8
740,74000,255,10
741,74100,255,12
742,74200,255,17
743,74300,255,9
744,74400,255,9
745,74500,255,10
746,74600,255,9
747,74700,255,2
748,74800,255,1
749,74900,255,1
750,75000,255,7
751,75100,255,9
752,75200,255,21
753,75300,255,9
754,75400,255,9
755,75500,255,14
756,75600,255,8
757,75700,255,2
758,75800,255,8
759,75900,255,4
760,76000,255,24
761,76100,255,28
762,76200,255,8
763,76300,255,8
764,76400,255,14
765,76500,255,11
766,76600,255,15
767,76700,255,8
768,76800,255,9
769,76900,255,4
770,77000,255,9
771,77100,255,8
772,77200,255,6
773,77300,255,0
774,77400,255,10
775,77500,255,4
776,77600,255,11
777,77700,255,15
778,77800,255,14
779,77900,255,16
780,78000,255,11
781,78100,255,8
782,78200,255,0
783,78300,255,7
784,78400,255,19
785,78500,255,10
786,78600,255,15
787,78700,255,15
788,78800,255,30
789,78900,255,15
790,79000,255,7
791,79100,255,7
792,79200,255,4
793,79300,255,3
794,79400,255,3
795,79500,255,3
796,79600,255,3
797,79700,255,9
798,79800,255,5
799,79900,255,5
800,80000,255,5
801,80100,255,19
802,80200,255,17
803,80300,255,9
804,80400,255,0
805,80500,255,10
806,80600,255,13
807,80700,255,6
808,80800,255,6
809,80900,255,2
810,81000,255,1
811,81100,255,1
812,81200,255,1
813,81300,255,7
814,81400,255,8
815,81500,255,6
816,81600,255,1
817,81700,255,6
818,81800,255,4
819,81900,255,8
820,82000,255,12
821,82100,255,15
822,82200,255,6
823,82300,255,6
824,82400,255,9
825,82500,255,5
826,82600,255,3
827,82700,255,10
828,82800,255,10
829,82900,255,5
830,83000,255,8
831,83100,255,4
832,83200,255,1
833,83300,255,16
834,83400,255,16
835,83500,255,11
836,83600,255,8
837,83700,255,19
838,83800,255,11
839,83900,255,9
840,84000,255,10
841,84100,255,4
842,84200,255,4
843,84300,255,9
844,84400,255,17
845,84500,255,18
846,84600,255,12
847,84700,255,10
848,84800,255,6
849,84900,255,1
850,85000,255,9
851,85100,255,9
852,85200,255,16
853,85300,255,16
854,85400,255,9
855,85500,255,7
856,85600,255,11
857,85700,255,9
858,85800,255,15
859,85900,255,29
860,86000,255,11
861,86100,255,7
862,86200,255,21
863,86300,255,25
864,86400,255,17
865,86500,255,4
866,86600,255,12
867,86700,255,4
868,86800,255,10
869,86900,255,11
870,87000,255,16
871,87100,255,19
872,87200,255,14
873,87300,255,16
874,87400,255,12
875,87500,255,5
876,87600,255,7
877,87700,255,10
878,87800,255,4
879,87900,255,4
880,88000,255,2
881,88100,255,0
882,88200,255,3
883,88300,255,6
884,88400,255,14
885,88500,255,11
886,88600,255,14
887,88700,255,9
888,88800,255,13
889,88900,255,7
890,89000,255,8
891,89100,255,5
892,89200,255,18
893,89300,255,17
894,89400,255,8
895,89500,255,21
896,89600,255,14
897,89700,255,14
898,89800,255,8
899,89900,255,9
900,90000,255,6
901,90100,255,19
902,90200,255,12
903,90300,255,18
904,90400,255,8
905,90500,255,12
906,90600,255,8
907,90700,255,3
908,90800,255,4
909,90900,255,2
910,91000,255,6
911,91100,255,4
912,91200,255,3
913,91300,255,9
914,91400,255,3
915,91500,255,9
916,91600,255,9
917,91700,255,15
918,91800,255,5
919,91900,255,1
920,92000,255,4
921,92100,255,4
922,92200,255,6
923,92300,255,7
924,92400,255,12
925,92500,255,11
926,92600,255,13
927,92700,255,18
928,92800,255,14
929,92900,255,28
930,93000,255,11
931,93100,255,8
932,93200,255,9
933,93300,255,9
934,93400,255,8
935,93500,255,3
936,93600,255,5
937,93700,255,5
938,93800,255,4
939,93900,255,12
940,94000,255,8
941,94100,255,0
942,94200,255,10
943,94300,255,15
944,94400,255,16
945,94500,255,19
946,94600,255,14
947,94700,255,4
948,94800,255,8
949,94900,255,0
950,95000,255,1
951,95100,255,4
952,95200,255,30
953,95300,255,29
954,95400,255,11
955,95500,255,16
956,95600,255,16
957,95700,255,21
958,95800,255,23
959,95900,255,4
960,96000,255,8
961,96100,255,1
962,96200,255,18
963,96300,255,18
964,96400,215,19
965,96500,231,23
966,96600,231,14
967,96700,224,12
968,96800,226,7
969,96900,229,5
970,97000,220,5
971,97100,220,0
972,97200,220,0
973,97300,221,4
974,97400,224,2
975,97500,220,2
976,97600,215,0
977,97700,230,0
978,97800,230,1
979,97900,223,0
980,98000,222,0
981,98100,222,0
982,98200,224,0
983,98300,222,1
984,98400,222,1
985,98500,222,0
986,98600,225,5
987,98700,223,2
988,98800,223,0
989,98900,223,1
990,99000,222,0
991,99100,224,0
992,99200,227,2
993,99300,223,0
994,99400,223,0
995,99500,221,0
996,99600,223,0
997,99700,223,0
998,99800,220,0
999,99900,219,1
1000,100000,221,0
1001,100100,220,4
1002,100200,222,6
1003,100300,219,3
1004,100400,220,0
1005,100500,224,8
1006,100600,255,15
1007,100700,255,20
1008,100800,255,22
1009,100900,255,19
1010,101000,255,9
1011,101100,255,9
1012,101200,255,17
1013,101300,255,18
1014,101400,255,12
1015,101500,255,12
1016,101600,255,22
1017,101700,255,19
1018,101800,255,17
1019,101900,255,21
1020,102000,255,19
1021,102100,255,17
1022,102200,255,15
1023,102300,255,5
1024,102400,255,8
1025,102500,255,15
1026,102600,255,15
1027,102700,255,16
1028,102800,255,18
1029,102900,255,16
1030,103000,255,12
1031,103100,255,8
1032,103200,255,11
1033,103300,255,9
1034,103400,255,9
1035,103500,255,5
1036,103600,255,8
1037,103700,255,4
1038,103800,255,1
1039,103900,255,4
1040,104000,255,10
1041,104100,255,7
1042,104200,255,11
1043,104300,255,4
1044,104400,255,0
1045,104500,255,7
1046,104600,255,5
1047,104700,240,1
1048,104800,229,7
1049,104900,255,13
1050,105000,255,14
1051,105100,254,14
1052,105200,218,17
1053,105300,220,26
1054,105400,228,14
1055,105500,229,6
1056,105600,240,7
1057,105700,221,6
1058,105800,228,3
1059,105900,220,4
1060,106000,220,2
1061,106100,217,12
1062,106200,228,15
1063,106300,222,33
1064,106400,224,32
1065,106500,255,5
1066,106600,255,5
1067,106700,255,17
1068,106800,255,17
1069,106900,255,15
1070,107000,255,17
1071,107100,255,14
1072,107200,255,10
1073,107300,255,11
1074,107400,255,14
1075,107500,255,18
1076,107600,255,9
1077,107700,255,14
1078,107800,255,10
1079,107900,255,13
1080,108000,255,3
1081,108100,255,10
1082,108200,255,5
1083,108300,255,12
1084,108400,255,11
1085,108500,255,16
1086,108600,255,10
1087,108700,255,11
1088,108800,255,14
1089,108900,255,12
1090,109000,255,11
1091,109100,255,11
1092,109200,255,5
1093,109300,255,4
1094,109400,255,8
1095,109500,255,18
1096,109600,255,16
1097,109700,255,15
1098,109800,255,6
1099,109900,255,3
1100,110000,255,12
1101,110100,255,10
1102,110200,255,9
1103,110300,255,10
1104,110400,255,5
1105,110500,255,11
1106,110600,255,6
1107,110700,255,9
1108,110800,255,3
1109,110900,255,4
1110,111000,255,4
1111,111100,255,4
1112,111200,255,4
1113,111300,255,4
1114,111400,255,4
1115,111500,255,4
1116,111600,255,3
1117,111700,255,5
1118,111800,255,5
1119,111900,255,7
1120,112000,255,7
1121,112100,255,8
1122,112200,255,12
1123,112300,255,12
1124,112400,255,1
1125,112500,255,5
1126,112600,255,3
1127,112700,255,4
1128,112800,255,4
1129,112900,255,2
1130,113000,255,5
1131,113100,255,8
1132,113200,255,10
1133,113300,255,10
1134,113400,255,3
1135,113500,255,3
1136,113600,255,11
1137,113700,255,8
1138,113800,255,7
1139,113900,255,4
1140,114000,255,1
1141,114100,255,5
1142,114200,255,1
1143,114300,255,5
1144,114400,255,4
1145,114500,255,4
1146,114600,255,9
1147,114700,255,9
1148,114800,255,6
1149,114900,255,6
1150,115000,255,6
1151,115100,255,6
1152,115200,255,10
1153,115300,255,8
1154,115400,255,4
1155,115500,255,5
1156,115600,255,8
1157,115700,255,7
1158,115800,255,8
1159,115900,255,9
1160,116000,255,8
1161,116100,255,8
1162,116200,255,5
1163,116300,255,10
1164,116400,255,10
1165,116500,255,12
1166,116600,255,6
1167,116700,255,8
1168,116800,255,10
1169,116900,255,9
1170,117000,255,11
1171,117100,255,9
1172,117200,255,12
1173,117300,255,8
1174,117400,255,6
1175,117500,255,7
1176,117600,255,1
1177,117700,255,8
1178,117800,255,8
1179,117900,255,8
1180,118000,255,10
1181,118100,255,7
1182,118200,255,8
1183,118300,255,9
1184,118400,255,10
1185,118500,255,8
1186,118600,255,7
1187,118700,255,10
1188,118800,255,10
1189,118900,255,9
1190,119000,255,10
1191,119100,255,12
1192,119200,255,9
1193,119300,255,15
1194,119400,255,12
1195,119500,255,12
1196,119600,255,11
1197,119700,255,12
1198,119800,255,4
1199,119900,255,9
1200,120000,255,7
1201,120100,255,7
1202,120200,255,12
1203,120300,255,9
1204,120400,255,9
1205,120500,255,12
1206,120600,255,8
1207,120700,255,9
1208,120800,255,3
1209,120900,255,8
1210,121000,255,8
1211,121100,255,4
1212,121200,255,8
1213,121300,255,3
1214,121400,255,7
1215,121500,255,7
1216,121600,255,9
1217,121700,255,9
1218,121800,255,8
1219,121900,255,8
1220,122000,255,5
1221,122100,255,9
1222,122200,255,10
1223,122300,255,8
1224,122400,255,11
1225,122500,255,9
1226,122600,255,9
1227,122700,255,10
1228,122800,255,14
1229,122900,255,11
1230,123000,255,16
1231,123100,255,10
1232,123200,255,4
1233,123300,255,12
1234,123400,255,8
1235,123500,255,3
1236,123600,255,6
1237,123700,255,8
1238,123800,255,9
1239,123900,255,10
1240,124000,255,25
1241,124100,255,11
1242,124200,255,10
1243,124300,255,9
1244,124400,255,12
1245,124500,255,14
1246,124600,255,8
1247,124700,255,8
1248,124800,255,6
1249,124900,255,5
1250,125000,255,5
1251,125100,255,6
1252,125200,255,14
1253,125300,255,10
1254,125400,255,4
1255,125500,255,9
1256,125600,255,3
1257,125700,255,4
1258,125800,255,4
1259,125900,255,5
1260,126000,255,3
1261,126100,255,4
1262,126200,255,7
1263,126300,255,6
1264,126400,255,5
1265,126500,255,10
1266,126600,255,6
1267,126700,255,4
1268,126800,255,4
1269,126900,255,9
1270,127000,255,6
1271,127100,255,1
1272,127200,255,4
1273,127300,255,4
1274,127400,255,2
1275,127500,255,1
1276,127600,255,4
1277,127700,255,10
1278,127800,255,16
1279,127900,255,19
1280,128000,255,15
1281,128100,255,8
1282,128200,255,8
1283,128300,255,1
1284,128400,255,8
1285,128500,255,10
1286,128600,255,8
1287,128700,255,11
1288,128800,255,12
1289,128900,216,10
1290,129000,221,6
1291,129100,222,12
1292,129200,221,10
1293,129300,228,4
1294,129400,221,4
1295,129500,224,4
1296,129600,219,2
1297,129700,219,0
1298,129800,221,0
1299,129900,221,3
1300,130000,217,3
1301,130100,224,0
1302,130200,221,2
1303,130300,221,2
1304,130400,222,3
1305,130500,224,0
1306,130600,222,1
1307,130700,222,2
1308,130800,219,4
1309,130900,218,0
1310,131000,225,3
1311,131100,223,8
1312,131200,228,11
1313,131300,221,12
1314,131400,255,32
1315,131500,255,32
1316,131600,255,32
1317,131700,255,15
1318,131800,255,16
1319,131900,255,11
1320,132000,255,10
1321,132100,255,19
1322,132200,255,14
1323,132300,255,21
1324,132400,255,16
1325,132500,255,22
1326,132600,255,25
1327,132700,255,26
1328,132800,255,30
1329,132900,255,16
1330,133000,255,8
1331,133100,255,8
1332,133200,255,30
1333,133300,230,23
1334,133400,227,12
1335,133500,234,17
1336,133600,222,23
1337,133700,219,12
1338,133800,219,19
1339,133900,221,22
1340,134000,217,18
1341,134100,223,12
1342,134200,223,14
1343,134300,223,16
1344,134400,220,27
1345,134500,255,27
1346,134600,255,3
1347,134700,255,15
1348,134800,255,8
1349,134900,255,6
1350,135000,255,10
1351,135100,255,8
1352,135200,251,26
1353,135300,220,33
1354,135400,222,23
1355,135500,219,21
1356,135600,219,30
1357,135700,219,21
1358,135800,222,22
1359,135900,226,26
1360,136000,230,24
1361,136100,226,17
1362,136200,227,31
1363,136300,224,31
1364,136400,224,31
1365,136500,225,21
1366,136600,222,17
1367,136700,222,15
1368,136800,221,11
1369,136900,223,16
1370,137000,222,14
1371,137100,222,12
1372,137200,219,16
1373,137300,221,15
1374,137400,221,15
1375,137500,229,25
1376,137600,236,16
1377,137700,227,15
1378,137800,228,15
1379,137900,224,15
1380,138000,220,31
1381,138100,221,32
1382,138200,224,28
1383,138300,225,18
1384,138400,223,18
1385,138500,228,17
1386,138600,230,18
1387,138700,228,18
1388,138800,227,18
1389,138900,227,18
1390,139000,227,29
1391,139100,227,31
1392,139200,221,24
1393,139300,222,37
1394,139400,222,39
1395,139500,222,38
1396,139600,220,36
1397,139700,222,44
1398,139800,255,32
1399,139900,255,29
1400,140000,255,15
1401,140100,255,15
1402,140200,255,12
1403,140300,255,5
1404,140400,255,4
1405,140500,255,4
1406,140600,255,3
1407,140700,255,1
1408,140800,255,3
1409,140900,255,2
1410,141000,255,2
1411,141100,255,2
1412,141200,255,4
1413,141300,255,3
1414,141400,255,3
1415,141500,255,2
1416,141600,255,4
1417,141700,255,7
1418,141800,255,18
1419,141900,255,7
1420,142000,220,26
1421,142100,222,36
1422,142200,216,11
1423,142300,218,23
1424,142400,223,24
1425,142500,255,19
1426,142600,255,15
1427,142700,255,9
1428,142800,255,0
1429,142900,255,9
1430,143000,255,8
1431,143100,255,15
1432,143200,255,17
1433,143300,222,16
1434,143400,219,37
1435,143500,215,17
1436,143600,217,33
1437,143700,228,28
1438,143800,233,23
1439,143900,232,22
1440,144000,236,17
1441,144100,242,17
1442,144200,243,15
1443,144300,240,9
1444,144400,237,9
1445,144500,241,17
1446,144600,242,16
1447,144700,242,12
1448,144800,237,14
1449,144900,233,21
1450,145000,214,28
1451,145100,216,19
1452,145200,222,17
1453,145300,222,15
1454,145400,222,21
1455,145500,222,23
1456,145600,222,24
1457,145700,222,18
1458,145800,222,17
1459,145900,222,15
1460,146000,213,18
1461,146100,213,18
1462,146200,216,18
1463,146300,224,16
1464,146400,212,12
1465,146500,216,16
1466,146600,213,17
1467,146700,217,13
1468,146800,216,28
1469,146900,216,35
1470,147000,220,13
1471,147100,220,17
1472,147200,220,17
1473,147300,219,25
1474,147400,213,21
1475,147500,216,17
1476,147600,215,22
1477,147700,218,24
1478,147800,210,16
1479,147900,211,11
1480,148000,220,21
1481,148100,221,9
1482,148200,221,14
1483,148300,224,8
1484,148400,220,16
1485,148500,220,16
1486,148600,220,16
1487,148700,215,16
1488,148800,215,15
1489,148900,215,16
1490,149000,215,17
1491,149100,214,11
1492,149200,229,15
1493,149300,217,17
