Frame.Number,Timestamp.ms,Max.Intensity,Min.Intensity
149,14900,253,22
150,15000,253,18
151,15100,253,16
152,15200,244,11
153,15300,242,10
154,15400,229,31
155,15500,230,36
156,15600,255,32
157,15700,255,16
158,15800,255,23
159,15900,255,18
160,16000,255,9
161,16100,255,3
162,16200,255,4
163,16300,255,4
164,16400,255,15
165,16500,255,11
166,16600,255,9
167,16700,255,1
168,16800,255,15
169,16900,255,18
170,17000,255,10
171,17100,255,10
172,17200,255,1
173,17300,255,8
174,17400,255,12
175,17500,255,10
176,17600,255,26
177,17700,255,8
178,17800,255,9
179,17900,255,6
180,18000,255,5
181,18100,255,7
182,18200,255,8
183,18300,255,5
184,18400,255,2
185,18500,255,1
186,18600,255,4
187,18700,255,8
188,18800,255,11
189,18900,255,2
190,19000,255,6
191,19100,255,6
192,19200,255,12
193,19300,255,9
194,19400,255,17
195,19500,255,14
196,19600,255,4
197,19700,255,13
198,19800,255,4
199,19900,255,4
200,20000,255,1
201,20100,255,12
202,20200,255,5
203,20300,255,8
204,20400,255,10
205,20500,255,11
206,20600,255,14
207,20700,255,2
208,20800,255,6
209,20900,255,6
210,21000,221,12
211,21100,222,12
212,21200,227,13
213,21300,223,13
214,21400,223,16
215,21500,223,16
216,21600,255,16
217,21700,255,26
218,21800,255,12
219,21900,255,3
220,22000,215,11
221,22100,213,18
222,22200,217,5
223,22300,224,26
224,22400,219,24
225,22500,219,30
226,22600,220,29
227,22700,221,5
228,22800,227,12
229,22900,223,2
230,23000,220,1
231,23100,222,19
232,23200,238,24
233,23300,248,5
234,23400,255,0
235,23500,255,1
236,23600,255,3
237,23700,254,15
238,23800,249,3
239,23900,224,9
240,24000,245,8
241,24100,248,6
242,24200,255,10
243,24300,255,10
244,24400,254,0
245,24500,216,1
246,24600,223,5
247,24700,255,2
248,24800,223,6
249,24900,223,5
250,25000,255,16
251,25100,255,12
252,25200,255,10
253,25300,255,5
254,25400,255,15
255,25500,255,5
256,25600,255,7
257,25700,255,15
258,25800,255,5
259,25900,255,10
260,26000,255,8
261,26100,255,9
262,26200,255,7
263,26300,255,13
264,26400,255,16
265,26500,255,11
266,26600,255,11
267,26700,255,3
268,26800,255,3
269,26900,255,2
270,27000,255,2
271,27100,255,4
272,27200,255,1
273,27300,255,4
274,27400,255,13
275,27500,255,9
276,27600,255,15
277,27700,255,22
278,27800,249,2
279,27900,253,19
280,28000,227,4
281,28100,229,9
282,28200,236,9
283,28300,241,10
284,28400,234,5
285,28500,234,7
286,28600,235,7
287,28700,239,8
288,28800,238,7
289,28900,237,8
290,29000,236,10
291,29100,230,19
292,29200,234,11
293,29300,227,25
294,29400,235,17
295,29500,244,18
296,29600,255,12
297,29700,255,10
298,29800,255,9
299,29900,255,6
300,30000,255,5
301,30100,255,4
302,30200,255,8
303,30300,255,6
304,30400,255,6
305,30500,255,9
306,30600,255,11
307,30700,255,15
308,30800,255,12
309,30900,255,6
310,31000,255,5
311,31100,255,11
312,31200,255,2
313,31300,255,10
314,31400,255,0
315,31500,255,8
316,31600,255,3
317,31700,255,8
318,31800,255,7
319,31900,255,12
320,32000,255,11
321,32100,255,11
322,32200,255,5
323,32300,255,3
324,32400,255,9
325,32500,255,9
326,32600,255,9
327,32700,255,12
328,32800,255,5
329,32900,255,7
330,33000,255,10
331,33100,255,14
332,33200,255,11
333,33300,255,17
334,33400,255,11
335,33500,255,6
336,33600,255,5
337,33700,255,12
338,33800,255,14
339,33900,255,15
340,34000,255,15
341,34100,255,11
342,34200,255,7
343,34300,255,6
344,34400,255,5
345,34500,255,8
346,34600,255,15
347,34700,255,13
348,34800,255,6
349,34900,255,8
350,35000,255,5
351,35100,255,7
352,35200,255,7
353,35300,255,8
354,35400,255,13
355,35500,255,12
356,35600,255,12
357,35700,255,9
358,35800,255,11
359,35900,255,10
360,36000,255,13
361,36100,255,10
362,36200,255,5
363,36300,255,17
364,36400,255,18
365,36500,255,7
366,36600,255,22
367,36700,255,8
368,36800,255,4
369,36900,255,10
370,37000,255,14
371,37100,255,17
372,37200,255,2
373,37300,255,26
374,37400,255,24
375,37500,255,10
376,37600,255,15
377,37700,255,17
378,37800,255,11
379,37900,255,12
380,38000,255,9
381,38100,255,4
382,38200,255,3
383,38300,255,2
384,38400,255,4
385,38500,255,10
386,38600,255,1
387,38700,255,4
388,38800,255,4
389,38900,255,11
390,39000,255,15
391,39100,255,18
392,39200,255,16
393,39300,255,5
394,39400,255,3
395,39500,255,4
396,39600,255,4
397,39700,255,9
398,39800,255,8
399,39900,255,4
400,40000,255,8
401,40100,255,8
402,40200,255,8
403,40300,255,6
404,40400,255,7
405,40500,255,4
406,40600,255,15
407,40700,255,20
408,40800,255,6
409,40900,255,12
410,41000,254,15
411,41100,249,12
412,41200,243,7
413,41300,224,6
414,41400,221,3
415,41500,222,14
416,41600,224,10
417,41700,219,10
418,41800,219,11
419,41900,219,7
420,42000,219,10
421,42100,255,1
422,42200,255,4
423,42300,255,2
424,42400,255,1
425,42500,255,8
426,42600,255,4
427,42700,255,5
428,42800,255,4
429,42900,255,5
430,43000,255,5
431,43100,255,19
432,43200,255,12
433,43300,255,12
434,43400,255,19
435,43500,255,11
436,43600,255,12
437,43700,255,8
438,43800,255,18
439,43900,255,15
440,44000,255,8
441,44100,255,3
442,44200,255,5
443,44300,255,3
444,44400,255,4
445,44500,254,8
446,44600,255,11
447,44700,255,10
448,44800,255,5
449,44900,255,7
450,45000,255,9
451,45100,255,7
452,45200,255,4
453,45300,255,8
454,45400,255,4
455,45500,255,8
456,45600,255,2
457,45700,255,2
458,45800,255,2
459,45900,255,2
460,46000,255,1
461,46100,255,4
462,46200,255,7
463,46300,255,4
464,46400,255,4
465,46500,255,3
466,46600,255,2
467,46700,255,3
468,46800,255,15
469,46900,255,10
470,47000,255,25
471,47100,255,15
472,47200,255,5
473,47300,255,5
474,47400,255,5
475,47500,255,5
476,47600,255,2
477,47700,255,4
478,47800,255,5
479,47900,255,22
480,48000,255,15
481,48100,255,11
482,48200,255,12
483,48300,255,17
484,48400,255,10
485,48500,255,12
486,48600,255,8
487,48700,255,15
488,48800,255,11
489,48900,255,12
490,49000,255,5
491,49100,255,5
492,49200,255,17
493,49300,255,5
494,49400,255,9
495,49500,255,9
496,49600,255,4
497,49700,255,4
498,49800,255,5
499,49900,255,6
500,50000,255,4
501,50100,255,9
502,50200,255,8
503,50300,255,10
504,50400,255,7
505,50500,255,10
506,50600,255,11
507,50700,255,10
508,50800,255,3
509,50900,255,10
510,51000,255,6
511,51100,255,9
512,51200,255,12
513,51300,255,8
514,51400,255,9
515,51500,255,6
516,51600,255,11
517,51700,255,16
518,51800,255,9
519,51900,255,11
520,52000,255,15
521,52100,255,6
522,52200,255,16
523,52300,255,5
524,52400,255,3
525,52500,255,9
526,52600,255,5
527,52700,255,8
528,52800,255,11
529,52900,255,8
530,53000,255,10
531,53100,255,8
532,53200,255,7
533,53300,255,4
534,53400,255,12
535,53500,255,7
536,53600,255,11
537,53700,255,8
538,53800,255,6
539,53900,255,8
540,54000,255,8
541,54100,255,16
542,54200,255,17
543,54300,255,16
544,54400,255,25
545,54500,255,13
546,54600,241,7
547,54700,224,8
548,54800,217,7
549,54900,214,19
550,55000,219,15
551,55100,219,10
552,55200,227,19
553,55300,224,18
554,55400,224,21
555,55500,215,15
556,55600,226,15
557,55700,226,17
558,55800,229,10
559,55900,221,7
560,56000,223,7
561,56100,217,5
562,56200,220,7
563,56300,220,0
564,56400,222,8
565,56500,235,6
566,56600,224,5
567,56700,252,4
568,56800,255,3
569,56900,255,3
570,57000,255,10
571,57100,255,2
572,57200,255,9
573,57300,255,3
574,57400,255,1
575,57500,255,8
576,57600,255,22
577,57700,255,16
578,57800,255,13
579,57900,255,8
580,58000,255,8
581,58100,255,6
582,58200,255,15
583,58300,255,12
584,58400,255,18
585,58500,255,14
586,58600,255,11
587,58700,255,15
588,58800,255,14
589,58900,255,4
590,59000,255,2
591,59100,255,5
592,59200,255,9
593,59300,255,9
594,59400,255,11
595,59500,255,9
596,59600,255,10
597,59700,255,11
598,59800,255,9
599,59900,255,5
600,60000,255,5
601,60100,255,6
602,60200,255,12
603,60300,255,12
604,60400,255,12
605,60500,255,8
606,60600,255,8
607,60700,255,6
608,60800,255,8
609,60900,255,8
610,61000,255,15
611,61100,255,16
612,61200,255,3
613,61300,255,7
614,61400,255,10
615,61500,255,8
616,61600,255,9
617,61700,255,4
618,61800,255,16
619,61900,255,12
620,62000,255,19
621,62100,255,15
622,62200,255,10
623,62300,255,10
624,62400,255,0
625,62500,255,3
626,62600,255,2
627,62700,255,2
628,62800,255,1
629,62900,255,1
630,63000,255,1
631,63100,255,2
632,63200,255,7
633,63300,255,9
634,63400,255,9
635,63500,255,2
636,63600,255,4
637,63700,255,3
638,63800,255,17
639,63900,255,16
640,64000,255,7
641,64100,255,7
642,64200,255,8
643,64300,255,9
644,64400,255,5
645,64500,255,8
646,64600,255,4
647,64700,255,4
648,64800,255,4
649,64900,255,2
650,65000,255,5
651,65100,255,1
652,65200,255,12
653,65300,255,10
654,65400,255,5
655,65500,255,7
656,65600,255,2
657,65700,255,11
658,65800,255,10
659,65900,255,17
660,66000,255,12
661,66100,255,8
662,66200,255,4
663,66300,255,5
664,66400,255,5
665,66500,255,0
666,66600,255,2
667,66700,255,4
668,66800,255,9
669,66900,255,13
670,67000,255,11
671,67100,255,8
672,67200,255,10
673,67300,255,10
674,67400,255,3
675,67500,255,10
676,67600,255,10
677,67700,255,13
678,67800,255,12
679,67900,255,11
680,68000,255,16
681,68100,255,14
682,68200,255,11
683,68300,255,6
684,68400,255,10
685,68500,255,9
686,68600,255,6
687,68700,255,8
688,68800,255,6
689,68900,255,15
690,69000,255,17
691,69100,219,16
692,69200,255,19
693,69300,255,26
694,69400,255,25
695,69500,255,10
696,69600,255,35
697,69700,245,30
698,69800,222,30
699,69900,222,38
700,70000,255,17
701,70100,255,29
702,70200,255,21
703,70300,255,24
704,70400,255,20
705,70500,255,17
706,70600,255,12
707,70700,255,9
708,70800,255,7
709,70900,255,10
710,71000,255,8
711,71100,255,10
712,71200,255,8
713,71300,255,8
714,71400,255,5
715,71500,255,9
716,71600,255,10
717,71700,255,5
718,71800,255,10
719,71900,255,8
720,72000,255,11
721,72100,255,10
722,72200,255,17
723,72300,255,10
724,72400,255,12
725,72500,255,18
726,72600,255,13
727,72700,255,9
728,72800,255,20
729,72900,255,19
730,73000,255,9
731,73100,255,10
732,73200,255,8
733,73300,255,11
734,73400,255,15
735,73500,255,19
736,73600,255,14
737,73700,255,11
738,73800,255,18
739,73900,255,17
740,74000,255,15
741,74100,255,5
742,74200,255,10
743,74300,255,8
744,74400,255,8
745,74500,255,8
746,74600,255,9
747,74700,255,21
748,74800,255,14
749,74900,255,18
750,75000,255,18
751,75100,255,29
752,75200,255,31
753,75300,228,10
754,75400,224,19
755,75500,228,16
756,75600,231,10
757,75700,231,11
758,75800,223,17
759,75900,223,16
760,76000,219,1
761,76100,216,1
762,76200,219,1
763,76300,221,9
764,76400,223,1
765,76500,221,4
766,76600,219,5
767,76700,216,3
768,76800,216,2
769,76900,217,7
770,77000,224,1
771,77100,224,3
772,77200,224,2
773,77300,230,6
774,77400,230,11
775,77500,229,8
776,77600,221,7
777,77700,221,0
778,77800,217,0
779,77900,220,2
780,78000,223,1
781,78100,222,1
782,78200,226,3
783,78300,226,4
784,78400,222,1
785,78500,224,3
786,78600,222,4
787,78700,222,3
788,78800,226,4
789,78900,223,2
790,79000,223,0
791,79100,224,0
792,79200,223,0
793,79300,220,5
794,79400,224,12
795,79500,228,10
796,79600,220,26
797,79700,255,22
798,79800,255,19
799,79900,255,16
800,80000,255,8
801,80100,255,8
802,80200,255,8
803,80300,255,10
804,80400,255,9
805,80500,255,2
806,80600,255,18
807,80700,255,12
808,80800,255,10
809,80900,255,14
810,81000,255,7
811,81100,255,8
812,81200,255,16
813,81300,255,8
814,81400,255,17
815,81500,255,15
816,81600,255,8
817,81700,255,8
818,81800,255,12
819,81900,255,8
820,82000,255,13
821,82100,255,8
822,82200,255,9
823,82300,255,9
824,82400,255,11
825,82500,255,0
826,82600,255,19
827,82700,255,18
828,82800,255,10
829,82900,255,19
830,83000,255,11
831,83100,255,12
832,83200,255,11
833,83300,255,5
834,83400,255,9
835,83500,255,5
836,83600,255,5
837,83700,255,5
838,83800,255,2
839,83900,255,8
840,84000,255,9
841,84100,255,19
842,84200,255,16
843,84300,255,12
844,84400,252,9
845,84500,252,7
846,84600,255,11
847,84700,254,12
848,84800,255,8
849,84900,255,10
850,85000,255,10
851,85100,255,5
852,85200,255,5
853,85300,255,3
854,85400,255,8
855,85500,255,3
856,85600,255,2
857,85700,255,9
858,85800,255,9
859,85900,255,8
860,86000,255,8
861,86100,255,2
862,86200,255,1
863,86300,255,6
864,86400,255,3
865,86500,255,10
866,86600,255,0
867,86700,255,11
868,86800,255,5
869,86900,255,4
870,87000,255,1
871,87100,255,3
872,87200,255,0
873,87300,255,2
874,87400,255,4
875,87500,255,10
876,87600,255,10
877,87700,255,16
878,87800,255,11
879,87900,255,10
880,88000,255,10
881,88100,255,9
882,88200,255,17
883,88300,255,16
884,88400,255,7
885,88500,255,14
886,88600,255,11
887,88700,255,7
888,88800,255,3
889,88900,255,3
890,89000,255,3
891,89100,255,11
892,89200,255,10
893,89300,255,15
894,89400,255,15
895,89500,255,17
896,89600,255,8
897,89700,255,7
898,89800,255,8
899,89900,255,8
900,90000,255,1
901,90100,255,4
902,90200,255,5
903,90300,255,15
904,90400,255,6
905,90500,255,10
906,90600,255,13
907,90700,255,8
908,90800,255,4
909,90900,255,4
910,91000,255,8
911,91100,255,7
912,91200,255,11
913,91300,255,8
914,91400,255,2
915,91500,255,4
916,91600,255,2
917,91700,255,0
918,91800,255,1
919,91900,255,4
920,92000,255,18
921,92100,255,8
922,92200,255,4
923,92300,255,4
924,92400,255,8
925,92500,255,8
926,92600,255,9
927,92700,255,3
928,92800,255,5
929,92900,255,5
930,93000,255,10
931,93100,255,21
932,93200,255,11
933,93300,255,4
934,93400,255,7
935,93500,255,8
936,93600,255,3
937,93700,255,15
938,93800,255,9
939,93900,255,11
940,94000,255,15
941,94100,255,11
942,94200,255,10
943,94300,255,9
944,94400,255,15
945,94500,255,4
946,94600,255,8
947,94700,255,10
948,94800,255,12
949,94900,255,8
950,95000,255,14
951,95100,255,18
952,95200,255,9
953,95300,255,11
954,95400,255,2
955,95500,255,7
956,95600,255,5
957,95700,255,4
958,95800,255,8
959,95900,255,21
960,96000,255,19
961,96100,255,3
962,96200,255,1
963,96300,255,1
964,96400,255,5
965,96500,255,1
966,96600,255,7
967,96700,255,0
968,96800,255,0
969,96900,255,5
970,97000,254,0
971,97100,255,5
972,97200,255,0
973,97300,255,1
974,97400,255,3
975,97500,255,0
976,97600,255,0
977,97700,255,1
978,97800,254,1
979,97900,255,4
980,98000,255,0
981,98100,255,3
982,98200,255,3
983,98300,255,7
984,98400,255,5
985,98500,255,1
986,98600,255,2
987,98700,255,0
988,98800,255,3
989,98900,255,6
990,99000,255,5
991,99100,255,1
992,99200,255,1
993,99300,255,4
994,99400,255,5
995,99500,255,3
996,99600,255,1
997,99700,255,5
998,99800,255,12
999,99900,255,17
1000,100000,255,10
1001,100100,255,9
1002,100200,255,3
1003,100300,255,1
1004,100400,255,3
1005,100500,255,13
1006,100600,255,21
1007,100700,255,18
1008,100800,255,8
1009,100900,255,2
1010,101000,255,8
1011,101100,255,10
1012,101200,255,9
1013,101300,255,12
1014,101400,255,15
1015,101500,255,27
1016,101600,255,11
1017,101700,255,14
1018,101800,255,10
1019,101900,255,5
1020,102000,255,3
1021,102100,255,7
1022,102200,255,8
1023,102300,255,8
1024,102400,255,10
1025,102500,255,5
1026,102600,255,4
1027,102700,255,5
1028,102800,255,5
1029,102900,255,3
1030,103000,255,4
1031,103100,255,12
1032,103200,255,15
1033,103300,255,25
1034,103400,255,16
1035,103500,255,11
1036,103600,255,11
1037,103700,255,3
1038,103800,255,14
1039,103900,255,2
1040,104000,221,5
1041,104100,226,12
1042,104200,223,8
1043,104300,223,9
1044,104400,236,8
1045,104500,239,6
1046,104600,244,6
1047,104700,248,2
1048,104800,245,3
1049,104900,252,1
1050,105000,254,4
1051,105100,231,5
1052,105200,255,2
1053,105300,255,5
1054,105400,255,0
1055,105500,255,9
1056,105600,255,16
1057,105700,255,10
1058,105800,255,7
1059,105900,255,12
1060,106000,237,5
1061,106100,219,6
1062,106200,235,7
1063,106300,220,13
1064,106400,223,3
1065,106500,228,8
1066,106600,227,11
1067,106700,227,8
1068,106800,223,8
1069,106900,221,0
1070,107000,219,13
1071,107100,217,0
1072,107200,221,0
1073,107300,219,0
1074,107400,233,0
1075,107500,219,5
1076,107600,220,1
1077,107700,219,0
1078,107800,219,0
1079,107900,220,0
1080,108000,218,2
1081,108100,220,1
1082,108200,221,0
1083,108300,220,1
1084,108400,219,0
1085,108500,217,0
1086,108600,219,0
1087,108700,219,0
1088,108800,219,0
1089,108900,217,0
1090,109000,217,0
1091,109100,217,0
1092,109200,219,0
1093,109300,217,0
1094,109400,217,0
1095,109500,217,0
1096,109600,217,0
1097,109700,219,0
1098,109800,220,0
1099,109900,220,0
1100,110000,220,2
1101,110100,217,9
1102,110200,219,16
1103,110300,255,19
1104,110400,255,18
1105,110500,255,17
1106,110600,255,11
1107,110700,255,10
1108,110800,255,10
1109,110900,255,9
1110,111000,255,5
1111,111100,255,10
1112,111200,255,8
1113,111300,255,3
1114,111400,255,3
1115,111500,255,9
1116,111600,255,8
1117,111700,255,8
1118,111800,255,12
1119,111900,255,8
1120,112000,255,10
1121,112100,255,15
1122,112200,255,25
1123,112300,255,19
1124,112400,255,8
1125,112500,252,15
1126,112600,249,15
1127,112700,250,8
1128,112800,253,13
1129,112900,247,10
1130,113000,253,10
1131,113100,253,4
1132,113200,254,4
1133,113300,252,3
1134,113400,250,10
1135,113500,253,9
1136,113600,254,7
1137,113700,253,8
1138,113800,252,4
1139,113900,253,8
1140,114000,253,9
1141,114100,253,9
1142,114200,253,4
1143,114300,251,9
1144,114400,253,6
1145,114500,254,12
1146,114600,254,8
1147,114700,254,7
1148,114800,254,4
1149,114900,253,5
1150,115000,253,7
1151,115100,255,9
1152,115200,255,7
1153,115300,254,3
1154,115400,255,1
1155,115500,255,5
1156,115600,255,7
1157,115700,255,4
1158,115800,255,9
1159,115900,255,9
1160,116000,255,5
1161,116100,255,8
1162,116200,255,11
1163,116300,255,3
1164,116400,255,12
1165,116500,255,10
1166,116600,255,4
1167,116700,255,9
1168,116800,255,8
1169,116900,255,9
1170,117000,255,4
1171,117100,255,7
1172,117200,255,4
1173,117300,255,6
1174,117400,255,3
1175,117500,255,9
1176,117600,255,0
1177,117700,255,7
1178,117800,255,2
1179,117900,255,16
1180,118000,255,12
1181,118100,255,3
1182,118200,255,4
1183,118300,255,4
1184,118400,255,1
1185,118500,255,4
1186,118600,255,4
1187,118700,255,3
1188,118800,255,4
1189,118900,255,1
1190,119000,255,4
1191,119100,255,11
1192,119200,255,9
1193,119300,255,5
1194,119400,255,6
1195,119500,255,7
1196,119600,255,8
1197,119700,255,12
1198,119800,253,15
1199,119900,255,9
1200,120000,255,5
1201,120100,255,12
1202,120200,253,7
1203,120300,255,8
1204,120400,255,3
1205,120500,255,3
1206,120600,255,4
1207,120700,255,3
1208,120800,255,11
1209,120900,255,16
1210,121000,255,8
1211,121100,255,10
1212,121200,255,12
1213,121300,255,9
1214,121400,255,11
1215,121500,255,8
1216,121600,255,8
1217,121700,255,5
1218,121800,255,12
1219,121900,255,8
1220,122000,255,12
1221,122100,255,8
1222,122200,255,13
1223,122300,255,12
1224,122400,255,12
1225,122500,255,10
1226,122600,255,15
1227,122700,255,6
1228,122800,255,3
1229,122900,255,1
1230,123000,255,6
1231,123100,255,9
1232,123200,255,2
1233,123300,255,2
1234,123400,255,4
1235,123500,255,0
1236,123600,255,0
1237,123700,255,4
1238,123800,255,0
1239,123900,255,5
1240,124000,255,5
1241,124100,255,10
1242,124200,255,10
1243,124300,255,12
1244,124400,255,9
1245,124500,255,10
1246,124600,255,4
1247,124700,255,5
1248,124800,255,8
1249,124900,255,5
1250,125000,255,3
1251,125100,255,17
1252,125200,255,14
1253,125300,255,15
1254,125400,255,16
1255,125500,255,14
1256,125600,255,14
1257,125700,255,12
1258,125800,255,15
1259,125900,255,19
1260,126000,255,11
1261,126100,255,5
1262,126200,255,5
1263,126300,255,9
1264,126400,255,5
1265,126500,255,4
1266,126600,255,8
1267,126700,255,3
1268,126800,255,8
1269,126900,255,4
1270,127000,255,4
1271,127100,255,5
1272,127200,255,5
1273,127300,255,4
1274,127400,255,2
1275,127500,255,11
1276,127600,255,7
1277,127700,255,5
1278,127800,255,5
1279,127900,255,8
1280,128000,255,16
1281,128100,255,16
1282,128200,255,11
1283,128300,255,8
1284,128400,255,9
1285,128500,255,8
1286,128600,255,8
1287,128700,255,1
1288,128800,255,6
1289,128900,255,4
1290,129000,255,6
1291,129100,255,4
1292,129200,255,5
1293,129300,255,7
1294,129400,255,17
1295,129500,255,0
1296,129600,255,1
1297,129700,255,10
1298,129800,255,10
1299,129900,255,3
1300,130000,255,15
1301,130100,255,4
1302,130200,255,8
1303,130300,255,10
1304,130400,255,8
1305,130500,255,5
1306,130600,255,11
1307,130700,255,7
1308,130800,255,4
1309,130900,255,4
1310,131000,255,12
1311,131100,255,6
1312,131200,255,9
1313,131300,255,4
1314,131400,255,12
1315,131500,255,8
1316,131600,255,7
1317,131700,255,6
1318,131800,255,5
1319,131900,255,5
1320,132000,255,4
1321,132100,255,4
1322,132200,255,4
1323,132300,255,5
1324,132400,255,5
1325,132500,255,5
1326,132600,255,5
1327,132700,255,3
1328,132800,255,5
1329,132900,255,8
1330,133000,255,6
1331,133100,255,2
1332,133200,255,12
1333,133300,255,13
1334,133400,255,11
1335,133500,255,3
1336,133600,255,5
1337,133700,255,2
1338,133800,255,5
1339,133900,255,2
1340,134000,255,11
1341,134100,255,11
1342,134200,255,1
1343,134300,255,4
1344,134400,255,8
1345,134500,255,9
1346,134600,255,17
1347,134700,255,16
1348,134800,255,11
1349,134900,255,16
1350,135000,255,28
1351,135100,255,4
1352,135200,255,15
1353,135300,255,15
1354,135400,255,1
1355,135500,233,10
1356,135600,230,3
1357,135700,222,3
1358,135800,222,2
1359,135900,222,2
1360,136000,223,1
1361,136100,222,3
1362,136200,222,5
1363,136300,222,0
1364,136400,223,1
1365,136500,229,0
1366,136600,217,0
1367,136700,217,0
1368,136800,224,3
1369,136900,222,14
1370,137000,222,7
1371,137100,223,4
1372,137200,223,0
1373,137300,255,22
1374,137400,255,22
1375,137500,255,30
1376,137600,255,32
1377,137700,255,23
1378,137800,236,31
1379,137900,255,19
1380,138000,255,11
1381,138100,255,11
1382,138200,221,12
1383,138300,226,23
1384,138400,224,16
1385,138500,220,17
1386,138600,220,10
1387,138700,225,16
1388,138800,221,17
1389,138900,222,0
1390,139000,224,18
1391,139100,223,17
1392,139200,224,16
1393,139300,228,17
1394,139400,227,16
1395,139500,227,11
1396,139600,227,11
1397,139700,225,14
1398,139800,224,16
1399,139900,224,17
1400,140000,217,1
1401,140100,217,5
1402,140200,223,17
1403,140300,227,17
1404,140400,223,15
1405,140500,217,9
1406,140600,216,4
1407,140700,223,14
1408,140800,227,15
1409,140900,227,22
1410,141000,224,40
1411,141100,220,49
1412,141200,224,38
1413,141300,251,40
1414,141400,251,42
1415,141500,252,25
1416,141600,251,17
1417,141700,252,32
1418,141800,251,30
1419,141900,253,28
1420,142000,252,18
1421,142100,252,16
1422,142200,254,20
1423,142300,252,18
1424,142400,251,25
1425,142500,243,36
1426,142600,217,54
1427,142700,221,30
1428,142800,221,24
1429,142900,221,36
1430,143000,223,40
1431,143100,221,38
1432,143200,224,45
1433,143300,231,54
1434,143400,235,58
1435,143500,221,46
1436,143600,221,37
1437,143700,219,10
1438,143800,255,26
1439,143900,255,16
1440,144000,255,10
1441,144100,255,17
1442,144200,255,21
1443,144300,255,10
1444,144400,255,15
1445,144500,255,10
1446,144600,255,8
1447,144700,255,2
1448,144800,255,4
1449,144900,255,2
1450,145000,255,4
1451,145100,255,3
1452,145200,255,3
1453,145300,255,1
1454,145400,255,4
1455,145500,255,5
1456,145600,255,8
1457,145700,255,4
1458,145800,255,4
1459,145900,255,3
1460,146000,255,3
1461,146100,255,2
1462,146200,255,3
1463,146300,255,2
1464,146400,255,4
1465,146500,255,3
1466,146600,255,3
1467,146700,255,2
1468,146800,255,1
1469,146900,255,3
1470,147000,255,3
1471,147100,255,0
1472,147200,255,0
1473,147300,255,4
1474,147400,255,4
1475,147500,255,27
1476,147600,255,37
1477,147700,212,10
1478,147800,213,26
1479,147900,214,27
1480,148000,216,24
1481,148100,216,17
1482,148200,226,16
1483,148300,210,17
1484,148400,213,13
1485,148500,221,13
1486,148600,222,18
1487,148700,222,19
1488,148800,222,16
1489,148900,222,13
1490,149000,219,17
1491,149100,215,11
1492,149200,231,22
1493,149300,231,4
