Frame.Number,Timestamp.ms,Max.Intensity,Min.Intensity
144,14400,253,4
145,14500,254,1
146,14600,244,1
147,14700,231,4
148,14800,227,10
149,14900,234,36
150,15000,255,25
151,15100,255,16
152,15200,255,19
153,15300,255,21
154,15400,255,12
155,15500,255,9
156,15600,255,4
157,15700,255,2
158,15800,255,7
159,15900,255,8
160,16000,255,12
161,16100,255,18
162,16200,255,10
163,16300,254,14
164,16400,254,7
165,16500,254,11
166,16600,228,3
167,16700,255,9
168,16800,233,7
169,16900,253,7
170,17000,255,4
171,17100,254,6
172,17200,255,9
173,17300,255,1
174,17400,255,9
175,17500,255,9
176,17600,255,5
177,17700,255,5
178,17800,254,12
179,17900,230,12
180,18000,226,16
181,18100,227,17
182,18200,224,17
183,18300,228,4
184,18400,230,7
185,18500,227,10
186,18600,224,6
187,18700,240,14
188,18800,235,12
189,18900,231,7
190,19000,235,4
191,19100,234,3
192,19200,223,16
193,19300,221,8
194,19400,214,9
195,19500,217,17
196,19600,223,14
197,19700,249,11
198,19800,244,15
199,19900,240,12
200,20000,228,12
201,20100,234,16
202,20200,245,7
203,20300,247,7
204,20400,249,7
205,20500,250,5
206,20600,253,16
207,20700,249,11
208,20800,241,21
209,20900,242,26
210,21000,241,12
211,21100,227,25
212,21200,247,18
213,21300,252,22
214,21400,254,23
215,21500,254,20
216,21600,255,18
217,21700,255,11
218,21800,255,8
219,21900,252,4
220,22000,255,15
221,22100,253,12
222,22200,245,21
223,22300,253,18
224,22400,255,23
225,22500,227,29
226,22600,227,17
227,22700,255,4
228,22800,234,17
229,22900,228,26
230,23000,221,37
231,23100,213,4
232,23200,251,25
233,23300,219,25
234,23400,213,14
235,23500,212,12
236,23600,216,7
237,23700,227,19
238,23800,223,3
239,23900,223,4
240,24000,223,9
241,24100,217,6
242,24200,221,8
243,24300,229,7
244,24400,223,5
245,24500,224,4
246,24600,226,5
247,24700,219,5
248,24800,219,5
249,24900,220,5
250,25000,236,5
251,25100,231,4
252,25200,214,8
253,25300,210,7
254,25400,226,7
255,25500,217,9
256,25600,217,12
257,25700,217,15
258,25800,216,21
259,25900,220,22
260,26000,254,26
261,26100,250,25
262,26200,253,29
263,26300,219,26
264,26400,221,24
265,26500,226,24
266,26600,227,30
267,26700,227,22
268,26800,229,22
269,26900,231,21
270,27000,255,23
271,27100,255,18
272,27200,255,18
273,27300,255,15
274,27400,255,9
275,27500,255,21
276,27600,227,17
277,27700,231,15
278,27800,253,17
279,27900,238,18
280,28000,249,15
281,28100,249,4
282,28200,253,9
283,28300,254,11
284,28400,250,12
285,28500,254,11
286,28600,255,10
287,28700,235,11
288,28800,226,24
289,28900,225,28
290,29000,220,19
291,29100,221,15
292,29200,231,10
293,29300,243,2
294,29400,244,10
295,29500,253,8
296,29600,252,10
297,29700,252,14
298,29800,252,10
299,29900,253,7
300,30000,251,3
301,30100,253,5
302,30200,253,5
303,30300,253,5
304,30400,242,12
305,30500,248,3
306,30600,234,12
307,30700,229,21
308,30800,227,36
309,30900,227,32
310,31000,255,36
311,31100,255,30
312,31200,255,10
313,31300,255,15
314,31400,255,4
315,31500,255,8
316,31600,255,11
317,31700,255,11
318,31800,255,12
319,31900,255,12
320,32000,255,8
321,32100,255,10
322,32200,255,5
323,32300,255,8
324,32400,255,7
325,32500,255,4
326,32600,255,14
327,32700,255,15
328,32800,252,22
329,32900,251,25
330,33000,254,29
331,33100,254,30
332,33200,255,25
333,33300,255,27
334,33400,255,30
335,33500,255,28
336,33600,255,26
337,33700,255,5
338,33800,255,10
339,33900,255,10
340,34000,255,8
341,34100,255,4
342,34200,255,12
343,34300,255,15
344,34400,255,9
345,34500,255,6
346,34600,255,7
347,34700,255,17
348,34800,255,16
349,34900,255,11
350,35000,255,15
351,35100,255,14
352,35200,255,14
353,35300,255,11
354,35400,255,9
355,35500,255,7
356,35600,255,5
357,35700,255,3
358,35800,255,8
359,35900,255,11
360,36000,255,4
361,36100,255,3
362,36200,255,6
363,36300,255,7
364,36400,255,5
365,36500,255,7
366,36600,255,8
367,36700,255,14
368,36800,255,2
369,36900,255,7
370,37000,255,0
371,37100,255,0
372,37200,255,0
373,37300,255,1
374,37400,255,1
375,37500,255,0
376,37600,255,3
377,37700,255,3
378,37800,255,3
379,37900,255,2
380,38000,254,1
381,38100,255,0
382,38200,255,0
383,38300,255,0
384,38400,255,2
385,38500,255,1
386,38600,255,0
387,38700,254,5
388,38800,251,1
389,38900,250,1
390,39000,251,9
391,39100,252,5
392,39200,244,4
393,39300,219,6
394,39400,222,6
395,39500,236,8
396,39600,255,9
397,39700,255,9
398,39800,255,13
399,39900,255,10
400,40000,255,11
401,40100,255,11
402,40200,255,4
403,40300,255,8
404,40400,255,9
405,40500,255,5
406,40600,255,8
407,40700,255,2
408,40800,255,1
409,40900,255,3
410,41000,255,1
411,41100,255,4
412,41200,255,3
413,41300,252,4
414,41400,252,12
415,41500,250,9
416,41600,247,14
417,41700,246,9
418,41800,246,4
419,41900,246,3
420,42000,247,7
421,42100,248,8
422,42200,249,8
423,42300,246,15
424,42400,246,13
425,42500,245,7
426,42600,246,6
427,42700,245,6
428,42800,246,6
429,42900,245,0
430,43000,245,0
431,43100,245,7
432,43200,244,8
433,43300,245,5
434,43400,245,3
435,43500,248,2
436,43600,249,6
437,43700,248,9
438,43800,249,7
439,43900,251,6
440,44000,247,9
441,44100,245,7
442,44200,245,6
443,44300,234,8
444,44400,229,5
445,44500,225,5
446,44600,234,4
447,44700,237,6
448,44800,247,11
449,44900,247,18
450,45000,246,8
451,45100,245,10
452,45200,247,15
453,45300,246,8
454,45400,247,10
455,45500,246,9
456,45600,240,7
457,45700,244,3
458,45800,229,7
459,45900,235,0
460,46000,238,0
461,46100,249,0
462,46200,235,0
463,46300,221,3
464,46400,227,4
465,46500,228,0
466,46600,229,1
467,46700,230,0
468,46800,230,0
469,46900,217,3
470,47000,231,0
471,47100,238,0
472,47200,233,0
473,47300,235,0
474,47400,229,2
475,47500,247,0
476,47600,248,0
477,47700,252,0
478,47800,241,0
479,47900,238,0
480,48000,247,2
481,48100,250,0
482,48200,247,0
483,48300,242,1
484,48400,230,0
485,48500,240,0
486,48600,243,0
487,48700,227,0
488,48800,221,0
489,48900,221,0
490,49000,233,0
491,49100,208,3
492,49200,255,9
493,49300,255,1
494,49400,255,0
495,49500,255,13
496,49600,238,9
497,49700,248,5
498,49800,251,6
499,49900,255,23
500,50000,255,11
501,50100,255,6
502,50200,255,0
503,50300,255,0
504,50400,251,5
505,50500,248,0
506,50600,246,0
507,50700,248,0
508,50800,247,0
509,50900,241,0
510,51000,243,0
511,51100,247,0
512,51200,249,0
513,51300,252,0
514,51400,248,0
515,51500,252,0
516,51600,252,0
517,51700,252,0
518,51800,246,0
519,51900,246,0
520,52000,248,0
521,52100,249,1
522,52200,254,1
523,52300,249,1
524,52400,242,0
525,52500,248,0
526,52600,245,0
527,52700,242,0
528,52800,249,7
529,52900,247,17
530,53000,243,14
531,53100,244,0
532,53200,240,8
533,53300,234,8
534,53400,245,8
535,53500,247,3
536,53600,247,5
537,53700,243,0
538,53800,248,0
539,53900,246,0
540,54000,247,0
541,54100,230,0
542,54200,235,0
543,54300,245,0
544,54400,233,0
545,54500,228,0
546,54600,229,0
547,54700,229,0
548,54800,238,0
549,54900,233,1
550,55000,223,9
551,55100,222,7
552,55200,244,4
553,55300,251,4
554,55400,249,9
555,55500,254,8
556,55600,255,5
557,55700,252,4
558,55800,254,0
559,55900,253,0
560,56000,255,0
561,56100,255,0
562,56200,255,0
563,56300,254,0
564,56400,255,0
565,56500,255,0
566,56600,254,0
567,56700,255,0
568,56800,255,4
569,56900,255,0
570,57000,255,2
571,57100,255,0
572,57200,255,1
573,57300,255,4
574,57400,255,4
575,57500,255,0
576,57600,255,0
577,57700,254,0
578,57800,252,0
579,57900,255,0
580,58000,254,0
581,58100,251,0
582,58200,254,4
583,58300,255,10
584,58400,254,2
585,58500,254,1
586,58600,248,1
587,58700,255,0
588,58800,255,0
589,58900,255,0
590,59000,254,0
591,59100,255,0
592,59200,255,0
593,59300,248,0
594,59400,250,1
595,59500,250,2
596,59600,254,1
597,59700,252,0
598,59800,253,0
599,59900,250,0
600,60000,252,1
601,60100,251,0
602,60200,253,0
603,60300,254,0
604,60400,253,0
605,60500,255,2
606,60600,255,0
607,60700,254,0
608,60800,255,0
609,60900,248,0
610,61000,249,0
611,61100,253,1
612,61200,254,1
613,61300,247,3
614,61400,253,4
615,61500,252,4
616,61600,253,4
617,61700,254,0
618,61800,253,0
619,61900,255,0
620,62000,253,0
621,62100,252,3
622,62200,250,0
623,62300,251,0
624,62400,254,0
625,62500,253,2
626,62600,255,1
627,62700,255,4
628,62800,250,0
629,62900,251,3
630,63000,247,5
631,63100,253,1
632,63200,250,0
633,63300,251,0
634,63400,252,0
635,63500,250,2
636,63600,248,0
637,63700,253,1
638,63800,250,0
639,63900,250,0
640,64000,250,1
641,64100,240,9
642,64200,250,1
643,64300,251,5
644,64400,251,6
645,64500,245,2
646,64600,251,3
647,64700,249,6
648,64800,245,4
649,64900,243,7
650,65000,243,1
651,65100,252,0
652,65200,252,0
653,65300,250,0
654,65400,251,0
655,65500,252,2
656,65600,248,1
657,65700,246,1
658,65800,247,1
659,65900,252,0
660,66000,250,0
661,66100,247,0
662,66200,241,1
663,66300,247,5
664,66400,248,0
665,66500,247,0
666,66600,243,1
667,66700,236,0
668,66800,246,0
669,66900,246,0
670,67000,254,2
671,67100,255,1
672,67200,255,3
673,67300,255,4
674,67400,255,2
675,67500,253,0
676,67600,255,2
677,67700,248,3
678,67800,243,1
679,67900,252,4
680,68000,251,9
681,68100,255,8
682,68200,255,9
683,68300,255,10
684,68400,255,7
685,68500,255,12
686,68600,255,8
687,68700,255,10
688,68800,255,9
689,68900,255,10
690,69000,255,8
691,69100,255,9
692,69200,255,16
693,69300,255,12
694,69400,255,9
695,69500,255,4
696,69600,255,2
697,69700,255,3
698,69800,255,3
699,69900,255,12
700,70000,255,1
701,70100,255,0
702,70200,255,0
703,70300,255,0
704,70400,255,0
705,70500,255,0
706,70600,255,0
707,70700,255,0
708,70800,255,0
709,70900,254,0
710,71000,255,0
711,71100,255,1
712,71200,255,1
713,71300,255,0
714,71400,255,0
715,71500,255,0
716,71600,255,2
717,71700,255,4
718,71800,255,0
719,71900,255,4
720,72000,255,4
721,72100,254,5
722,72200,255,5
723,72300,255,4
724,72400,253,4
725,72500,253,0
726,72600,253,4
727,72700,252,1
728,72800,251,7
729,72900,254,5
730,73000,253,6
731,73100,253,7
732,73200,255,5
733,73300,255,4
734,73400,255,4
735,73500,255,5
736,73600,255,5
737,73700,255,4
738,73800,255,4
739,73900,255,5
740,74000,255,6
741,74100,255,4
742,74200,255,3
743,74300,255,3
744,74400,255,3
745,74500,255,4
746,74600,255,4
747,74700,249,4
748,74800,247,4
749,74900,247,4
750,75000,249,5
751,75100,253,5
752,75200,254,6
753,75300,253,5
754,75400,252,4
755,75500,251,3
756,75600,249,3
757,75700,251,4
758,75800,255,4
759,75900,254,4
760,76000,250,5
761,76100,250,4
762,76200,252,1
763,76300,252,4
764,76400,251,5
765,76500,250,4
766,76600,251,1
767,76700,251,3
768,76800,247,3
769,76900,248,3
770,77000,248,3
771,77100,248,4
772,77200,248,1
773,77300,250,4
774,77400,248,1
775,77500,246,0
776,77600,246,0
777,77700,247,1
778,77800,249,1
779,77900,245,1
780,78000,246,0
781,78100,248,0
782,78200,248,2
783,78300,249,2
784,78400,253,0
785,78500,253,0
786,78600,252,4
787,78700,249,2
788,78800,247,3
789,78900,243,3
790,79000,247,1
791,79100,246,1
792,79200,248,0
793,79300,248,1
794,79400,247,0
795,79500,247,0
796,79600,252,0
797,79700,251,3
798,79800,243,4
799,79900,245,4
800,80000,249,2
801,80100,247,3
802,80200,249,4
803,80300,243,3
804,80400,247,4
805,80500,247,2
806,80600,248,3
807,80700,249,4
808,80800,248,2
809,80900,249,2
810,81000,247,1
811,81100,247,1
812,81200,249,3
813,81300,248,1
814,81400,249,3
815,81500,247,4
816,81600,247,2
817,81700,248,0
818,81800,248,1
819,81900,247,1
820,82000,243,2
821,82100,251,2
822,82200,241,0
823,82300,246,5
824,82400,247,4
825,82500,245,1
826,82600,248,2
827,82700,247,0
828,82800,247,4
829,82900,247,2
830,83000,246,5
831,83100,242,5
832,83200,254,1
833,83300,248,2
834,83400,250,0
835,83500,245,1
836,83600,246,0
837,83700,245,1
838,83800,250,2
839,83900,252,1
840,84000,247,2
841,84100,244,2
842,84200,247,2
843,84300,245,2
844,84400,250,0
845,84500,251,0
846,84600,251,4
847,84700,253,4
848,84800,253,0
849,84900,249,2
850,85000,253,3
851,85100,250,5
852,85200,251,7
853,85300,252,4
854,85400,242,2
855,85500,247,3
856,85600,247,3
857,85700,249,2
858,85800,248,3
859,85900,247,4
860,86000,247,3
861,86100,242,4
862,86200,242,15
863,86300,217,14
864,86400,217,9
865,86500,245,8
866,86600,255,2
867,86700,255,0
868,86800,255,0
869,86900,221,1
870,87000,219,3
871,87100,221,13
872,87200,215,12
873,87300,254,10
874,87400,222,24
875,87500,255,38
876,87600,255,23
877,87700,255,23
878,87800,255,12
879,87900,255,10
880,88000,255,3
881,88100,255,3
882,88200,255,1
883,88300,255,3
884,88400,255,4
885,88500,255,4
886,88600,255,0
887,88700,254,3
888,88800,254,4
889,88900,255,0
890,89000,252,0
891,89100,255,6
892,89200,255,1
893,89300,255,4
894,89400,253,6
895,89500,254,3
896,89600,249,5
897,89700,248,7
898,89800,252,6
899,89900,248,6
900,90000,246,10
901,90100,247,7
902,90200,246,7
903,90300,241,8
904,90400,248,8
905,90500,247,6
906,90600,246,9
907,90700,237,10
908,90800,241,4
909,90900,241,2
910,91000,239,5
911,91100,234,2
912,91200,237,4
913,91300,229,1
914,91400,237,1
915,91500,235,4
916,91600,233,2
917,91700,247,3
918,91800,231,4
919,91900,221,3
920,92000,230,5
921,92100,230,5
922,92200,240,3
923,92300,244,3
924,92400,245,4
925,92500,241,1
926,92600,246,2
927,92700,246,4
928,92800,240,5
929,92900,244,9
930,93000,243,11
931,93100,235,8
932,93200,242,2
933,93300,238,2
934,93400,237,2
935,93500,235,4
936,93600,238,4
937,93700,238,3
938,93800,244,4
939,93900,249,5
940,94000,242,4
941,94100,245,3
942,94200,249,6
943,94300,245,5
944,94400,250,2
945,94500,250,2
946,94600,243,0
947,94700,244,1
948,94800,250,3
949,94900,238,3
950,95000,243,2
951,95100,250,1
952,95200,249,2
953,95300,245,1
954,95400,248,0
955,95500,240,1
956,95600,243,2
957,95700,242,3
958,95800,238,2
959,95900,241,2
960,96000,236,1
961,96100,237,2
962,96200,239,2
963,96300,235,2
964,96400,241,3
965,96500,241,2
966,96600,243,2
967,96700,237,1
968,96800,245,1
969,96900,240,2
970,97000,248,2
971,97100,245,4
972,97200,243,2
973,97300,244,2
974,97400,240,2
975,97500,245,3
976,97600,251,4
977,97700,251,3
978,97800,252,4
979,97900,249,2
980,98000,248,1
981,98100,248,4
982,98200,249,3
983,98300,251,3
984,98400,236,2
985,98500,245,2
986,98600,248,4
987,98700,243,3
988,98800,252,3
989,98900,251,2
990,99000,249,2
991,99100,243,1
992,99200,242,1
993,99300,241,1
994,99400,242,2
995,99500,238,2
996,99600,248,2
997,99700,237,0
998,99800,235,1
999,99900,234,2
1000,100000,242,1
1001,100100,245,0
1002,100200,244,7
1003,100300,243,4
1004,100400,245,8
1005,100500,246,0
1006,100600,245,0
1007,100700,244,9
1008,100800,236,8
1009,100900,250,9
1010,101000,233,8
1011,101100,235,3
1012,101200,227,4
1013,101300,228,3
1014,101400,225,5
1015,101500,222,6
1016,101600,222,5
1017,101700,221,18
1018,101800,222,0
1019,101900,228,21
1020,102000,236,15
1021,102100,246,5
1022,102200,250,2
1023,102300,249,3
1024,102400,253,2
1025,102500,254,0
1026,102600,254,1
1027,102700,255,3
1028,102800,255,3
1029,102900,255,1
1030,103000,252,1
1031,103100,245,2
1032,103200,254,1
1033,103300,254,0
1034,103400,251,1
1035,103500,250,1
1036,103600,242,0
1037,103700,237,7
1038,103800,236,22
1039,103900,221,11
1040,104000,216,4
1041,104100,252,0
1042,104200,236,0
1043,104300,228,11
1044,104400,242,10
1045,104500,254,1
1046,104600,254,7
1047,104700,255,5
1048,104800,255,4
1049,104900,255,3
1050,105000,255,5
1051,105100,254,1
1052,105200,255,9
1053,105300,249,7
1054,105400,255,5
1055,105500,254,4
1056,105600,255,8
1057,105700,250,4
1058,105800,255,4
1059,105900,252,4
1060,106000,254,5
1061,106100,254,6
1062,106200,255,5
1063,106300,254,4
1064,106400,255,3
1065,106500,255,4
1066,106600,255,5
1067,106700,255,4
1068,106800,255,4
1069,106900,255,5
1070,107000,255,4
1071,107100,255,4
1072,107200,254,2
1073,107300,250,3
1074,107400,254,3
1075,107500,254,3
1076,107600,254,3
1077,107700,249,3
1078,107800,254,2
1079,107900,251,4
1080,108000,252,2
1081,108100,242,1
1082,108200,242,0
1083,108300,248,1
1084,108400,251,5
1085,108500,248,0
1086,108600,243,3
1087,108700,246,4
1088,108800,254,10
1089,108900,255,6
1090,109000,252,8
1091,109100,252,7
1092,109200,250,4
1093,109300,249,5
1094,109400,251,4
1095,109500,254,1
1096,109600,255,0
1097,109700,255,1
1098,109800,254,0
1099,109900,254,0
1100,110000,253,0
1101,110100,253,0
1102,110200,251,0
1103,110300,249,0
1104,110400,244,0
1105,110500,251,8
1106,110600,253,10
1107,110700,253,15
1108,110800,255,12
1109,110900,255,12
1110,111000,251,12
1111,111100,248,1
1112,111200,249,1
1113,111300,248,1
1114,111400,247,5
1115,111500,246,9
1116,111600,242,7
1117,111700,247,9
1118,111800,248,3
1119,111900,247,3
1120,112000,241,6
1121,112100,237,5
1122,112200,243,4
1123,112300,241,0
1124,112400,242,1
1125,112500,242,1
1126,112600,243,1
1127,112700,238,0
1128,112800,244,1
1129,112900,241,1
1130,113000,247,5
1131,113100,245,5
1132,113200,240,3
1133,113300,243,2
1134,113400,243,5
1135,113500,242,7
1136,113600,247,5
1137,113700,247,3
1138,113800,247,3
1139,113900,247,3
1140,114000,247,0
1141,114100,248,2
1142,114200,245,4
1143,114300,248,3
1144,114400,249,4
1145,114500,249,3
1146,114600,248,5
1147,114700,244,7
1148,114800,244,7
1149,114900,244,7
1150,115000,244,5
1151,115100,242,0
1152,115200,241,6
1153,115300,241,4
1154,115400,242,4
1155,115500,243,2
1156,115600,247,4
1157,115700,247,2
1158,115800,249,4
1159,115900,247,3
1160,116000,249,3
1161,116100,250,4
1162,116200,249,7
1163,116300,244,6
1164,116400,244,4
1165,116500,242,5
1166,116600,247,5
1167,116700,245,4
1168,116800,242,1
1169,116900,250,4
1170,117000,249,3
1171,117100,235,5
1172,117200,234,3
1173,117300,243,2
1174,117400,234,2
1175,117500,214,7
1176,117600,224,9
1177,117700,217,5
1178,117800,255,4
1179,117900,255,0
1180,118000,255,0
1181,118100,255,0
1182,118200,255,0
1183,118300,255,0
1184,118400,255,0
1185,118500,255,0
1186,118600,255,0
1187,118700,255,0
1188,118800,255,0
1189,118900,255,5
1190,119000,235,19
1191,119100,253,26
1192,119200,255,11
1193,119300,255,6
1194,119400,255,9
1195,119500,255,3
1196,119600,255,1
1197,119700,255,0
1198,119800,255,2
1199,119900,255,4
1200,120000,253,5
1201,120100,254,4
1202,120200,252,5
1203,120300,251,4
1204,120400,252,2
1205,120500,253,2
1206,120600,254,0
1207,120700,254,1
1208,120800,255,1
1209,120900,255,0
1210,121000,255,3
1211,121100,253,4
1212,121200,252,4
1213,121300,249,3
1214,121400,254,4
1215,121500,249,3
1216,121600,243,8
1217,121700,245,7
1218,121800,255,0
1219,121900,251,0
1220,122000,255,0
1221,122100,249,1
1222,122200,252,0
1223,122300,254,2
1224,122400,255,1
1225,122500,255,0
1226,122600,255,1
1227,122700,255,1
1228,122800,255,0
1229,122900,252,1
1230,123000,251,0
1231,123100,251,0
1232,123200,250,2
1233,123300,251,0
1234,123400,250,4
1235,123500,251,3
1236,123600,252,4
1237,123700,253,4
1238,123800,251,4
1239,123900,253,7
1240,124000,249,4
1241,124100,252,2
1242,124200,252,4
1243,124300,252,4
1244,124400,255,4
1245,124500,254,2
1246,124600,254,2
1247,124700,255,0
1248,124800,255,1
1249,124900,255,2
1250,125000,255,1
1251,125100,255,2
1252,125200,255,0
1253,125300,255,1
1254,125400,255,0
1255,125500,255,4
1256,125600,255,4
1257,125700,255,2
1258,125800,255,0
1259,125900,255,0
1260,126000,252,9
1261,126100,254,6
1262,126200,250,0
1263,126300,250,1
1264,126400,255,2
1265,126500,249,2
1266,126600,234,14
1267,126700,219,6
1268,126800,221,12
1269,126900,255,2
1270,127000,255,0
1271,127100,255,8
1272,127200,255,0
1273,127300,255,0
1274,127400,255,11
1275,127500,255,9
1276,127600,255,0
1277,127700,255,0
1278,127800,255,0
1279,127900,255,0
1280,128000,255,0
1281,128100,255,0
1282,128200,255,0
1283,128300,255,0
1284,128400,255,0
1285,128500,255,0
1286,128600,255,0
1287,128700,255,0
1288,128800,255,0
1289,128900,255,0
1290,129000,255,0
1291,129100,252,26
1292,129200,255,15
1293,129300,255,18
1294,129400,255,8
1295,129500,255,7
1296,129600,255,0
1297,129700,255,0
1298,129800,255,2
1299,129900,252,5
1300,130000,251,12
1301,130100,249,11
1302,130200,249,10
1303,130300,255,5
1304,130400,248,8
1305,130500,254,2
1306,130600,250,2
1307,130700,249,2
1308,130800,251,1
1309,130900,252,1
1310,131000,251,1
1311,131100,253,7
1312,131200,255,6
1313,131300,253,3
1314,131400,255,4
1315,131500,255,0
1316,131600,255,3
1317,131700,255,0
1318,131800,255,3
1319,131900,255,0
1320,132000,255,2
1321,132100,255,3
1322,132200,255,2
1323,132300,255,1
1324,132400,255,0
1325,132500,255,1
1326,132600,250,2
1327,132700,249,1
1328,132800,251,0
1329,132900,254,0
1330,133000,252,0
1331,133100,250,0
1332,133200,247,0
1333,133300,249,0
1334,133400,255,1
1335,133500,255,2
1336,133600,255,2
1337,133700,255,1
1338,133800,255,1
1339,133900,254,1
1340,134000,255,7
1341,134100,250,5
1342,134200,255,6
1343,134300,254,4
1344,134400,254,5
1345,134500,250,0
1346,134600,250,2
1347,134700,250,2
1348,134800,254,4
1349,134900,253,2
1350,135000,253,3
1351,135100,255,0
1352,135200,254,1
1353,135300,254,0
1354,135400,252,0
1355,135500,254,2
1356,135600,255,2
1357,135700,254,5
1358,135800,254,3
1359,135900,251,0
1360,136000,252,2
1361,136100,251,0
1362,136200,253,4
1363,136300,254,2
1364,136400,254,2
1365,136500,247,1
1366,136600,250,3
1367,136700,247,4
1368,136800,250,4
1369,136900,255,4
1370,137000,252,5
1371,137100,253,2
1372,137200,253,5
1373,137300,253,3
1374,137400,251,5
1375,137500,250,4
1376,137600,252,2
1377,137700,250,2
1378,137800,253,3
1379,137900,249,6
1380,138000,247,5
1381,138100,254,5
1382,138200,255,2
1383,138300,255,4
1384,138400,248,0
1385,138500,255,5
1386,138600,255,2
1387,138700,255,0
1388,138800,255,3
1389,138900,253,6
1390,139000,255,0
1391,139100,255,6
1392,139200,255,6
1393,139300,255,2
1394,139400,253,1
1395,139500,255,0
1396,139600,254,17
1397,139700,224,9
1398,139800,255,11
1399,139900,255,5
1400,140000,255,8
1401,140100,255,3
1402,140200,255,7
1403,140300,255,5
1404,140400,245,8
1405,140500,251,11
1406,140600,254,11
1407,140700,254,15
1408,140800,252,7
1409,140900,253,6
1410,141000,255,8
1411,141100,255,0
1412,141200,254,7
1413,141300,255,8
1414,141400,245,5
1415,141500,254,8
1416,141600,254,17
1417,141700,255,23
1418,141800,255,22
1419,141900,255,14
1420,142000,255,2
1421,142100,255,2
1422,142200,255,8
1423,142300,255,7
1424,142400,255,1
1425,142500,255,0
1426,142600,255,0
1427,142700,255,0
1428,142800,255,0
1429,142900,255,0
1430,143000,255,0
1431,143100,255,0
1432,143200,255,0
1433,143300,255,0
1434,143400,255,0
1435,143500,255,0
1436,143600,255,4
1437,143700,253,7
1438,143800,228,13
1439,143900,222,1
1440,144000,253,5
1441,144100,250,11
1442,144200,253,4
1443,144300,253,14
1444,144400,255,15
1445,144500,255,21
1446,144600,255,15
1447,144700,255,18
1448,144800,254,10
1449,144900,255,15
1450,145000,255,4
1451,145100,252,3
1452,145200,253,3
1453,145300,255,7
1454,145400,255,16
1455,145500,255,14
1456,145600,255,7
1457,145700,255,9
1458,145800,255,16
1459,145900,255,24
1460,146000,255,10
1461,146100,255,10
1462,146200,255,11
1463,146300,255,1
1464,146400,255,18
1465,146500,255,26
1466,146600,255,11
1467,146700,255,11
1468,146800,255,0
1469,146900,255,3
1470,147000,255,0
1471,147100,255,0
1472,147200,255,3
1473,147300,255,3
1474,147400,255,1
1475,147500,255,3
1476,147600,255,0
1477,147700,255,0
1478,147800,255,6
1479,147900,255,2
1480,148000,255,4
1481,148100,255,5
1482,148200,255,5
1483,148300,255,4
1484,148400,255,5
1485,148500,255,0
1486,148600,255,16
1487,148700,255,12
1488,148800,255,10
1489,148900,255,4
1490,149000,255,8
1491,149100,255,10
1492,149200,255,7
1493,149300,255,3
