Trial;Subject;Color;Name;Stimulus;Start Time [ms];End Time [ms];Fixation Start [ms];Fixation Duration [ms];Fixation End [ms];Position X;Position Y;Average Pupil Size [px] X;Average Pupil Size [px] Y;Average Pupil Diameter [mm];Dispersion X;Dispersion Y;Eye;Number;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;133;232;365;1113.0;889.6;71.0;76.3;3.5;291.0;39.0;Binocular;1;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;432;166;598;929.9;720.0;77.8;75.0;3.5;49.0;14.0;Binocular;2;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;698;166;865;874.8;714.3;77.0;72.6;3.5;3.0;2.0;Binocular;3;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;931;99;1031;861.5;727.0;74.0;70.0;3.4;9.0;7.0;Binocular;4;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;1131;199;1331;895.7;734.2;76.8;72.8;3.5;30.0;3.0;Binocular;5;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;1397;233;1630;936.8;742.3;76.1;73.6;3.5;15.0;17.0;Binocular;6;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;1730;66;1796;904.4;754.7;75.5;73.5;3.5;9.0;0.0;Binocular;7;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;1863;299;2163;895.4;801.5;75.9;74.0;3.4;52.0;6.0;Binocular;8;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;2229;266;2495;935.5;832.6;74.1;74.1;3.4;5.0;9.0;Binocular;9;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;2595;299;2895;794.6;838.3;76.0;73.3;3.4;14.0;40.0;Binocular;10;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;2994;133;3127;836.9;848.3;77.5;75.5;3.4;32.0;45.0;Binocular;11;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;3327;865;4192;693.7;837.5;81.4;77.3;3.5;337.0;199.0;Binocular;12;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;4259;332;4592;569.3;875.1;88.3;84.5;3.9;31.0;29.0;Binocular;13;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;4691;133;4825;340.0;1057.0;89.8;89.3;4.0;14.0;11.0;Binocular;14;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;4891;66;4958;363.1;1068.9;89.5;90.0;4.0;0.0;3.0;Binocular;15;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;5024;66;5091;369.6;1107.0;91.0;90.0;4.0;3.0;3.0;Binocular;16;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;5191;166;5357;420.1;876.7;91.0;80.8;4.0;61.0;82.0;Binocular;17;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;5756;99;5856;1244.9;482.5;80.7;79.0;4.3;298.0;35.0;Binocular;18;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;6888;199;7087;382.5;676.7;70.8;59.0;3.3;16.0;19.0;Binocular;19;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;7154;99;7254;393.9;664.1;71.0;57.3;3.3;19.0;27.0;Binocular;20;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;7320;99;7420;441.0;609.5;73.3;57.7;3.4;17.0;17.0;Binocular;21;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;8252;299;8551;281.0;849.3;73.0;63.9;3.4;160.0;43.0;Binocular;22;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;8618;132;8751;277.3;829.4;75.5;67.0;3.5;16.0;5.0;Binocular;23;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;9151;199;9350;599.9;835.0;68.2;72.7;3.7;55.0;58.0;Binocular;24;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;9417;166;9583;526.2;864.4;82.2;73.6;3.6;22.0;19.0;Binocular;25;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;9716;199;9916;515.1;1023.4;84.7;83.8;3.6;16.0;44.0;Binocular;26;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;9982;100;10082;512.0;962.1;85.3;83.0;3.8;3.0;5.0;Binocular;27;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;10249;466;10715;785.7;704.2;86.6;80.4;4.0;226.0;168.0;Binocular;28;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;10781;66;10848;691.7;590.0;89.0;75.5;4.0;4.0;10.0;Binocular;29;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;10914;232;11147;768.3;600.5;88.1;76.6;4.1;8.0;33.0;Binocular;30;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;11214;232;11447;740.7;606.6;88.9;76.6;4.1;11.0;39.0;Binocular;31;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;11513;66;11580;754.0;640.7;87.5;77.0;4.0;2.0;3.0;Binocular;32;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;11646;299;11946;887.7;673.1;83.3;75.4;3.8;19.0;20.0;Binocular;33;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;12012;598;12611;792.2;604.5;82.3;70.7;3.8;32.0;22.0;Binocular;34;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;12678;166;12844;766.9;572.4;86.2;72.2;3.9;13.0;7.0;Binocular;35;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;12944;266;13210;843.2;627.6;83.9;74.5;3.9;8.0;2.0;Binocular;36;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;13277;865;14142;814.6;643.4;82.9;73.7;3.8;32.0;32.0;Binocular;37;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;14209;366;14575;765.4;716.2;83.6;76.1;3.8;6.0;22.0;Binocular;38;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;14941;99;15040;837.4;630.5;83.7;74.0;3.8;3.0;6.0;Binocular;39;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;15107;266;15373;832.9;612.6;83.5;72.8;3.8;11.0;7.0;Binocular;40;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;15440;99;15539;921.7;730.1;82.3;76.0;3.8;4.0;4.0;Binocular;41;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;15606;133;15739;895.9;707.8;83.8;77.0;3.9;10.0;5.0;Binocular;42;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;15806;199;16005;926.2;773.5;85.3;80.0;3.9;57.0;39.0;Binocular;43;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;16105;133;16238;866.4;723.1;85.0;79.5;3.8;15.0;19.0;Binocular;44;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;16305;66;16372;833.0;697.0;84.5;78.0;3.8;11.0;7.0;Binocular;45;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;17370;133;17503;824.2;674.1;86.8;77.5;3.9;15.0;2.0;Binocular;46;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;17569;66;17636;843.5;683.3;86.0;77.0;3.8;2.0;5.0;Binocular;47;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;17703;166;17869;869.3;774.2;87.4;84.0;3.9;12.0;17.0;Binocular;48;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;17969;166;18135;923.0;811.3;84.8;83.0;3.8;58.0;13.0;Binocular;49;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;18568;66;18634;893.9;831.7;85.0;83.5;3.8;2.0;26.0;Binocular;50;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;18834;199;19033;821.9;662.6;87.0;78.2;3.9;26.0;13.0;Binocular;51;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;19433;233;19666;798.7;732.7;93.6;87.4;4.2;36.0;10.0;Binocular;52;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;19732;101;19833;897.9;532.6;93.3;77.7;4.3;48.0;20.0;Binocular;53;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;19899;199;20099;827.3;543.9;93.3;77.3;4.3;87.0;64.0;Binocular;54;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;20165;266;20431;712.1;606.6;87.0;75.0;3.9;66.0;32.0;Binocular;55;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;20731;99;20830;662.1;667.1;87.7;77.7;3.8;8.0;14.0;Binocular;56;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;21463;66;21529;825.8;800.3;91.0;85.0;4.0;9.0;11.0;Binocular;57;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;21596;166;21762;891.0;812.6;90.2;88.4;4.0;29.0;18.0;Binocular;58;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;22195;99;22295;760.8;595.7;92.3;79.0;4.0;6.0;14.0;Binocular;59;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;22361;366;22727;742.2;831.5;94.2;87.5;4.1;33.0;70.0;Binocular;60;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;22893;133;23027;806.9;777.8;94.0;88.8;4.0;9.0;13.0;Binocular;61;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;23093;132;23226;802.6;801.0;94.0;90.3;4.1;3.0;5.0;Binocular;62;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;23959;99;24058;720.8;595.5;93.7;73.3;4.1;26.0;9.0;Binocular;63;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;24458;266;24724;941.8;513.1;82.8;69.0;3.9;177.0;48.0;Binocular;64;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;25023;133;25156;854.5;561.0;82.0;70.3;3.8;31.0;26.0;Binocular;65;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;25489;133;25622;14.2;529.8;55.8;46.8;2.4;219.0;168.0;Binocular;66;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;25722;66;25789;317.4;794.0;58.5;59.0;3.0;121.0;6.0;Binocular;67;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;26288;99;26388;178.3;838.5;75.7;79.7;3.6;117.0;17.0;Binocular;68;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;26587;66;26654;490.0;896.9;56.5;61.0;3.8;17.0;39.0;Binocular;69;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;26720;99;26820;552.2;579.6;56.0;47.7;4.0;76.0;84.0;Binocular;70;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;27386;99;27486;939.6;293.6;84.0;62.0;4.0;12.0;10.0;Binocular;71;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;27552;99;27652;791.8;263.6;86.0;56.0;3.8;41.0;27.0;Binocular;72;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;27852;99;27952;722.9;234.7;87.3;49.3;3.7;40.0;14.0;Binocular;73;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;28018;166;28185;553.2;167.0;82.6;48.2;3.6;10.0;102.0;Binocular;74;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;28251;133;28384;549.9;362.4;88.5;60.5;4.0;1.0;94.0;Binocular;75;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;28651;366;29017;596.2;397.6;90.8;65.9;4.2;18.0;47.0;Binocular;76;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;29183;133;29316;598.7;413.5;94.8;72.0;4.3;8.0;7.0;Binocular;77;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;29416;99;29516;613.0;426.1;96.7;74.7;4.4;15.0;8.0;Binocular;78;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;29948;166;30115;1373.5;933.7;80.0;92.2;4.4;162.0;149.0;Binocular;79;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;30680;565;31246;1166.5;910.1;89.9;100.5;4.4;32.0;16.0;Binocular;80;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;31346;332;31679;1090.1;836.4;94.0;97.5;4.5;27.0;17.0;Binocular;81;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;31745;66;31812;1106.9;832.3;91.0;93.0;4.3;10.0;24.0;Binocular;82;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;31945;166;32111;822.1;575.5;96.8;85.4;4.5;4.0;6.0;Binocular;83;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;32178;99;32278;834.9;587.7;96.7;87.0;4.3;10.0;10.0;Binocular;84;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;32344;266;32610;906.8;529.6;94.8;82.4;4.4;6.0;6.0;Binocular;85;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;32910;66;32976;951.8;1038.5;99.0;94.5;4.3;21.0;113.0;Binocular;86;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;33043;66;33110;851.3;1377.4;108.0;82.0;2.9;6.0;32.0;Binocular;87;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;34607;66;34674;975.4;1857.9;114.0;73.0;4.9;2.0;152.0;Binocular;88;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;35672;66;35738;830.9;1525.5;37.5;31.0;2.3;53.0;101.0;Binocular;89;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;37103;66;37169;302.3;1636.7;90.5;56.5;3.2;8.0;64.0;Binocular;90;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;37369;233;37602;270.8;1667.9;84.1;62.0;1.8;43.0;63.0;Binocular;91;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;37668;133;37802;308.1;1677.5;104.0;77.8;2.7;2.0;5.0;Binocular;92;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;38534;99;38633;213.6;2640.9;60.7;33.3;1.2;45.0;13.0;Binocular;93;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;38733;66;38800;822.4;1654.4;85.0;67.0;1.6;40.0;83.0;Binocular;94;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;39399;166;39565;390.2;2355.0;103.0;79.2;3.7;97.0;54.0;Binocular;95;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;40031;99;40131;336.9;2357.4;121.0;64.0;4.8;11.0;61.0;Binocular;96;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;40464;66;40530;401.4;2321.8;88.5;39.0;3.2;1.0;14.0;Binocular;97;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;41761;66;41828;220.8;2287.0;58.5;54.5;1.6;37.0;59.0;Binocular;98;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;42327;66;42394;409.3;2152.1;61.0;37.5;4.7;48.0;58.0;Binocular;99;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;42760;66;42826;278.2;1612.2;89.0;55.0;4.7;23.0;0.0;Binocular;100;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;43758;99;43858;897.0;1509.3;54.0;36.7;3.0;26.0;167.0;Binocular;101;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;43924;66;43991;846.9;1448.0;42.0;25.5;1.3;3.0;8.0;Binocular;102;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;44490;66;44557;288.4;246.8;81.5;50.0;3.8;152.0;2.0;Binocular;103;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;44656;332;44989;597.5;277.9;79.5;51.4;3.7;294.0;50.0;Binocular;104;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;45056;133;45189;641.2;265.5;71.0;45.5;3.2;57.0;121.0;Binocular;105;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;45256;132;45388;285.7;370.7;72.8;50.3;3.4;35.0;145.0;Binocular;106;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;45888;133;46021;441.7;701.8;72.5;66.8;3.8;89.0;25.0;Binocular;107;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;46187;166;46354;567.1;832.5;81.2;76.6;4.1;10.0;38.0;Binocular;108;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;46420;99;46520;700.6;521.8;57.0;44.3;4.0;15.0;13.0;Binocular;109;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;46587;199;46786;691.0;563.8;76.0;56.7;4.3;88.0;63.0;Binocular;110;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;46853;66;46919;687.0;620.0;67.0;53.0;4.4;8.0;41.0;Binocular;111;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;47019;66;47086;1303.3;350.7;82.5;80.5;4.8;173.0;32.0;Binocular;112;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;47884;166;48051;4.3;676.5;55.6;59.4;3.4;283.0;156.0;Binocular;113;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;48583;133;48716;692.0;438.2;63.3;49.3;2.9;110.0;69.0;Binocular;114;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;49249;66;49315;531.0;964.9;87.0;85.5;3.6;37.0;9.0;Binocular;115;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;49382;199;49581;569.6;897.6;90.0;85.5;3.7;116.0;23.0;Binocular;116;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;49748;133;49881;435.4;584.1;83.8;72.5;4.0;104.0;43.0;Binocular;117;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;50014;99;50114;772.2;791.3;89.0;83.3;3.9;76.0;19.0;Binocular;118;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;50746;133;50879;884.0;374.1;85.5;67.3;4.0;87.0;48.0;Binocular;119;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;51778;66;51844;177.8;382.3;87.0;72.0;4.3;5.0;6.0;Binocular;120;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;52277;499;52776;986.5;261.8;75.4;58.9;3.8;495.0;155.0;Binocular;121;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;52909;99;53009;141.1;322.4;64.3;51.0;3.1;30.0;6.0;Binocular;122;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;53175;366;53541;262.1;593.1;69.9;57.0;3.3;322.0;82.0;Binocular;123;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;53708;99;53808;414.8;567.8;72.3;55.7;3.4;22.0;5.0;Binocular;124;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;54040;99;54140;529.4;483.1;68.3;50.7;3.3;57.0;51.0;Binocular;125;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;54240;99;54340;671.3;620.1;66.3;57.3;3.1;2.0;59.0;Binocular;126;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;54406;99;54506;745.6;407.3;66.0;49.3;3.2;28.0;6.0;Binocular;127;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;54673;166;54839;357.7;903.7;74.4;65.4;3.2;77.0;68.0;Binocular;128;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;54906;132;55039;306.2;662.2;73.3;68.8;3.3;20.0;9.0;Binocular;129;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;55405;66;55471;261.9;613.0;76.0;67.0;3.5;13.0;4.0;Binocular;130;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;55604;199;55804;397.5;638.7;80.2;64.3;3.6;151.0;144.0;Binocular;131;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;55871;166;56037;526.6;583.0;83.6;71.2;3.8;22.0;99.0;Binocular;132;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;56203;199;56403;345.4;854.6;84.0;76.8;3.8;56.0;24.0;Binocular;133;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;56470;66;56536;439.7;810.6;86.0;78.5;3.9;11.0;18.0;Binocular;134;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;56603;266;56869;398.5;800.2;84.5;76.6;3.9;29.0;58.0;Binocular;135;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;56936;166;57102;403.2;807.3;82.0;74.6;3.8;25.0;23.0;Binocular;136;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;57168;99;57268;379.6;866.2;79.7;73.7;3.6;9.0;9.0;Binocular;137;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;57335;99;57435;419.1;801.9;76.0;68.7;3.5;46.0;43.0;Binocular;138;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;57501;166;57668;391.8;837.6;78.4;71.8;3.6;7.0;9.0;Binocular;139;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;57734;66;57801;366.0;859.6;77.0;71.5;3.6;2.0;9.0;Binocular;140;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;57867;166;58034;360.2;834.0;75.2;68.0;3.4;24.0;16.0;Binocular;141;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;58100;99;58200;296.7;839.4;74.7;68.3;3.5;13.0;3.0;Binocular;142;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;58267;66;58333;333.5;799.9;75.0;67.5;3.5;1.0;9.0;Binocular;143;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;58433;99;58533;316.8;750.2;76.0;67.3;3.5;2.0;14.0;Binocular;144;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;58633;133;58766;336.8;705.3;76.0;66.8;3.6;8.0;5.0;Binocular;145;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;58832;199;59032;454.6;632.1;75.3;64.7;3.5;5.0;4.0;Binocular;146;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;59132;99;59232;444.2;636.7;76.0;65.7;3.5;9.0;6.0;Binocular;147;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;59298;66;59365;484.1;641.7;77.0;66.0;3.5;0.0;1.0;Binocular;148;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;59431;132;59564;605.2;573.4;77.3;63.3;3.6;13.0;5.0;Binocular;149;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;59697;332;60030;454.0;748.6;78.0;68.7;3.6;64.0;30.0;Binocular;150;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;60097;99;60196;587.5;671.5;78.0;67.7;3.6;6.0;3.0;Binocular;151;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;60330;199;60529;483.0;699.7;76.5;66.7;3.5;57.0;10.0;Binocular;152;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;60596;99;60696;535.9;643.3;76.0;64.7;3.5;3.0;3.0;Binocular;153;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;60762;133;60895;561.6;626.6;76.8;65.3;3.6;3.0;2.0;Binocular;154;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;60995;99;61095;572.0;612.6;77.0;64.7;3.6;3.0;4.0;Binocular;155;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;61162;66;61228;579.4;602.0;77.0;66.0;3.6;2.0;4.0;Binocular;156;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;61295;233;61528;607.7;597.9;78.4;66.3;3.6;24.0;24.0;Binocular;157;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;61627;233;61860;527.1;668.3;78.6;67.6;3.6;43.0;30.0;Binocular;158;
Trial001;wdndy-1-unified;Coral;wdndy;wdndy-1-recording.avi;0;4323970;61927;99;62027;553.0;652.4;79.7;68.0;3.6;4.0;12.0;Binocular;159;
